サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
区立住宅（区民住宅・子育て住宅（特定住宅）,住宅課区立住宅管理係,03-5273-3787,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_01_00002.html,680,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
都営住宅,東京都住宅供給公社都営住宅募集センター,03-3498-8894,"",https://www.city.shinjuku.lg.jp/seikatsu/file07_01_00003.html,681,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
民間賃貸住宅家賃助成,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00001.html,682,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
多世代近居同居助成,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00018.html,683,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
次世代育成転居助成,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00017.html,684,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住み替え居住継続支援,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00004.html,685,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新築・増築・改築等の建築確認申請,建築指導課,03-5273-3742,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/index18.html,686,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
家屋の登録免許税の軽減制度,建築指導課,03-5273-3732,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/file18_02_00001.html,687,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
建築物等の中間検査,建築指導課,03-5273-3745,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/kenchikus01_002006.html,688,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
建築物等の完了検査,建築指導課,03-5273-3742,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/kenchikus01_002006.html,689,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
建築物等耐震化支援,防災都市づくり課,03-5273-3829,03-3209-9227,https://www.city.shinjuku.lg.jp/anzen/index03_01.html,690,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
不燃化建替促進事業,防災都市づくり課,03-5273-3844,03-3209-9227,https://www.city.shinjuku.lg.jp/soshiki/seibi01_002063.html,691,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
アスベスト対策助成等制度,建築調整課,03-5273-3544,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/kenchikus02_001000.html,692,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（まちづくり長期計画（都市マスタープラン））,都市計画課都市計画係,03-5273-3527,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index29.html,693,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（都市計画の決定および内容）,都市計画課都市計画係,03-5273-3527,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13.html,694,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（用途地域等）,都市計画課都市計画係,03-5273-3571,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13_08.html,695,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（都市施設（道路・河川等）・交通施設・都市計画道路等）,都市計画課都市施設係,03-5273-3547,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index35.html,696,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（地価公示・東京都基準地価格）,防災都市づくり課,03-5273-3593,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13_02.html,697,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（市街地再開発事業）,防災都市づくり課,03-5273-3844,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13_05.html,698,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（防災街区整備事業）,防災都市づくり課,03-5273-3844,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13_05_01.html,"",住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（地区計画、地区ごとのまちづくり）,景観・まちづくり課,03-5273-3569,"",https://www.city.shinjuku.lg.jp/kusei/index13_12.html,699,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（建築協定）,景観・まちづくり課,03-5273-3569,"",https://www.city.shinjuku.lg.jp/kusei/keikan01_001058.html,700,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
まちづくりの相談（新宿駅周辺の基盤整備（駅前広場、都市計画駐車場等））,新宿駅周辺基盤整備担当課,03-5273-4164,"","",701,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
建築計画紛争相談,建築調整課,03-5273-3544,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/index18_04.html,702,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
景観まちづくり,景観・まちづくり課,03-5273-3831,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13_14.html,703,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自動販売機の設置届,ごみ減量リサイクル課まち美化係,03-5273-4267,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/file09_10_00001.html,704,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
再利用対象物・廃棄物保管場所設置届,新宿清掃事務所,03-3950-2923,03-3950-2932,"",705,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
建物の新築・改築の際は,地域コミュニティ課住居表示係,03-5273-3521,03-3209-7455,https://www.city.shinjuku.lg.jp/seikatsu/jyukyoh_02.html,708,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
雨水流出抑制施設の設置,道路課計画係,03-5273-3525,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file14_01_00001.html,709,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
緑化計画書の提出,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index14_05.html,710,住宅/まちづくり,まちづくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ワーク・ライフ・バランス推進企業認定制度,男女共同参画課,03-3341-0801,03-3341-0740,https://www.city.shinjuku.lg.jp/jigyo/file08_00001.html,711,仕事/経営,ワーク・ライフ・バランス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
男性の育児・介護サポート企業応援事業,男女共同参画課,03-3341-0801,03-3341-0740,https://www.city.shinjuku.lg.jp/kusei/file12_00011.html,712,仕事/経営,ワーク・ライフ・バランス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区勤労者・仕事支援センター,新宿区勤労者・仕事支援センター,03-3208-1450,03-3208-3100,https://www.city.shinjuku.lg.jp/shisetsu/map11-11.html,713,仕事/経営,就労支援,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区シルバー人材センター,新宿区シルバー人材センター,03-3209-3181,03-3209-4288,https://www.city.shinjuku.lg.jp/soshiki/fukushi_silver_info.html,714,仕事/経営,就労支援,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京しごとセンター,東京しごとセンター（求職中の方）,03-5211-1571,"","",715,仕事/経営,就労支援,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京しごとセンター,東京しごとセンター（企業の方）,03-5211-2395,"","",716,仕事/経営,就労支援,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京都福祉人材センター,東京都福祉人材センター,03-5211-2860,"","",717,仕事/経営,就労支援,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
商工相談,産業振興課産業振興係,03-3344-0702,03-3344-0221,https://www.city.shinjuku.lg.jp/jigyo/file04_05_00003.html,718,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
BIZ新宿（区立産業会館）,BIZ新宿（区立産業会館）,03-3344-3011,"",https://www.city.shinjuku.lg.jp/jigyo/index04_03.html,719,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高田馬場創業支援センター,高田馬場創業支援センター,03-3205-3031,03-3205-1007,https://www.city.shinjuku.lg.jp/jigyo/sangyo01_001033_00001.html,720,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
図書館のビジネス情報支援相談会（中央図書館）,中央図書館,03-3364-1421,03-3208-2303,https://www.library.shinjuku.tokyo.jp/business/bijiness-soudan.html,721,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
図書館のビジネス情報支援相談会（角筈図書館）,角筈図書館,03-5371-0010,03-5371-0029,https://www.library.shinjuku.tokyo.jp/business/bijiness-soudan.html,722,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ビジネスアシスト新宿,産業振興課産業振興係,03-3344-0701,03-3344-0221,https://www.city.shinjuku.lg.jp/jigyo/sangyo01_000004.html,723,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
商工会議所,東京商工会議所新宿支部,03-3345-3290,03-3345-3251,"",724,仕事/経営,中小企業,"","","",https://www.tokyo-cci.or.jp/shinjuku/,http://statdb.nstac.go.jp/lod/sac/C13104
中小企業向け制度融資,産業振興課産業振興係,03-3344-0702,03-3344-0221,https://www.city.shinjuku.lg.jp/jigyo/file04_04_00001.html,725,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
勤労者の福利厚生,新宿区勤労者・仕事支援センター勤労者サービス課（ぱる新宿）,03-3208-2311,03-3208-3100,"",726,仕事/経営,中小企業,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
商工会議所の融資,東京商工会議所新宿支部,03-3345-3290,03-3345-3251,"",727,仕事/経営,中小企業,"","","",https://www.tokyo-cci.or.jp/shinjuku/marukei/,http://statdb.nstac.go.jp/lod/sac/C13104
町会・自治会,地域コミュニティ課コミュニティ係,03-5273-4127,03-3209-7455,https://www.city.shinjuku.lg.jp/chiiki/chiiki01_000001_00023.html,728,協働/身近な行政,地域/協働,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
協働推進基金,地域コミュニティ課管理係,03-5273-3872,03-3209-7455,https://www.city.shinjuku.lg.jp/seikatsu/file03_03_00001.html,729,協働/身近な行政,地域/協働,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿NPO協働推進センター,新宿NPO協働推進センター,03-5386-1315,03-5386-1318,https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_002168.html,730,協働/身近な行政,地域/協働,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
男女共同参画推進センター「ウィズ新宿」,男女共同参画推進センター「ウィズ新宿」,03-3341-0801,03-3341-0740,https://www.city.shinjuku.lg.jp/kusei/index12_01.html,731,協働/身近な行政,男女共同参画,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
選挙,選挙管理委員会事務局,03-5273-3740,03-5273-5230,https://www.city.shinjuku.lg.jp/kusei/index10.html,732,協働/身近な行政,選挙,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区議会,議会事務局調査管理係,03-5273-3534,03-3209-9995,https://www.city.shinjuku.lg.jp/kusei/index08.html,733,協働/身近な行政,区議会,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
傍聴,議会事務局調査管理係,03-5273-3534,03-3209-9995,https://www.city.shinjuku.lg.jp/kusei/gikai01_000109.html,734,協働/身近な行政,区議会,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
請願・陳情,議会事務局議事係,03-5273-4026,03-3209-9995,https://www.city.shinjuku.lg.jp/kusei/gikai01_000108.html,735,協働/身近な行政,区議会,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区議会だよりの発行,議会事務局調査管理係,03-5273-3534,03-3209-9995,https://www.city.shinjuku.lg.jp/kusei/file08_05_00008.html,736,協働/身近な行政,区議会,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区議会議員名簿,"","","",https://www.city.shinjuku.lg.jp/kusei/gikai01_000112.html,737,協働/身近な行政,区議会,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
広報新宿の発行【広報】,区政情報課広報係,03-5273-4064,03-5272-5500,https://www.city.shinjuku.lg.jp/kohoshinjuku/index.html,738,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
広報ビデオ・ケーブルテレビの新宿区広報番組,区政情報課広報係,03-5273-4064,03-5272-5500,https://www.city.shinjuku.lg.jp/video/file03_00002.html,739,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区政情報センター,区政情報センター,03-5273-4182,"",https://www.city.shinjuku.lg.jp/kusei/kjctop.html,740,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区公式ホームページ,区政情報課広報係,03-5273-4064,03-5272-5500,https://www.city.shinjuku.lg.jp/,741,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区公式ツイッター,区政情報課広報係,03-5273-4064,03-5272-5500,https://www.city.shinjuku.lg.jp/kusei/snjk001050.html,742,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区公式フェイスブック,区政情報課広報係,03-5273-4064,03-5272-5500,https://www.city.shinjuku.lg.jp/kusei/snjk001050.html,743,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区地域ポータル「しんじゅくノート」,区政情報課広報係,03-5273-4064,03-5272-5500,https://www.city.shinjuku.lg.jp/kusei/index03_05.html,744,協働/身近な行政,広報,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区長へのはがき・投書,区政情報課広聴係,03-5273-4065,03-5272-5500,https://www.city.shinjuku.lg.jp/soshiki/211001kocho_00002.html,745,協働/身近な行政,広聴,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区民意識調査,区政情報課広聴係,03-5273-4065,03-5272-5500,https://www.city.shinjuku.lg.jp/kusei/poll-search_00002.html,746,協働/身近な行政,広聴,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区政モニター,区政情報課広聴係,03-5273-4065,03-5272-5500,https://www.city.shinjuku.lg.jp/kusei/index04_03.html,747,協働/身近な行政,広聴,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区長との対話集会,区政情報課広聴係,03-5273-4065,03-5272-5500,https://www.city.shinjuku.lg.jp/kusei/index04_02.html,748,協働/身近な行政,広聴,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
