"施設の名称","所在地","電話番号","FAX番号","メールアドレス","施設（出入口）の利用可能時間","休業日","備考","施設（出入口）表示有無","施設（出入口）タイトル","出入口の段差","出入口のスロープ","施設出入口表示","施設出入口タイトル","出入口の幅（cm）_1","扉の開閉方式","トイレ1（内部）表示有無","トイレ1（内部）タイトル","車椅子対応_1","オストメイト対応_1","手すり_1","おむつ交換台_1","大人用ベッド_1","音声・音響案内_1","トイレ1（周辺）表示有無","トイレ1（周辺）タイトル","視覚障害者用誘導用ブロック_1","出入口の幅（cm）_2","出入口扉の開閉形式_1","内部の幅／奥行（cm）_1","ベビーチェア_1","背もたれ_1","トイレ2（内部）表示有無","トイレ2（内部）タイトル","車椅子対応_2","オストメイト対応_2","手すり_2","おむつ交換台_2","大人用ベッド_2","音声・音響案内_2","トイレ2（周辺）表示有無","トイレ2（周辺）タイトル","視覚障害者用誘導用ブロック_2","出入口の幅（cm）_3","出入口扉の開閉形式_2","内部の幅／奥行（cm）_2","ベビーチェア_2","背もたれ_2","トイレ3（内部）表示有無","トイレ3（内部）タイトル","車椅子対応_3","オストメイト対応_3","手すり_3","おむつ交換台_3","大人用ベッド_3","音声・音響案内_3","トイレ3（周辺）表示有無","トイレ3（周辺）タイトル","視覚障害者用誘導用ブロック_3","出入口の幅（cm）_4","出入口扉の開閉形式_3","内部の幅／奥行（cm）_3","ベビーチェア_3","背もたれ_3","エレベーター表示有無","エレベータータイトル","エレベーター","点字表記","車椅子使用者対応","音声・音響案内_4","出入口の幅（cm）_5","内部の幅／奥行（cm）_4","鏡","手すり_4","視覚障害者誘導用ブロック_1","エスカレーター表示有無","エスカレータータイトル","エスカレーター","音声・音響案内_5","階段・通路表示有無","階段・通路タイトル","階段なし","スロープ","手すり_5","視覚障害者誘導用ブロック_2","障害者用駐車区画表示有無","障害者用駐車区画タイトル","障害者用駐車区画","障害者用駐車区画の台数","一般駐車区画","子ども関連1表示有無","子ども関連1タイトル","授乳スペース","おむつ交換台_4","乳幼児用ベッド","子ども関連2表示有無","子ども関連2タイトル","ベビーカー貸出","キッズスペース","流し台","湯沸かし器","障害特性表示有無","障害特性タイトル","車椅子対応座席・設備","案内表示","音声案内設備","字幕・文字情報提供設備","建物内の視覚障害者誘導用ブロック","筆談対応","休憩用ベンチ","その他表示有無","その他タイトル","AED","経度","緯度","分類"
"昭和高齢者会館","中野区東中野3ｰ19ｰ18","03-3367ｰ0813","03-3367ｰ0813","","９：００～１７：００","土・日・祝日・年末年始","","有","","有","無","有","","90","自動ドア","有","","有","無","有","無","無","無","有","","無","85","手動（開き戸）","180/180","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","無","有","有","","有","139.680618050709","35.7084504312933","医療・保健福祉施設"
"桃園学童クラブ","中野区本町2-32-14　朝日が丘児童館2階","03-3373-0380","03-3373-0418","","学校登校日　放課後～19:00、学校休業日　8:00～19:00","日・祝","","有","","有","無","有","","75","手動（引き戸）","有","","無","無","有","無","無","無","有","","無","74","手動（引き戸）","130/92","有","無","有","","無","無","有","有","無","無","有","","無","74","手動（引き戸）","109/138","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","有","","有","無","有","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","有","無","","","無","139.680942083807","35.695059227078","教育機関"
"中野区東部福祉作業センター","中野区中央2-22-10-101","03-3366-2940","03-3366-2945","tobu@ia8.itkeeper.ne.jp","8:00～17:00","土・日・祝日・年末年始（12月29日～1月3日）","","有","","有","無","有","","-","自動ドア","有","","有","無","有","無","無","無","有","","無","-","自動ドア","","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","","","無","無","無","無","無","無","無","","","無","139.680953812197","35.7008191879102","医療・保健福祉施設"
"朝日が丘児童館","中野区本町2ｰ32ｰ14","03ｰ3373ｰ0380","03ｰ3373ｰ0418","asahigaokajidoukan@city.tokyo-nakano.lg.jp","火～金　10:00～18:00　　土・学校休業日　9:00～17:00","日･月・祝日","","有","","有","無","有","","135","手動（開き戸）","有","","有","有","有","有","無","無","有","","無","79","手動（開き戸）","202/158","有","有","有","","無","無","有","有","無","無","有","","無","50","手動（開き戸）","136/145","有","無","有","","無","無","有","無","無","無","有","","無","50","手動（開き戸）","98/155","有","無","","","無","-","-","-","-","-","-","-","-","","","無","-","有","","有","無","有","無","","","無","-","無","有","","有","無","有","有","","無","有","無","無","有","","無","無","無","無","無","有","有","有","","有","139.681024944476","35.6950626994683","教育機関"
"朝日が丘公園","中野区本町2-32","","","","","","","有","","無","無","有","","110","-","有","","有","無","有","無","無","無","有","","有","90","手動（引き戸）","220/240","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","無","有","","","無","139.68102833493","35.6948765045017","文化・レクリエーション・レジャー施設"
"上の原公園","中野区東中野2-6","","","","","","","有","","無","無","有","","113","-","有","","有","無","有","無","無","無","有","","無","90","手動（引き戸）","210/240","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","無","有","","","無","139.681016296409","35.7025378873447","文化・レクリエーション・レジャー施設"
"弥生児童館","中野区弥生町1-14-6","03-3372-0841","03-3372-0847","yayoijidoukan@city.tokyo-nakano.lg.jp","10:00～18:00（火曜日～金曜日）、9:00～17:00（土曜日・学校休業日）","日曜日・祝日・月曜日","","有","","有","無","有","","90","手動（引き戸）","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","有","","有","無","有","無","","","無","-","無","有","","有","無","無","有","","無","有","無","無","","","無","無","無","無","無","無","無","有","","有","139.681075872554","35.690342770172","教育機関"
"塔の山公園","中野区中央2-7","","","","","","","有","","無","有","有","","140","-","有","","有","無","有","有","無","無","有","","有","90","手動（引き戸）","240/205","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","有","無","有","有","","無","139.681429382424","35.6988559054142","文化・レクリエーション・レジャー施設"
"東京メトロ丸ノ内線中野坂上駅","中野区本町2-48-2","03-3372-2752","","","始発～終車まで","なし（無休）","","有","","無","無","有","","300","自動ドア","有","","有","有","有","有","無","有","有","","有","100","自動ドア","220/230","有","有","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","90","140/135","有","有","有","有","","有","有","有","","有","無","有","有","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","有","有","有","有","有","有","","有","139.681618951719","35.6971281786566","公共交通施設"
"宮園高齢者会館","中野区中央2ｰ18ｰ21","03-3365-0318","03-3365-0318","","９：００～１７：００","土・日・祝日・年末年始","","有","","有","無","有","","165","自動ドア","有","","有","無","有","有","無","無","有","","無","80","手動（開き戸）","240/200","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","90","140/140","有","有","有","","","無","-","有","","有","無","有","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","無","無","有","有","","有","139.682485585711","35.7004229672681","医療・保健福祉施設"
"東部区民活動センター","中野区中央2-18-21","03-3363-0751","03-3363-0754","toubukukatu@city.tokyo-nakano.lg.jp","①窓口受付 午前8時半から午後5時 ②集会室など 午前9時から午後10時","①窓口受付 土曜日・日曜日・祝日及び振替休日・年末年始（12月29日～1月3日） ②集会室など 毎月第3月曜日（祝日に当たるときは、直後の休日でない日）、年末年始（12月29日～1月3日）※第3月曜日が利用可能な場合もありますので、詳しくはお問い合わせください。","","有","","有","有","有","","180","自動ドア","有","","有","有","有","有","無","無","有","","有","103","手動（引き戸）","60／110","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","86","140／130","有","有","有","","","無","-","有","","有","無","有","有","","","無","-","無","","","無","無","無","有","","無","無","有","有","有","","有","有","無","無","無","無","有","有","","有","139.682485585711","35.7004229672681","官公庁施設"
"東部地域事務所","中野区中央2-18-21","03-3363-0752","","","午前8時半～午後5時","土曜日、日曜日、祝日及び振替休日、年末年始(12月29日～1月3日)","","有","","有","有","有","","180","自動ドア","有","","有","有","有","有","無","無","有","","有","103","手動（引き戸）","60／110","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","86","140／130","有","有","有","","","無","-","有","","有","無","有","有","有","","無","-","有","","","無","無","無","有","","無","有","有","有","有","","有","有","無","無","無","無","有","有","","有","139.682485585711","35.7004229672681","官公庁施設"
"本一公園","中野区本町1-23","","","","","","","有","","無","無","有","","150","-","有","","有","有","有","有","無","無","有","","無","100","手動（引き戸）","240/210","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","無","有","","","無","139.682612166076","35.6942097834468","文化・レクリエーション・レジャー施設"
"本一高齢者会館","中野区本町1-7-6","03-3373-2958","03-3373-2958","","月曜日～金曜日 午前9時～午後5時","土曜日、日曜日、祝日、年末年始（12月29日～1月3日）","","有","","有","有","有","","175","自動ドア","有","","有","有","有","無","無","無","有","","無","100","手動（引き戸）","205/200","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","有","","無","-","有","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","有","有","無","有","","有","139.682692558374","35.6937637545778","医療・保健福祉施設"
"中野中央一郵便局","中野区東中野1-9-1","03-3368-9337","03-3369-6713","","9：00～19：00","土、日、祝","","有","","無","無","有","","100","自動ドア","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","有","無","有","有","","無","139.683223408172","35.7012120263212","郵便局"
"中野東中学校","中野区中央1-41-4","03-3362-5236","03-3362-5237","nk-nakanohigasi-jhs＠city.tokyo-nakano.lg.jp","8:00～16:00","土・日・祝日","","有","","無","有","有","","150","手動（開き戸）","有","","有","有","有","有","無","無","有","","無","100","手動（引き戸）","200/220","有","無","有","","有","有","有","有","無","無","有","","無","100","手動（引き戸）","200/220","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","95","130/150","有","有","有","","","無","-","有","","有","無","有","有","有","","有","1","無","","","無","無","無","","","無","無","無","無","有","","有","有","無","無","有","有","有","有","","有","139.683590095563","35.6986346587084","教育機関"
"中野東図書館","中野区中央1-41-2","03-5937-3559","03-5937-3627","toshokan@nakano-library.jp","9:00-21:00","毎月第2木曜日　毎月最終金曜日　12月29日から1月3日","","有","","無","無","有","","159","自動ドア","有","","有","有","有","有","有","無","有","","無","102","手動（引き戸）","270/280","有","有","有","","有","無","有","有","無","無","有","","有","102","手動（引き戸）","194/210","有","有","有","","有","有","有","有","無","無","有","","有","102","手動（引き戸）","194/210","有","有","有","","有","有","有","有","90","160/160","有","有","有","","","無","-","有","","有","無","有","有","有","","有","1","無","有","","有","有","無","有","","無","有","有","無","有","","有","有","無","無","有","有","無","有","","有","139.683625210528","35.6981638796903","文化・レクリエーション・レジャー施設"
