産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,O,81,810,管理，補助的経済活動を行う事業所,55,1126,572,540,1003,470,519,-,-,-,-,-,-,-,55,1126,572,540,1003,470,519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,1126,572,540,1003,470,519,-,-,-,-,-,-,-
3,O,81,811,幼稚園,815,16043,2448,13595,15351,2067,13284,155,2558,435,2123,2357,311,2046,660,13485,2013,11472,12994,1756,11238,4,42,9,33,39,7,32,4,42,9,33,39,7,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,656,13443,2004,11439,12955,1749,11206,-,-,-,-,-,-,-
3,O,81,812,小学校,60,2585,1117,1468,2561,1102,1459,-,-,-,-,-,-,-,60,2585,1117,1468,2561,1102,1459,1,6,3,3,6,3,3,1,6,3,3,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,2579,1114,1465,2555,1099,1456,-,-,-,-,-,-,-
3,O,81,813,中学校,157,6428,3390,3038,6308,3295,3013,-,-,-,-,-,-,-,157,6428,3390,3038,6308,3295,3013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,6428,3390,3038,6308,3295,3013,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,311,20789,12292,8497,20080,11792,8288,-,-,-,-,-,-,-,311,20789,12292,8497,20080,11792,8288,7,109,72,37,107,70,37,7,109,72,37,107,70,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304,20680,12220,8460,19973,11722,8251,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,7,384,171,213,383,171,212,-,-,-,-,-,-,-,7,384,171,213,383,171,212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,384,171,213,383,171,212,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,461,127927,74305,53622,120752,69584,51168,-,-,-,-,-,-,-,461,127927,74305,53622,120752,69584,51168,6,419,226,193,256,123,133,6,419,226,193,256,123,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,455,127508,74079,53429,120496,69461,51035,-,-,-,-,-,-,-
3,O,81,817,専修学校，各種学校,612,23079,11876,11203,20283,10209,10074,24,233,114,119,200,93,107,588,22846,11762,11084,20083,10116,9967,85,1095,495,600,1019,440,579,85,1095,495,600,1019,440,579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,503,21751,11267,10484,19064,9676,9388,-,-,-,-,-,-,-
3,O,81,818,学校教育支援機関,10,982,495,487,928,444,484,-,-,-,-,-,-,-,10,982,495,487,928,444,484,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,982,495,487,928,444,484,-,-,-,-,-,-,-
3,O,81,819,幼保連携型認定こども園,14,680,61,619,659,56,603,-,-,-,-,-,-,-,14,680,61,619,659,56,603,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,680,61,619,659,56,603,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,15875,148313,70926,76159,120919,57725,62007,6720,19517,6422,12875,10643,3197,7264,9092,128328,64295,63025,109931,54394,54532,8344,118195,59311,57950,101246,50365,49950,8239,117729,59030,57778,100927,50182,49827,24,96,47,49,57,24,33,78,357,227,117,254,156,85,3,13,7,6,8,3,5,748,10133,4984,5075,8685,4029,4582,63,468,209,259,345,134,211
3,O,82,820,管理，補助的経済活動を行う事業所,71,2900,1159,1740,2813,1100,1712,1,1,1,-,-,-,-,70,2899,1158,1740,2813,1100,1712,67,2897,1157,1740,2811,1099,1712,67,2897,1157,1740,2811,1099,1712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,2,1,-,-,-,-,-,-,-,-
3,O,82,821,社会教育,459,8938,2876,5995,8483,2612,5804,16,38,11,27,15,4,11,440,8874,2853,5954,8450,2597,5786,224,4494,1100,3350,4328,1014,3270,223,4491,1099,3348,4326,1014,3268,1,3,1,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,216,4380,1753,2604,4122,1583,2516,3,26,12,14,18,11,7
3,O,82,822,職業・教育支援施設,559,10432,6550,3804,9455,5974,3406,7,44,9,35,34,3,31,546,10344,6510,3756,9404,5965,3364,433,8268,5235,2964,7462,4790,2606,428,8260,5230,2961,7458,4788,2604,-,-,-,-,-,-,-,5,8,5,3,4,2,2,-,-,-,-,-,-,-,113,2076,1275,792,1942,1175,758,6,44,31,13,17,6,11
3,O,82,823,学習塾,4940,56923,31278,25301,45597,25207,20065,1939,8964,3236,5607,6267,2071,4094,2994,47929,28025,19681,39310,23127,15960,2985,47877,27992,19662,39268,23099,15946,2952,47719,27881,19622,39158,23025,15917,8,41,20,21,24,12,12,25,117,91,19,86,62,17,-,-,-,-,-,-,-,9,52,33,19,42,28,14,7,30,17,13,20,9,11
3,O,82,824,教養・技能教授業,8926,53360,20479,32391,40606,15399,24733,4715,10225,3076,7098,4143,1069,3039,4174,42884,17321,25124,36284,14286,21559,3927,40702,16251,24033,34914,13720,20776,3875,40471,16126,23933,34754,13635,20707,11,26,15,11,13,6,7,40,204,110,88,147,79,62,1,1,-,1,-,-,-,247,2182,1070,1091,1370,566,783,37,251,82,169,179,44,135
3,O,82,829,他に分類されない教育，学習支援業,909,15700,8546,6906,13929,7412,6272,41,243,88,107,183,50,88,858,15340,8391,6749,13635,7298,6137,702,13921,7551,6190,12440,6627,5633,688,13855,7512,6163,12397,6605,5612,4,26,11,15,18,6,12,8,28,21,7,17,13,4,2,12,7,5,8,3,5,156,1419,840,559,1195,671,504,10,117,67,50,111,64,47
1,P,00,000,医療，福祉,48461,802679,242756,553895,726056,201039,519171,21016,98882,31648,66571,71413,12886,58013,27363,702787,210740,486696,653805,187844,460643,11547,179340,51573,124931,162229,46139,113286,11269,177337,50987,123667,160521,45709,112161,35,272,80,192,234,56,178,239,1668,496,1034,1413,365,910,4,63,10,38,61,9,37,15816,523447,159167,361765,491576,141705,347357,82,1010,368,628,838,309,515
2,P,83,000,医療業,32631,449931,146257,301734,393486,110811,280863,20730,96699,31355,64766,69657,12704,56502,11864,352741,114677,236702,323389,97897,224131,3979,36358,17091,18839,32429,14615,17386,3888,35984,16935,18643,32156,14531,17219,11,25,13,12,11,3,8,78,342,138,182,256,77,157,2,7,5,2,6,4,2,7885,316383,97586,217863,290960,83282,206745,37,491,225,266,440,210,230
3,P,83,830,管理，補助的経済活動を行う事業所,68,1718,936,782,1600,843,757,4,6,4,2,1,1,-,64,1712,932,780,1599,842,757,23,105,62,43,87,50,37,23,105,62,43,87,50,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,1607,870,737,1512,792,720,-,-,-,-,-,-,-
3,P,83,831,病院,656,215901,67581,147509,209060,63277,144973,26,2358,738,1620,2316,702,1614,630,213543,66843,145889,206744,62575,143359,6,3926,1099,2827,3910,1092,2818,6,3926,1099,2827,3910,1092,2818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,624,209617,65744,143062,202834,61483,140541,-,-,-,-,-,-,-
3,P,83,832,一般診療所,10699,120679,34208,85991,98022,21284,76323,5965,41487,10280,30848,32855,4796,27765,4703,78745,23732,54892,64766,16306,48339,73,687,296,380,638,269,358,72,664,286,367,620,262,347,-,-,-,-,-,-,-,1,23,10,13,18,7,11,-,-,-,-,-,-,-,4630,78058,23436,54512,64128,16037,47981,31,447,196,251,401,182,219
3,P,83,833,歯科診療所,9911,60547,18114,42302,46306,8672,37532,7624,37274,11441,25711,27431,4466,22872,2283,23240,6652,16579,18846,4185,14652,28,175,98,77,152,86,66,28,175,98,77,152,86,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2255,23065,6554,16502,18694,4099,14586,4,33,21,12,29,21,8
3,P,83,834,助産・看護業,620,6538,1270,4990,6242,1167,4797,32,114,3,111,68,2,66,588,6424,1267,4879,6174,1165,4731,358,4120,1032,2814,3918,936,2708,349,4045,1019,2770,3851,928,2667,-,-,-,-,-,-,-,9,75,13,44,67,8,41,-,-,-,-,-,-,-,230,2304,235,2065,2256,229,2023,-,-,-,-,-,-,-
3,P,83,835,療術業,9906,31455,17346,13895,20395,9590,10618,6855,15006,8595,6325,6819,2668,4092,3050,16443,8746,7569,13571,6918,6525,2991,16123,8599,7396,13291,6797,6366,2917,15889,8486,7279,13140,6743,6273,10,23,12,11,10,3,7,63,208,99,105,139,50,85,1,3,2,1,2,1,1,59,320,147,173,280,121,159,1,6,5,1,5,4,1
3,P,83,836,医療に附帯するサービス業,771,13093,6802,6265,11861,5978,5863,224,454,294,149,167,69,93,546,12634,6505,6114,11689,5906,5768,500,11222,5905,5302,10433,5385,5033,493,11180,5885,5280,10396,5370,5011,1,2,1,1,1,-,1,5,36,16,20,32,12,20,1,4,3,1,4,3,1,46,1412,600,812,1256,521,735,1,5,3,2,5,3,2
2,P,84,000,保健衛生,382,11062,3905,7123,8993,2907,6053,52,190,52,135,75,21,52,327,10818,3837,6950,8865,2870,5964,184,4126,1390,2729,3309,1122,2180,179,4102,1381,2714,3290,1118,2165,1,10,4,6,9,3,6,4,14,5,9,10,1,9,-,-,-,-,-,-,-,143,6692,2447,4221,5556,1748,3784,3,54,16,38,53,16,37
3,P,84,840,管理，補助的経済活動を行う事業所,3,76,48,28,67,39,28,-,-,-,-,-,-,-,3,76,48,28,67,39,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,76,48,28,67,39,28,-,-,-,-,-,-,-
3,P,84,842,健康相談施設,338,10091,3362,6695,8108,2429,5646,52,190,52,135,75,21,52,283,9847,3294,6522,7980,2392,5557,148,3609,1090,2512,2854,864,1983,143,3585,1081,2497,2835,860,1968,1,10,4,6,9,3,6,4,14,5,9,10,1,9,-,-,-,-,-,-,-,135,6238,2204,4010,5126,1528,3574,3,54,16,38,53,16,37
3,P,84,849,その他の保健衛生,41,895,495,400,818,439,379,-,-,-,-,-,-,-,41,895,495,400,818,439,379,36,517,300,217,455,258,197,36,517,300,217,455,258,197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,378,195,183,363,181,182,-,-,-,-,-,-,-
2,P,85,000,社会保険・社会福祉・介護事業,15406,341209,92453,244702,323116,87183,231932,233,1991,240,1669,1680,161,1458,15131,338753,92086,242709,321091,86939,230226,7349,138472,32965,103106,126107,30275,93463,7167,136867,32544,102053,124691,29933,92520,23,237,63,174,214,50,164,157,1312,353,843,1147,287,744,2,56,5,36,55,5,35,7782,200281,59121,139603,194984,56664,136763,42,465,127,324,345,83,248
3,P,85,850,管理，補助的経済活動を行う事業所,89,1594,673,921,1472,600,872,-,-,-,-,-,-,-,89,1594,673,921,1472,600,872,67,1449,589,860,1356,540,816,67,1449,589,860,1356,540,816,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,145,84,61,116,60,56,-,-,-,-,-,-,-
3,P,85,851,社会保険事業団体,527,14657,7931,6725,14010,7392,6617,-,-,-,-,-,-,-,527,14657,7931,6725,14010,7392,6617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,14657,7931,6725,14010,7392,6617,-,-,-,-,-,-,-
3,P,85,853,児童福祉事業,4233,83292,10222,71406,80427,9484,69298,208,1901,217,1606,1624,151,1414,4010,81252,9989,69691,78674,9323,67779,1688,25258,2880,21451,23999,2660,20412,1663,25018,2815,21293,23778,2603,20265,1,19,10,9,17,9,8,23,180,50,113,164,43,104,1,41,5,36,40,5,35,2322,55994,7109,48240,54675,6663,47367,15,139,16,109,129,10,105
3,P,85,854,老人福祉・介護事業,8062,199625,56963,140981,187236,53931,131656,12,60,14,45,40,5,34,8042,199461,56920,140861,187114,53899,131567,5347,108358,28334,78736,97715,26039,70420,5203,107133,28017,77921,96654,25789,69702,20,183,47,136,164,37,127,123,1027,270,679,882,213,591,1,15,-,-,15,-,-,2695,91103,28586,62125,89399,27860,61147,8,104,29,75,82,27,55
3,P,85,855,障害者福祉事業,2074,32936,13071,19182,31388,12413,18293,7,21,6,13,13,4,8,2055,32721,12996,19044,31264,12373,18210,215,3102,1048,1878,2775,940,1659,203,2970,1010,1805,2648,905,1588,2,35,6,29,33,4,29,10,97,32,44,94,31,42,-,-,-,-,-,-,-,1840,29619,11948,17166,28489,11433,16551,12,194,69,125,111,36,75
3,P,85,859,その他の社会保険・社会福祉・介護事業,421,9105,3593,5487,8583,3363,5196,6,9,3,5,3,1,2,408,9068,3577,5467,8557,3352,5181,32,305,114,181,262,96,156,31,297,113,174,255,96,149,-,-,-,-,-,-,-,1,8,1,7,7,-,7,-,-,-,-,-,-,-,376,8763,3463,5286,8295,3256,5025,7,28,13,15,23,10,13
1,Q,00,000,複合サービス事業,1720,33114,20506,12608,32288,19798,12490,3,12,2,10,9,1,8,1716,33099,20503,12596,32276,19796,12480,1453,28757,17918,10839,28468,17697,10771,1453,28757,17918,10839,28468,17697,10771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263,4342,2585,1757,3808,2099,1709,1,3,1,2,3,1,2
2,Q,86,000,郵便局,1463,28801,17929,10872,28509,17707,10802,3,12,2,10,9,1,8,1459,28786,17926,10860,28497,17705,10792,1453,28757,17918,10839,28468,17697,10771,1453,28757,17918,10839,28468,17697,10771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,29,8,21,29,8,21,1,3,1,2,3,1,2
3,Q,86,860,管理，補助的経済活動を行う事業所,9,3077,2409,668,3034,2373,661,-,-,-,-,-,-,-,9,3077,2409,668,3034,2373,661,9,3077,2409,668,3034,2373,661,9,3077,2409,668,3034,2373,661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,86,861,郵便局,1440,25656,15499,10157,25420,15321,10099,-,-,-,-,-,-,-,1440,25656,15499,10157,25420,15321,10099,1440,25656,15499,10157,25420,15321,10099,1440,25656,15499,10157,25420,15321,10099,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,86,862,郵便局受託業,14,68,21,47,55,13,42,3,12,2,10,9,1,8,10,53,18,35,43,11,32,4,24,10,14,14,3,11,4,24,10,14,14,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,29,8,21,29,8,21,1,3,1,2,3,1,2
2,Q,87,000,協同組合（他に分類されないもの）,257,4313,2577,1736,3779,2091,1688,-,-,-,-,-,-,-,257,4313,2577,1736,3779,2091,1688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257,4313,2577,1736,3779,2091,1688,-,-,-,-,-,-,-
3,Q,87,870,管理，補助的経済活動を行う事業所,2,3,3,-,3,3,-,-,-,-,-,-,-,-,2,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,-,3,3,-,-,-,-,-,-,-,-
3,Q,87,871,農林水産業協同組合（他に分類されないもの）,138,3544,2092,1452,3272,1857,1415,-,-,-,-,-,-,-,138,3544,2092,1452,3272,1857,1415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,3544,2092,1452,3272,1857,1415,-,-,-,-,-,-,-
3,Q,87,872,事業協同組合（他に分類されないもの）,117,766,482,284,504,231,273,-,-,-,-,-,-,-,117,766,482,284,504,231,273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,766,482,284,504,231,273,-,-,-,-,-,-,-
1,R,00,000,サービス業（他に分類されないもの）,37724,1024147,573686,444401,923383,511711,405647,1952,4267,2871,1339,1583,813,734,34083,1013277,567249,440107,916138,508026,402203,22818,919276,512129,401453,837790,464850,367257,22630,918187,511636,400963,836854,464470,366807,33,125,71,28,89,44,19,80,366,153,139,278,90,114,75,598,269,323,569,246,317,11265,94001,55120,38654,78348,43176,34946,1689,6603,3566,2955,5662,2872,2710
2,R,88,000,廃棄物処理業,1243,24984,21683,3237,20338,17636,2640,29,72,46,21,36,18,15,1214,24912,21637,3216,20302,17618,2625,1188,24198,20976,3163,19777,17144,2574,1188,24198,20976,3163,19777,17144,2574,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,714,661,53,525,474,51,-,-,-,-,-,-,-
3,R,88,880,管理，補助的経済活動を行う事業所,34,256,191,65,198,148,50,-,-,-,-,-,-,-,34,256,191,65,198,148,50,34,256,191,65,198,148,50,34,256,191,65,198,148,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,88,881,一般廃棄物処理業,523,14305,12848,1426,10974,9824,1119,8,30,23,7,18,11,7,515,14275,12825,1419,10956,9813,1112,495,13636,12217,1388,10497,9385,1081,495,13636,12217,1388,10497,9385,1081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,639,608,31,459,428,31,-,-,-,-,-,-,-
3,R,88,882,産業廃棄物処理業,679,10301,8551,1717,9060,7583,1446,21,42,23,14,18,7,8,658,10259,8528,1703,9042,7576,1438,653,10234,8510,1696,9021,7560,1433,653,10234,8510,1696,9021,7560,1433,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,25,18,7,21,16,5,-,-,-,-,-,-,-
3,R,88,889,その他の廃棄物処理業,7,122,93,29,106,81,25,-,-,-,-,-,-,-,7,122,93,29,106,81,25,6,72,58,14,61,51,10,6,72,58,14,61,51,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,50,35,15,45,30,15,-,-,-,-,-,-,-
2,R,89,000,自動車整備業,2434,13837,11304,2465,10611,8739,1804,710,1468,1099,369,525,319,206,1724,12369,10205,2096,10086,8420,1598,1695,12079,9931,2080,9818,8168,1582,1687,12051,9915,2075,9793,8155,1577,6,19,14,5,17,12,5,2,9,2,-,8,1,-,-,-,-,-,-,-,-,29,290,274,16,268,252,16,-,-,-,-,-,-,-
3,R,89,890,管理，補助的経済活動を行う事業所,19,108,80,28,84,65,19,-,-,-,-,-,-,-,19,108,80,28,84,65,19,19,108,80,28,84,65,19,18,106,79,27,82,64,18,1,2,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,89,891,自動車整備業,2415,13729,11224,2437,10527,8674,1785,710,1468,1099,369,525,319,206,1705,12261,10125,2068,10002,8355,1579,1676,11971,9851,2052,9734,8103,1563,1669,11945,9836,2048,9711,8091,1559,5,17,13,4,15,11,4,2,9,2,-,8,1,-,-,-,-,-,-,-,-,29,290,274,16,268,252,16,-,-,-,-,-,-,-
2,R,90,000,機械等修理業（別掲を除く）,3043,44677,37420,6923,41192,34601,6264,640,1161,875,279,323,177,144,2402,43512,36541,6644,40869,34424,6120,2391,43106,36285,6494,40478,34180,5973,2378,43066,36258,6481,40455,34168,5962,6,17,13,4,8,5,3,7,23,14,9,15,7,8,-,-,-,-,-,-,-,11,406,256,150,391,244,147,1,4,4,-,-,-,-
3,R,90,900,管理，補助的経済活動を行う事業所,32,380,288,78,331,248,71,-,-,-,-,-,-,-,32,380,288,78,331,248,71,32,380,288,78,331,248,71,32,380,288,78,331,248,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,90,901,機械修理業（電気機械器具を除く）,1254,23810,20525,3222,22266,19241,2965,75,152,116,31,49,30,17,1178,23654,20405,3191,22217,19211,2948,1174,23605,20366,3181,22172,19174,2940,1169,23590,20354,3178,22164,19168,2938,2,7,6,1,4,3,1,3,8,6,2,4,3,1,-,-,-,-,-,-,-,4,49,39,10,45,37,8,1,4,4,-,-,-,-
3,R,90,902,電気機械器具修理業,665,15710,13241,2244,14944,12623,2096,60,104,76,28,32,14,18,605,15606,13165,2216,14912,12609,2078,602,15474,13073,2176,14784,12521,2038,600,15469,13070,2174,14780,12519,2036,2,5,3,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,132,92,40,128,88,40,-,-,-,-,-,-,-
3,R,90,903,表具業,169,391,302,89,130,84,46,137,273,215,58,67,40,27,32,118,87,31,63,44,19,31,115,84,31,63,44,19,31,115,84,31,63,44,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-
3,R,90,909,その他の修理業,923,4386,3064,1290,3521,2405,1086,368,632,468,162,175,93,82,555,3754,2596,1128,3346,2312,1004,552,3532,2474,1028,3128,2193,905,546,3512,2462,1020,3117,2189,898,2,5,4,1,-,-,-,4,15,8,7,11,4,7,-,-,-,-,-,-,-,3,222,122,100,218,119,99,-,-,-,-,-,-,-
2,R,91,000,職業紹介・労働者派遣業,3019,268184,108887,158582,240759,98589,141456,37,145,38,107,58,12,46,2978,268019,108836,158468,240681,98564,141403,2812,265768,107469,157612,238624,97328,140610,2790,265643,107417,157574,238528,97294,140583,4,15,7,8,8,4,4,15,98,36,27,79,24,20,3,12,9,3,9,6,3,166,2251,1367,856,2057,1236,793,4,20,13,7,20,13,7
3,R,91,910,管理，補助的経済活動を行う事業所,27,1236,1019,187,1186,972,184,-,-,-,-,-,-,-,27,1236,1019,187,1186,972,184,27,1236,1019,187,1186,972,184,27,1236,1019,187,1186,972,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,91,911,職業紹介業,933,26557,13832,12580,24216,12584,11488,32,127,27,100,45,6,39,898,26411,13793,12473,24152,12566,11442,738,24265,12522,11626,22199,11425,10658,725,24233,12508,11608,22184,11418,10650,2,5,-,5,1,-,1,9,20,10,10,8,4,4,2,7,4,3,6,3,3,160,2146,1271,847,1953,1141,784,3,19,12,7,19,12,7
3,R,91,912,労働者派遣業,2059,240391,94036,145815,215357,85033,129784,5,18,11,7,13,6,7,2053,240372,94024,145808,215343,85026,129777,2047,240267,93928,145799,215239,84931,129768,2038,240174,93890,145779,215158,84904,129749,2,10,7,3,7,4,3,6,78,26,17,71,20,16,1,5,5,-,3,3,-,6,105,96,9,104,95,9,1,1,1,-,1,1,-
2,R,92,000,その他の事業サービス業,15477,582423,342964,234836,536193,312566,219026,434,1210,680,485,590,266,293,14953,580783,342059,234146,535253,312135,218548,14480,569690,335010,230128,525012,305746,214722,14336,568797,334612,229697,524223,305425,214318,17,74,37,11,56,23,7,55,233,101,100,173,58,83,72,586,260,320,560,240,314,473,11093,7049,4018,10241,6389,3826,90,430,225,205,350,165,185
