産業分類階層,大分類,中分類,小分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／従業者数（人）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／企業従業者数（人）,資本金階級／300万円未満／総数／企業数（企業）,資本金階級／300万円未満／総数／企業従業者数（人）,資本金階級／300万円未満／単一事業所企業／企業数（企業）,資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,資本金階級／300万円未満／複数事業所企業／企業数（企業）,資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,資本金階級／300万～500万円未満／総数／企業数（企業）,資本金階級／300万～500万円未満／総数／企業従業者数（人）,資本金階級／300万～500万円未満／単一事業所企業／企業数（企業）,資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,資本金階級／300万～500万円未満／複数事業所企業／企業数（企業）,資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,資本金階級／500万～1000万円未満／総数／企業数（企業）,資本金階級／500万～1000万円未満／総数／企業従業者数（人）,資本金階級／500万～1000万円未満／単一事業所企業／企業数（企業）,資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／500万～1000万円未満／複数事業所企業／企業数（企業）,資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／1000万～3000万円未満／総数／企業数（企業）,資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,資本金階級／1000万～3000万円未満／単一事業所企業／企業数（企業）,資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／1000万～3000万円未満／複数事業所企業／企業数（企業）,資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／3000万～5000万円未満／総数／企業数（企業）,資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,資本金階級／3000万～5000万円未満／単一事業所企業／企業数（企業）,資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／3000万～5000万円未満／複数事業所企業／企業数（企業）,資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／5000万～1億円未満／総数／企業数（企業）,資本金階級／5000万～1億円未満／総数／企業従業者数（人）,資本金階級／5000万～1億円未満／単一事業所企業／企業数（企業）,資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,資本金階級／5000万～1億円未満／複数事業所企業／企業数（企業）,資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,資本金階級／1億～3億円未満／総数／企業数（企業）,資本金階級／1億～3億円未満／総数／企業従業者数（人）,資本金階級／1億～3億円未満／単一事業所企業／企業数（企業）,資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,資本金階級／1億～3億円未満／複数事業所企業／企業数（企業）,資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,資本金階級／3億～10億円未満／総数／企業数（企業）,資本金階級／3億～10億円未満／総数／企業従業者数（人）,資本金階級／3億～10億円未満／単一事業所企業／企業数（企業）,資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,資本金階級／3億～10億円未満／複数事業所企業／企業数（企業）,資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,資本金階級／10億～50億円未満／総数／企業数（企業）,資本金階級／10億～50億円未満／総数／企業従業者数（人）,資本金階級／10億～50億円未満／単一事業所企業／企業数（企業）,資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,資本金階級／10億～50億円未満／複数事業所企業／企業数（企業）,資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,資本金階級／50億円以上／総数／企業数（企業）,資本金階級／50億円以上／総数／企業従業者数（人）,資本金階級／50億円以上／単一事業所企業／企業数（企業）,資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,資本金階級／50億円以上／複数事業所企業／企業数（企業）,資本金階級／50億円以上／複数事業所企業／企業従業者数（人）
3,Q,86,861,郵便局,1,407809,-,-,1,407809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,407809,-,-,1,407809
3,Q,86,862,郵便局受託業,5,31,4,24,1,7,-,-,-,-,-,-,2,11,1,4,1,7,1,4,1,4,-,-,2,16,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Q,87,000,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,87,871,農林水産業協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,87,872,事業協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,R,00,000,サービス業（他に分類されないもの）,12763,1553727,9898,181692,2865,1372035,711,7416,665,4812,46,2604,3274,26750,3065,22476,209,4274,1004,12160,899,8542,105,3618,5031,264683,3863,90323,1168,174360,736,117966,380,19488,356,98478,733,252120,261,15364,472,236756,386,327022,107,8451,279,318571,145,272802,30,2011,115,270791,47,75298,8,249,39,75049,25,183995,4,4290,21,179705
2,R,88,000,廃棄物処理業,764,37324,523,8989,241,28335,20,374,19,117,1,257,208,1847,186,1418,22,429,82,1198,69,707,13,491,320,12658,203,5969,117,6689,45,2750,16,391,29,2359,42,3741,12,274,30,3467,17,9708,1,32,16,9676,6,841,-,-,6,841,2,734,-,-,2,734,3,3383,-,-,3,3383
3,R,88,881,一般廃棄物処理業,331,26148,211,5377,120,20771,5,278,4,21,1,257,76,945,68,731,8,214,37,843,28,420,9,423,151,7761,93,3891,58,3870,20,1765,5,185,15,1580,18,2110,5,95,13,2015,10,8869,-,-,10,8869,3,642,-,-,3,642,1,721,-,-,1,721,1,2177,-,-,1,2177
3,R,88,882,産業廃棄物処理業,429,11142,310,3597,119,7545,15,96,15,96,-,-,131,896,117,681,14,215,45,355,41,287,4,68,167,4882,109,2069,58,2813,25,985,11,206,14,779,24,1631,7,179,17,1452,7,839,1,32,6,807,3,199,-,-,3,199,-,-,-,-,-,-,2,1206,-,-,2,1206
3,R,88,889,その他の廃棄物処理業,4,34,2,15,2,19,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,2,15,1,9,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,-,-,1,13,-,-,-,-,-,-
2,R,89,000,自動車整備業,1362,12390,1225,6366,137,6024,44,156,41,134,3,22,696,2881,660,2603,36,278,143,904,132,613,11,291,403,4180,341,2593,62,1587,23,2446,14,163,9,2283,14,979,5,65,9,914,4,553,1,7,3,546,2,164,1,70,1,94,-,-,-,-,-,-,-,-,-,-,-,-
3,R,89,891,自動車整備業,1362,12390,1225,6366,137,6024,44,156,41,134,3,22,696,2881,660,2603,36,278,143,904,132,613,11,291,403,4180,341,2593,62,1587,23,2446,14,163,9,2283,14,979,5,65,9,914,4,553,1,7,3,546,2,164,1,70,1,94,-,-,-,-,-,-,-,-,-,-,-,-
2,R,90,000,機械等修理業（別掲を除く）,1230,67970,941,6809,289,61161,80,316,77,301,3,15,435,1943,402,1682,33,261,89,550,79,420,10,130,432,8065,304,2799,128,5266,54,3685,23,655,31,3030,47,7223,8,303,39,6920,27,12875,2,211,25,12664,9,6487,1,10,8,6477,4,4108,1,11,3,4097,4,21192,-,-,4,21192
3,R,90,901,機械修理業（電気機械器具を除く）,659,38693,499,3597,160,35096,35,171,35,171,-,-,222,1008,208,894,14,114,47,356,44,287,3,69,256,5732,176,1775,80,3957,30,1596,14,244,16,1352,32,4818,3,58,29,4760,11,3963,-,-,11,3963,2,561,1,10,1,551,1,864,-,-,1,864,3,18369,-,-,3,18369
3,R,90,902,電気機械器具修理業,289,25642,222,2128,67,23514,19,57,18,52,1,5,90,378,88,347,2,31,14,61,13,49,1,12,98,1364,76,652,22,712,19,1961,8,394,11,1567,13,1826,5,245,8,1581,14,7835,2,211,12,7624,7,5926,-,-,7,5926,3,3244,1,11,2,3233,1,2823,-,-,1,2823
3,R,90,903,表具業,30,134,26,77,4,57,1,1,1,1,-,-,19,54,18,51,1,3,4,24,3,13,1,11,6,55,4,12,2,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,90,909,その他の修理業,252,3501,194,1007,58,2494,25,87,23,77,2,10,104,503,88,390,16,113,24,109,19,71,5,38,72,914,48,360,24,554,5,128,1,17,4,111,2,579,-,-,2,579,2,1077,-,-,2,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,91,000,職業紹介・労働者派遣業,1924,512104,1407,44411,517,467693,77,1559,69,645,8,914,152,2734,139,2109,13,625,230,2496,217,1889,13,607,834,64870,674,18466,160,46404,201,28356,108,8040,93,20316,174,95055,57,5914,117,89141,79,79801,17,5773,62,74028,26,172313,1,233,25,172080,8,20302,1,21,7,20281,2,39412,-,-,2,39412
3,R,91,911,職業紹介業,618,30192,528,6118,90,24074,21,176,19,66,2,110,30,576,28,516,2,60,163,1265,156,881,7,384,252,3625,220,2342,32,1283,50,3529,32,795,18,2734,22,2642,13,718,9,1924,18,2713,9,499,9,2214,7,7119,-,-,7,7119,3,8017,1,21,2,7996,-,-,-,-,-,-
3,R,91,912,労働者派遣業,1306,481912,879,38293,427,443619,56,1383,50,579,6,804,122,2158,111,1593,11,565,67,1231,61,1008,6,223,582,61245,454,16124,128,45121,151,24827,76,7245,75,17582,152,92413,44,5196,108,87217,61,77088,8,5274,53,71814,19,165194,1,233,18,164961,5,12285,-,-,5,12285,2,39412,-,-,2,39412
2,R,92,000,その他の事業サービス業,7392,921570,5725,114309,1667,807261,487,5006,456,3610,31,1396,1754,17234,1649,14553,105,2681,455,6939,397,4840,58,2099,3003,174332,2309,60038,694,114294,410,79634,218,10167,192,69467,453,144895,178,8803,275,136092,258,224083,86,2428,172,221655,100,92864,26,1635,74,91229,33,50154,6,217,27,49937,15,119884,4,4290,11,115594
3,R,92,921,速記・ワープロ入力・複写業,210,3539,171,1164,39,2375,9,47,9,47,-,-,55,207,51,167,4,40,22,185,20,153,2,32,100,1430,79,638,21,792,10,129,7,61,3,68,8,668,2,65,6,603,1,14,-,-,1,14,-,-,-,-,-,-,1,815,-,-,1,815,-,-,-,-,-,-
3,R,92,922,建物サービス業,2685,303530,2142,52970,543,250560,145,1756,138,1614,7,142,724,8251,692,7529,32,722,133,1823,129,1703,4,120,1206,75860,964,31964,242,43896,142,29671,64,4619,78,25052,155,67577,48,2981,107,64596,62,78926,14,407,48,78519,24,29652,4,1034,20,28618,5,8893,1,1,4,8892,2,39,2,39,-,-
3,R,92,923,警備業,396,131393,263,16004,133,115389,11,299,9,176,2,123,48,1717,40,1281,8,436,19,888,18,853,1,35,209,24550,153,9375,56,15175,32,17268,12,1716,20,15552,34,13148,13,2064,21,11084,14,16189,1,23,13,16166,6,21313,1,60,5,21253,2,3919,-,-,2,3919,2,30671,-,-,2,30671
3,R,92,929,他に分類されない事業サービス業,4101,483108,3149,44171,952,438937,322,2904,300,1773,22,1131,927,7059,866,5576,61,1483,281,4043,230,2131,51,1912,1488,72492,1113,18061,375,54431,226,32566,135,3771,91,28795,256,63502,115,3693,141,59809,181,128954,71,1998,110,126956,70,41899,21,541,49,41358,25,36527,5,216,20,36311,11,89174,2,4251,9,84923
2,R,93,000,政治・経済・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,931,経済団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,932,労働団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,933,学術・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,934,政治団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,939,他に分類されない非営利的団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,94,000,宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,941,神道系宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,942,仏教系宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,943,キリスト教系宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,949,その他の宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,95,000,その他のサービス業,32,615,25,317,7,298,1,3,1,3,-,-,8,46,8,46,-,-,-,-,-,-,-,-,18,298,13,189,5,109,1,65,-,-,1,65,-,-,-,-,-,-,-,-,-,-,-,-,1,63,1,63,-,-,-,-,-,-,-,-,1,124,-,-,1,124
3,R,95,951,集会場,28,579,21,281,7,298,1,3,1,3,-,-,5,15,5,15,-,-,-,-,-,-,-,-,17,293,12,184,5,109,1,65,-,-,1,65,-,-,-,-,-,-,-,-,-,-,-,-,1,63,1,63,-,-,-,-,-,-,-,-,1,124,-,-,1,124
3,R,95,952,と畜場,1,19,1,19,-,-,-,-,-,-,-,-,1,19,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,95,959,他に分類されないサービス業,3,17,3,17,-,-,-,-,-,-,-,-,2,12,2,12,-,-,-,-,-,-,-,-,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成28年経済センサス活動調査報告（産業横断的集計　東京都概況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第８表　企業産業（小分類）、資本金階級（１０区分）、単一・複数別会社企業数及び企業従業者数　　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）会社企業の総数は、資本金額が不詳の会社企業を含むため、各資本金階級の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）全産業には、「農業，林業，漁業間格付不能」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0:全産業総数　1:産業大分類　2:産業中分類　3:産業小分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
