産業分類階層,大分類,中分類,小分類,分類名,東京都／事業所数（事業所）,東京都／従業者数（人）,区部／事業所数（事業所）,区部／従業者数（人）,千代田区／事業所数（事業所）,千代田区／従業者数（人）,中央区／事業所数（事業所）,中央区／従業者数（人）,港区／事業所数（事業所）,港区／従業者数（人）,新宿区／事業所数（事業所）,新宿区／従業者数（人）,文京区／事業所数（事業所）,文京区／従業者数（人）,台東区／事業所数（事業所）,台東区／従業者数（人）,墨田区／事業所数（事業所）,墨田区／従業者数（人）,江東区／事業所数（事業所）,江東区／従業者数（人）,品川区／事業所数（事業所）,品川区／従業者数（人）,目黒区／事業所数（事業所）,目黒区／従業者数（人）,大田区／事業所数（事業所）,大田区／従業者数（人）,世田谷区／事業所数（事業所）,世田谷区／従業者数（人）,渋谷区／事業所数（事業所）,渋谷区／従業者数（人）,中野区／事業所数（事業所）,中野区／従業者数（人）,杉並区／事業所数（事業所）,杉並区／従業者数（人）,豊島区／事業所数（事業所）,豊島区／従業者数（人）,北区／事業所数（事業所）,北区／従業者数（人）,荒川区／事業所数（事業所）,荒川区／従業者数（人）,板橋区／事業所数（事業所）,板橋区／従業者数（人）,練馬区／事業所数（事業所）,練馬区／従業者数（人）,足立区／事業所数（事業所）,足立区／従業者数（人）,葛飾区／事業所数（事業所）,葛飾区／従業者数（人）,江戸川区／事業所数（事業所）,江戸川区／従業者数（人）,境界未定地域／事業所数（事業所）,境界未定地域／従業者数（人）,市部／事業所数（事業所）,市部／従業者数（人）,八王子市／事業所数（事業所）,八王子市／従業者数（人）,立川市／事業所数（事業所）,立川市／従業者数（人）,武蔵野市／事業所数（事業所）,武蔵野市／従業者数（人）,三鷹市／事業所数（事業所）,三鷹市／従業者数（人）,青梅市／事業所数（事業所）,青梅市／従業者数（人）,府中市／事業所数（事業所）,府中市／従業者数（人）,昭島市／事業所数（事業所）,昭島市／従業者数（人）,調布市／事業所数（事業所）,調布市／従業者数（人）,町田市／事業所数（事業所）,町田市／従業者数（人）,小金井市／事業所数（事業所）,小金井市／従業者数（人）,小平市／事業所数（事業所）,小平市／従業者数（人）,日野市／事業所数（事業所）,日野市／従業者数（人）,東村山市／事業所数（事業所）,東村山市／従業者数（人）,国分寺市／事業所数（事業所）,国分寺市／従業者数（人）,国立市／事業所数（事業所）,国立市／従業者数（人）,福生市／事業所数（事業所）,福生市／従業者数（人）,狛江市／事業所数（事業所）,狛江市／従業者数（人）,東大和市／事業所数（事業所）,東大和市／従業者数（人）,清瀬市／事業所数（事業所）,清瀬市／従業者数（人）,東久留米市／事業所数（事業所）,東久留米市／従業者数（人）,武蔵村山市／事業所数（事業所）,武蔵村山市／従業者数（人）,多摩市／事業所数（事業所）,多摩市／従業者数（人）,稲城市／事業所数（事業所）,稲城市／従業者数（人）,羽村市／事業所数（事業所）,羽村市／従業者数（人）,あきる野市／事業所数（事業所）,あきる野市／従業者数（人）,西東京市／事業所数（事業所）,西東京市／従業者数（人）,町村部／事業所数（事業所）,町村部／従業者数（人）,西多摩郡／事業所数（事業所）,西多摩郡／従業者数（人）,瑞穂町／事業所数（事業所）,瑞穂町／従業者数（人）,日の出町／事業所数（事業所）,日の出町／従業者数（人）,檜原村／事業所数（事業所）,檜原村／従業者数（人）,奥多摩町／事業所数（事業所）,奥多摩町／従業者数（人）,島部／事業所数（事業所）,島部／従業者数（人）,大島支庁／事業所数（事業所）,大島支庁／従業者数（人）,大島町／事業所数（事業所）,大島町／従業者数（人）,利島村／事業所数（事業所）,利島村／従業者数（人）,新島村／事業所数（事業所）,新島村／従業者数（人）,神津島村／事業所数（事業所）,神津島村／従業者数（人）,三宅支庁／事業所数（事業所）,三宅支庁／従業者数（人）,三宅村／事業所数（事業所）,三宅村／従業者数（人）,御蔵島村／事業所数（事業所）,御蔵島村／従業者数（人）,八丈支庁／事業所数（事業所）,八丈支庁／従業者数（人）,八丈町／事業所数（事業所）,八丈町／従業者数（人）,青ヶ島村／事業所数（事業所）,青ヶ島村／従業者数（人）,小笠原支庁／事業所数（事業所）,小笠原支庁／従業者数（人）,小笠原村／事業所数（事業所）,小笠原村／従業者数（人）
3,O,81,811,幼稚園,815,16043,527,9609,3,45,-,-,15,218,10,112,17,289,7,133,9,147,13,290,18,313,18,327,48,933,56,915,17,269,19,298,43,700,15,206,24,452,4,64,32,678,41,881,52,918,26,517,40,904,-,-,284,6347,33,720,12,273,12,258,15,324,6,91,17,377,7,127,16,322,36,852,7,114,15,412,10,209,11,271,5,73,9,124,5,108,3,82,3,84,8,135,8,197,4,103,8,203,7,218,7,190,6,173,14,307,4,87,4,87,2,57,2,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,812,小学校,60,2585,37,1699,2,97,-,-,2,181,1,67,4,180,-,-,-,-,-,-,1,33,2,73,2,48,8,321,3,200,2,57,2,96,2,108,2,96,-,-,2,73,2,69,-,-,-,-,-,-,-,-,23,886,-,-,-,-,4,189,2,34,-,-,2,76,1,31,2,81,2,114,1,40,2,63,-,-,-,-,1,51,3,129,-,-,-,-,-,-,-,-,1,23,-,-,1,38,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,813,中学校,157,6428,117,4972,9,412,1,29,8,468,5,301,15,553,-,-,2,84,-,-,6,274,5,122,3,50,19,839,5,331,4,160,7,309,8,362,7,231,2,90,6,232,1,51,-,-,2,33,2,41,-,-,40,1456,7,165,-,-,3,107,1,36,-,-,1,41,1,25,2,119,4,221,4,214,3,98,-,-,3,82,1,55,2,109,-,-,-,-,-,-,1,15,2,45,-,-,2,64,1,17,-,-,1,32,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,311,20789,240,16097,18,1129,1,55,15,1069,16,907,25,1635,2,132,5,236,5,315,12,728,10,620,8,600,30,2006,14,732,9,696,14,1145,16,1068,14,1019,3,151,7,570,5,536,4,226,4,181,3,341,-,-,71,4692,15,904,4,255,5,372,5,286,-,-,1,100,2,52,4,290,7,515,2,247,5,349,-,-,3,185,2,121,4,428,-,-,-,-,-,-,2,60,1,59,1,118,1,42,1,57,-,-,2,99,4,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,7,384,4,272,-,-,-,-,-,-,-,-,2,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,66,1,55,-,-,-,-,-,-,-,-,3,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,461,127927,356,94276,61,10604,9,539,44,17397,24,6381,32,19204,5,1786,1,21,6,1168,10,1987,6,2391,6,638,24,8749,27,5362,10,1112,11,2466,36,5232,14,424,5,580,12,3841,4,1366,5,1815,2,1155,2,58,-,-,103,33647,20,8424,1,667,9,2283,8,2443,1,5,3,1934,-,-,8,2373,12,4105,5,2808,9,1832,5,2439,-,-,1,541,4,1471,-,-,-,-,-,-,3,311,-,-,1,2,6,876,4,378,-,-,-,-,3,755,2,4,2,4,-,-,1,1,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,817,専修学校，各種学校,612,23079,534,20230,37,2166,9,230,19,367,86,3209,21,767,12,411,15,427,14,499,10,228,7,198,18,823,26,765,67,3256,22,1009,19,604,57,2308,12,438,22,506,14,567,6,83,6,104,9,164,26,1101,-,-,78,2849,12,513,10,332,10,233,4,117,1,1,2,72,1,95,2,92,16,487,4,198,2,222,3,21,-,-,3,93,1,46,-,-,1,16,-,-,1,51,2,146,-,-,2,89,1,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,818,学校教育支援機関,10,982,9,859,4,106,-,-,-,-,2,447,-,-,-,-,-,-,1,96,-,-,2,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,819,幼保連携型認定こども園,14,680,10,472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,93,-,-,-,-,-,-,3,146,-,-,1,32,-,-,-,-,-,-,1,24,-,-,-,-,-,-,3,177,-,-,-,-,4,208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,28,-,-,-,-,-,-,-,-,1,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,15875,148313,10882,113158,380,8181,405,7124,584,8243,767,13596,345,5110,206,2613,259,1809,315,2451,398,4239,351,3841,547,4289,1043,7698,835,10740,333,3148,675,4399,522,5532,278,1817,156,1037,485,3294,824,5641,406,3013,320,1963,447,3375,1,5,4933,34963,633,3937,245,1893,337,3125,160,1225,143,619,257,1989,137,646,255,1943,563,3502,130,1035,235,1717,248,1862,132,824,197,1339,149,1111,72,385,62,430,107,640,78,452,144,821,68,286,132,2629,86,573,79,444,60,209,224,1327,60,192,30,95,18,75,11,17,-,-,1,3,30,97,15,61,11,46,-,-,2,10,2,5,2,6,2,6,-,-,12,21,12,21,-,-,1,9,1,9
3,O,82,820,管理，補助的経済活動を行う事業所,71,2900,60,2657,5,854,2,365,12,515,9,535,1,22,2,2,-,-,2,8,2,1,1,66,-,-,3,32,10,216,1,4,-,-,3,16,1,3,-,-,2,7,3,9,-,-,1,2,-,-,-,-,11,243,2,3,-,-,3,177,-,-,-,-,-,-,-,-,-,-,2,48,-,-,-,-,-,-,-,-,2,5,1,9,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,821,社会教育,459,8938,394,7751,35,1417,10,113,42,628,30,473,29,495,24,800,7,194,23,392,8,116,16,292,2,44,18,300,31,481,13,208,18,197,10,105,12,156,3,42,12,223,27,508,13,285,3,50,8,232,-,-,62,1172,10,153,2,13,5,67,8,174,8,93,2,69,1,2,2,15,3,38,3,57,1,7,5,364,-,-,1,4,4,22,-,-,2,5,-,-,1,7,1,2,-,-,1,13,-,-,1,19,-,-,1,48,3,15,1,3,-,-,-,-,-,-,1,3,2,12,2,12,2,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,822,職業・教育支援施設,559,10432,483,9365,68,1318,52,365,77,1586,45,906,19,209,6,125,8,124,10,151,31,908,8,62,15,811,25,218,45,919,9,962,6,24,24,293,4,49,3,13,8,215,8,32,3,29,3,4,6,42,-,-,76,1067,12,137,6,62,5,18,-,-,2,13,5,28,2,3,5,46,12,61,5,9,5,371,2,218,3,15,2,4,3,18,-,-,-,-,1,45,-,-,-,-,1,2,4,13,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,823,学習塾,4940,56923,3061,39901,45,1114,44,3996,55,679,121,3797,107,2108,54,559,91,754,124,1195,98,1107,93,1399,211,1802,309,3582,120,1624,105,1045,207,2205,126,2577,91,801,54,506,194,1922,342,2958,166,1592,109,917,195,1662,-,-,1866,16962,231,2069,83,994,114,1451,52,361,46,313,103,915,50,366,96,1238,221,1707,41,398,91,666,99,771,55,503,71,794,59,644,21,122,23,212,53,395,31,336,57,471,25,138,52,553,35,350,31,268,29,131,97,796,13,60,9,54,6,49,3,5,-,-,-,-,4,6,2,2,1,1,-,-,1,1,-,-,-,-,-,-,-,-,2,4,2,4,-,-,-,-,-,-
3,O,82,824,教養・技能教授業,8926,53360,6090,40178,158,1959,234,1678,314,3781,416,5639,167,2109,102,756,142,563,141,537,235,1551,210,1470,311,1463,651,2988,519,5340,192,787,426,1745,310,1874,152,516,89,421,262,879,430,1726,214,887,190,619,224,885,1,5,2795,13095,363,1335,136,526,198,1161,98,651,86,155,143,936,81,265,147,534,304,1364,76,419,134,545,135,310,73,220,120,531,77,325,44,118,34,159,53,200,45,82,85,320,42,146,72,1939,51,223,46,112,30,76,122,443,41,87,19,30,11,18,8,12,-,-,-,-,22,57,9,25,6,11,-,-,1,9,2,5,2,6,2,6,-,-,10,17,10,17,-,-,1,9,1,9
3,O,82,829,他に分類されない教育，学習支援業,909,15700,785,13267,69,1519,61,585,83,1054,144,2243,22,167,18,371,11,174,15,168,24,556,23,552,8,169,34,574,110,2160,13,142,18,228,49,667,18,292,7,55,7,48,13,398,10,220,14,371,14,554,-,-,121,2403,14,229,18,298,12,251,2,39,1,45,4,41,3,10,5,110,21,284,5,152,4,128,7,199,1,86,1,1,5,93,6,135,2,53,-,-,1,27,1,28,-,-,3,111,-,-,1,45,1,2,3,36,3,30,1,8,1,8,-,-,-,-,-,-,2,22,2,22,2,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,P,00,000,医療，福祉,48461,802679,35165,557266,1086,22133,1343,20682,1814,35146,1800,36533,873,20312,950,11800,994,13455,1298,22933,1437,20707,1026,14924,2269,33671,3151,38919,1550,20741,1172,15219,2057,26667,1404,15953,1113,17207,732,10313,1758,45025,2433,33922,1790,33858,1389,21609,1709,25152,17,385,13057,239542,1864,37657,617,12633,689,9859,565,10840,386,10523,730,12025,350,6674,734,11799,1333,25022,396,6130,562,10431,589,9076,435,9013,450,5358,328,4076,192,3113,200,3566,256,4484,255,7355,339,4794,152,3655,419,9755,185,3592,168,2946,210,4365,653,10801,239,5871,169,4801,78,1454,67,2626,8,230,16,491,70,1070,34,593,26,464,1,6,4,87,3,36,5,81,5,81,-,-,25,276,25,276,-,-,6,120,6,120
2,P,83,000,医療業,32631,449931,24648,329600,844,14030,1037,14618,1409,23326,1314,24225,637,16167,642,6548,636,6878,856,12825,1062,13167,776,9497,1570,19991,2235,20656,1259,14325,821,7769,1380,12333,1068,9724,761,9997,464,5878,1115,30356,1526,14983,1145,17499,923,11369,1159,13287,9,152,7885,119151,992,19603,398,6752,509,5973,328,6170,219,5254,472,5465,214,3260,469,5906,802,11630,244,3150,335,5114,332,3562,254,4742,281,2218,228,1568,121,1280,126,2019,151,2173,133,4486,188,1592,88,2041,251,5752,110,1407,119,1414,118,1466,403,5154,98,1180,68,1074,43,358,19,667,1,1,5,48,30,106,12,32,10,28,-,-,1,3,1,1,2,5,2,5,-,-,14,65,14,65,-,-,2,4,2,4
3,P,83,830,管理，補助的経済活動を行う事業所,68,1718,57,1564,8,46,5,14,12,658,3,16,-,-,1,672,2,3,-,-,3,28,-,-,1,1,3,5,5,25,-,-,-,-,3,20,2,30,-,-,2,6,1,2,3,19,2,11,1,8,-,-,11,154,2,9,2,53,1,11,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,2,65,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,831,病院,656,215901,437,154957,18,5132,5,5776,19,11675,21,13066,11,11967,8,2248,11,2868,17,6050,17,6601,10,4791,26,9976,21,5696,13,5235,13,3227,17,4338,15,2041,20,4701,15,3097,44,22231,20,5011,51,9035,20,4700,25,5495,-,-,215,60294,39,10971,8,3186,8,2702,8,4053,15,3583,11,2385,10,1772,9,2534,21,4742,5,1464,9,2986,5,783,11,3021,3,339,2,197,3,497,2,1207,2,945,13,3543,4,431,4,1434,9,3423,2,606,2,365,3,604,7,2521,4,650,4,650,2,139,2,511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,832,一般診療所,10699,120679,8131,90445,287,4953,356,4539,489,6004,443,6371,215,2079,185,1817,184,1900,318,3990,356,3349,263,2373,521,4984,759,7699,435,4826,277,2271,434,3630,366,4142,226,2742,148,1560,337,3338,490,5353,354,4606,318,3967,367,3837,3,115,2550,30036,323,4157,126,1882,176,1770,114,1073,65,995,157,1685,54,732,160,1773,277,3169,77,969,107,1168,109,1153,71,802,105,1082,69,648,39,462,47,481,42,650,36,539,53,578,22,295,99,1457,39,431,30,400,31,377,122,1308,18,198,16,189,9,81,3,77,1,1,3,30,2,9,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-
3,P,83,833,歯科診療所,9911,60547,7692,45080,295,1979,391,2322,501,2925,383,2225,226,1183,217,1041,183,978,255,1588,331,1837,259,1289,511,2828,698,4145,386,2155,240,1392,415,2351,290,1693,234,1469,132,762,333,1992,449,2661,361,2367,257,1542,343,2331,2,25,2186,15270,277,2006,103,865,138,843,91,557,58,422,140,849,58,424,145,994,218,1730,67,416,94,564,84,533,67,489,70,466,72,379,30,160,36,202,42,297,33,242,52,343,25,169,61,564,36,282,32,376,36,298,121,800,33,197,20,126,12,57,6,51,-,-,2,18,13,71,6,22,5,21,-,-,-,-,1,1,1,4,1,4,-,-,5,43,5,43,-,-,1,2,1,2
3,P,83,834,助産・看護業,620,6538,429,4348,8,52,11,104,14,170,13,117,11,76,8,86,16,167,18,211,18,206,18,196,31,351,47,620,14,112,16,119,28,324,20,210,13,145,10,55,24,232,31,263,24,247,17,148,19,137,-,-,188,2157,23,264,13,147,8,80,5,133,4,64,11,94,5,56,5,59,18,195,6,50,8,73,11,153,9,134,7,68,6,112,3,23,2,26,4,64,5,43,8,64,3,23,8,65,1,12,5,57,3,30,7,68,3,33,3,33,2,25,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,835,療術業,9906,31455,7334,24099,201,1029,234,957,354,1657,402,1500,152,396,215,635,223,639,224,778,313,944,212,653,441,1388,677,2191,383,1458,266,736,469,1458,349,1170,241,763,145,368,331,959,501,1397,320,958,289,911,388,1142,4,12,2537,7269,296,846,130,409,169,479,102,289,74,186,137,357,82,263,142,442,251,797,79,222,107,281,100,267,93,280,93,246,77,227,40,99,35,98,57,148,43,102,68,166,34,120,72,231,30,72,46,113,41,122,139,407,35,87,21,62,15,44,6,18,-,-,-,-,14,25,4,6,4,6,-,-,-,-,-,-,1,1,1,1,-,-,8,16,8,16,-,-,1,2,1,2
3,P,83,836,医療に附帯するサービス業,771,13093,568,9107,27,839,35,906,20,237,49,930,22,466,8,49,17,323,24,208,24,202,14,195,39,463,30,300,23,514,9,24,17,232,25,448,25,147,14,36,44,1598,34,296,32,267,20,90,16,337,-,-,198,3971,32,1350,16,210,9,88,8,65,3,4,16,95,4,12,7,103,17,997,10,29,10,42,22,671,3,16,3,17,2,5,6,39,4,5,2,4,2,5,3,10,-,-,2,12,2,4,4,103,4,35,7,50,5,15,4,14,3,12,1,2,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,P,84,000,保健衛生,382,11062,332,10022,28,1013,33,1039,37,889,38,1740,15,158,11,789,8,151,9,629,12,421,9,256,17,288,12,144,37,612,4,37,9,209,13,244,3,55,3,26,9,756,8,288,1,9,2,7,9,86,5,176,50,1040,6,54,7,328,7,38,-,-,2,18,2,181,1,2,2,3,7,25,-,-,-,-,2,56,1,20,2,4,1,7,-,-,-,-,3,6,-,-,1,3,-,-,1,150,2,142,1,1,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,84,840,管理，補助的経済活動を行う事業所,3,76,3,76,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,1,27,-,-,1,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,84,842,健康相談施設,338,10091,295,9158,26,964,27,835,32,838,34,1606,14,129,10,785,7,143,8,627,10,365,9,256,14,244,11,142,36,593,3,21,8,207,13,244,2,4,2,23,7,619,8,288,1,9,2,7,6,33,5,176,43,933,5,36,6,257,7,38,-,-,1,14,2,181,1,2,1,1,5,14,-,-,-,-,2,56,1,20,1,3,1,7,-,-,-,-,3,6,-,-,1,3,-,-,1,150,2,142,1,1,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,84,849,その他の保健衛生,41,895,34,788,2,49,5,187,5,51,4,134,1,29,1,4,1,8,1,2,1,29,-,-,2,12,1,2,1,19,1,16,1,2,-,-,1,51,1,3,2,137,-,-,-,-,-,-,3,53,-,-,7,107,1,18,1,71,-,-,-,-,1,4,-,-,-,-,1,2,2,11,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,P,85,000,社会保険・社会福祉・介護事業,15406,341209,10152,217286,214,7090,272,5023,366,10914,442,10464,220,3966,297,4463,350,6426,432,9467,362,7107,241,5171,681,13383,900,18074,253,5799,345,7397,666,14109,323,5985,347,7126,264,4395,631,13892,896,18636,643,16336,464,10233,540,11773,3,57,5113,119232,864,17964,212,5553,173,3848,237,4670,165,5251,254,6361,135,3412,262,5869,524,13367,152,2980,227,5317,255,5458,179,4240,167,3136,99,2501,71,1833,74,1547,102,2305,122,2869,150,3199,64,1614,167,3853,73,2043,48,1531,92,2899,245,5612,141,4691,101,3727,35,1096,48,1959,7,229,11,443,40,964,22,561,16,436,1,6,3,84,2,35,3,76,3,76,-,-,11,211,11,211,-,-,4,116,4,116
3,P,85,850,管理，補助的経済活動を行う事業所,89,1594,73,1349,2,29,9,93,8,234,4,97,-,-,-,-,3,43,1,7,5,267,3,270,3,66,8,70,2,23,2,7,6,49,2,9,-,-,1,7,3,20,6,38,2,15,1,1,2,4,-,-,16,245,3,29,1,1,-,-,-,-,-,-,2,4,-,-,1,4,4,12,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,1,6,1,3,-,-,-,-,-,-,-,-,-,-,1,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,851,社会保険事業団体,527,14657,500,14014,109,3591,97,1399,63,1669,50,1452,24,296,29,436,13,190,11,632,23,194,3,46,4,115,5,106,25,377,4,533,6,1720,19,824,4,48,1,36,4,102,3,67,1,64,1,52,1,65,-,-,27,643,2,88,8,158,1,84,1,161,3,49,4,76,-,-,-,-,-,-,-,-,1,2,2,9,-,-,-,-,-,-,2,5,-,-,-,-,-,-,1,8,-,-,1,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,853,児童福祉事業,4233,83292,2749,51580,34,603,73,1571,137,3128,96,1737,60,824,77,954,100,1692,169,3083,119,1929,70,1063,175,3174,252,4781,83,1467,101,1791,160,3203,70,1229,77,1747,60,1159,191,3588,254,4831,157,3216,120,2498,112,2267,2,45,1460,31215,242,4699,56,1376,49,1177,82,1201,48,1498,67,1570,43,1004,101,2076,160,3149,40,762,61,1291,52,1171,43,928,48,820,23,530,28,556,25,478,26,765,24,629,23,593,19,612,59,1313,24,625,18,455,26,744,73,1193,24,497,22,452,10,190,8,186,2,44,2,32,2,45,2,45,2,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,854,老人福祉・介護事業,8062,199625,5476,128569,38,1127,72,1668,114,5338,199,5679,99,2198,133,2292,190,4056,193,5022,170,4091,136,3295,435,9069,529,11502,110,3587,190,4296,396,7687,172,3039,214,4733,159,2650,360,8923,524,11948,408,11486,283,6674,351,8197,1,12,2515,67928,396,9691,97,3016,77,2143,107,2748,84,3172,140,3870,67,1870,102,2858,264,8123,77,1721,121,2910,137,3084,104,2635,87,1755,46,1125,31,1076,35,849,48,1204,66,1680,84,2048,28,696,80,2047,35,1192,23,907,48,1886,131,3622,71,3128,51,2613,21,784,22,1342,2,147,6,340,20,515,8,280,6,172,-,-,1,77,1,31,2,54,2,54,-,-,8,142,8,142,-,-,2,39,2,39
3,P,85,855,障害者福祉事業,2074,32936,1071,16033,15,173,17,197,28,434,61,921,28,511,39,418,29,316,48,564,35,478,25,417,58,813,89,1338,18,203,40,683,84,1240,45,570,42,409,31,400,65,1047,98,1506,61,1372,46,875,69,1148,-,-,970,16042,203,3154,43,711,46,444,42,502,28,526,37,750,21,435,49,784,87,1730,31,458,37,785,54,1070,26,378,26,508,24,709,9,121,13,98,27,298,27,495,37,497,15,187,24,406,11,169,6,84,15,224,32,519,33,861,23,589,3,109,16,406,2,10,2,64,10,272,7,203,7,203,-,-,-,-,-,-,-,-,-,-,-,-,3,69,3,69,-,-,-,-,-,-
3,P,85,859,その他の社会保険・社会福祉・介護事業,421,9105,283,5741,16,1567,4,95,16,111,32,578,9,137,19,363,15,129,10,159,10,148,4,80,6,146,17,277,15,142,8,87,14,210,15,314,10,189,12,143,8,212,11,246,14,183,13,133,5,92,-,-,125,3159,18,303,7,291,-,-,5,58,2,6,4,91,4,103,9,147,9,353,4,39,7,329,9,123,6,299,6,53,5,136,1,75,1,122,1,38,4,59,4,50,2,119,3,87,3,57,1,85,3,45,7,91,13,205,5,73,1,13,2,25,1,28,1,7,8,132,5,33,1,16,1,6,2,7,1,4,1,22,1,22,-,-,-,-,-,-,-,-,2,77,2,77
