"市区町村コード","番号","都道府県名","市区町村名","営業所名称","営業の種類","業態","営業所所在地","営業所方書","営業所電話番号","許可番号","初回許可年月日","許可日","許可開始日","許可満了日","最終確認日","経度","緯度","分類"
"","","","","","ＭＵＳＩＣ　ＢＡＲ　ＭＡＲＶＥＬＯＵＳ！","【～Ｒ３．５】飲食店営業（一般・その他）","沼袋一丁目３４番１号","","","2中健衛食第1000号","令和3年1月4日","令和3年1月4日","令和3年1月4日","令和9年1月31日","","139.663838512919","35.7196214070635","食品等営業許可_届出一覧"
"","","","","","ｃａｆｅ　ｃｌｕｂ　ＣＡＲＯＬ","飲食店営業［一般飲食店］","沼袋一丁目３４番１号","ハイムイワタ１Ｆ","","5中健衛食第9号","令和5年4月26日","令和5年4月26日","令和5年4月26日","令和12年4月30日","","139.663838512919","35.7196214070635","食品等営業許可_届出一覧"
"","","","","","Ｔｒａｔｔｏｒｉａ　Ｌａ　ｐａｎｄａ　ｇｉａｌｌａ","【～Ｒ３．５】菓子製造業（生菓子・洋生）","沼袋一丁目３４番２号","イワタビル　１階","03-5343-7838","2中健衛食第108号","令和2年4月30日","令和2年4月30日","令和2年4月30日","令和9年4月30日","","139.664043920376","35.7197063226565","食品等営業許可_届出一覧"
"","","","","","Ｔｒａｔｔｏｒｉａ　Ｌａ　ｐａｎｄａ　ｇｉａｌｌａ","飲食店営業［一般飲食店］","沼袋一丁目３４番２号","イワタビル　１階","03-5343-7838","3中健衛食第279号","令和3年6月16日","令和3年6月16日","令和3年6月16日","令和10年6月30日","","139.664043920376","35.7197063226565","食品等営業許可_届出一覧"
"","","","","","まいばすけっと沼袋１丁目店","⑩ コンビニエンスストア","沼袋一丁目３４番３号","ＭＡハウス１階","","3中健衛食第501号","","","","","","139.664227856643","35.7197523188627","食品等営業許可_届出一覧"
"","","","","","ＯＪＣ　オルガンジャズクラブ","【～Ｒ３．５】飲食店営業（一般・スナック）","沼袋一丁目３４番４号","地下１階","03-3388-2040","30中環生食第124号","平成30年5月8日","平成30年5月8日","平成30年5月8日","令和7年5月31日","","139.664335992427","35.7198397974502","食品等営業許可_届出一覧"
"","","","","","カラオケバー　ＢＯＳＳ","飲食店営業［一般飲食店］","沼袋一丁目３４番４号","ダイアパレス１０３","","4中健衛食第51号","令和4年4月26日","令和4年4月26日","令和4年4月26日","令和10年4月30日","","139.664335992427","35.7198397974502","食品等営業許可_届出一覧"
"","","","","","Ｒｅｊａｕｌ　Ｈａｌａｌ　Ｈｏｏｄ","⑬ その他の食料・飲料販売業","沼袋一丁目３４番４号","","","4中健衛食第256号","","","","","","139.664335992427","35.7198397974502","食品等営業許可_届出一覧"
"","","","","","ＵＭＭＥ　ＫＥＢＡＢ","飲食店営業［一般飲食店］","沼袋一丁目３４番４号","","","5中健衛食第117号","令和5年5月26日","令和5年5月26日","令和5年5月26日","令和12年5月31日","","139.664335992427","35.7198397974502","食品等営業許可_届出一覧"
"","","","","","ＢＢＣ沼袋店","【～Ｒ３．５】飲食店営業（一般・その他）","沼袋一丁目３４番５号","齋藤ビル１Ｆ","03-5942-9899","2中健衛食第778号","令和2年11月2日","令和2年11月2日","令和2年11月2日","令和8年11月30日","","139.664377202525","35.7199533214739","食品等営業許可_届出一覧"
"","","","","","ＢＢＣ","飲食店営業［一般飲食店］","沼袋一丁目３４番５号","斎藤ビル１階","03-5942-9899","3中健衛食第913号","令和3年9月13日","令和3年9月13日","令和3年9月13日","令和9年9月30日","","139.664377202525","35.7199533214739","食品等営業許可_届出一覧"
"","","","","","メキシコ屋台　ＯＣＴＡ","飲食店営業［一般飲食店］","沼袋一丁目３４番５号","斉藤ビル１Ｆ","","4中健衛食第768号","令和5年3月27日","令和5年3月27日","令和5年3月27日","令和12年3月31日","","139.664377202525","35.7199533214739","食品等営業許可_届出一覧"
"","","","","","ＢＡＲ　８９４　ＢＡＳＥ","【～Ｒ３．５】飲食店営業（バー・キャバレー）","沼袋一丁目３４番６号","戸倉ハウジング１階","03-3389-8158","30中環生食第508号","平成30年9月20日","平成30年9月20日","平成30年9月20日","令和7年9月30日","","139.664509378059","35.7199099141736","食品等営業許可_届出一覧"
"","","","","","裏袋酔産","【～Ｒ３．５】飲食店営業（一般・大衆酒場）","沼袋一丁目３４番６号","","","30中環生食第840号","平成31年2月27日","平成31年2月27日","平成31年2月27日","令和8年2月28日","","139.664509378059","35.7199099141736","食品等営業許可_届出一覧"
"","","","","","ハイボール酒場　寅次郎","【～Ｒ３．５】飲食店営業（一般・その他）","沼袋一丁目３４番６号","戸倉ハウジング１Ｆ","","31中健衛食第890号","令和2年2月26日","令和2年2月26日","令和2年2月26日","令和9年2月28日","","139.664509378059","35.7199099141736","食品等営業許可_届出一覧"
"","","","","","中野区立沼袋保育園　給食室","飲食店営業［集団給食］","沼袋一丁目３４番１４号","","03-3386-7082","4中健衛食第756号","令和5年3月15日","令和5年3月15日","令和5年3月15日","令和12年3月31日","","139.665185670066","35.7197200650732","食品等営業許可_届出一覧"
"","","","","","ライフ　アンド　ブレッド","【～Ｒ３．５】菓子製造業（パン製造業）","沼袋一丁目３４番２０号","","03-3387-8283","29中環生食第559号","平成29年8月30日","平成29年8月30日","平成29年8月30日","令和5年8月31日","","139.664857698954","35.719575393513","食品等営業許可_届出一覧"
"","","","","","極家","【～Ｒ３．５】飲食店営業（一般・その他）","沼袋一丁目３４番２３号","沼袋大森店舗　１階","03-5942-6815","31中健衛食第548号","平成25年11月22日","令和1年11月25日","令和1年12月1日","令和7年11月30日","","139.664444891761","35.7195644095144","食品等営業許可_届出一覧"
"","","","","","ダイニングバー　中野十一中","飲食店営業［一般飲食店］","沼袋一丁目３４番２３号","大森ビル２Ｆ","","4中健衛食第508号","令和4年11月28日","令和4年11月28日","令和4年11月28日","令和10年11月30日","","139.664444891761","35.7195644095144","食品等営業許可_届出一覧"
"","","","","","大門中村園","⑬ その他の食料・飲料販売業","沼袋一丁目３４番２３号","","03-3389-4875","3中健衛食第1269号","","","","","","139.664444891761","35.7195644095144","食品等営業許可_届出一覧"
"","","","","","越前屋","【～Ｒ３．５】飲食店営業（一般・その他）","沼袋一丁目３４番２４号","杉山ビル　１階","03-5942-9936","2中健衛食第502号","平成25年8月7日","令和2年8月4日","令和2年9月1日","令和9年8月31日","","139.664268008281","35.7195810241488","食品等営業許可_届出一覧"
"","","","","","焼肉レストラン　亜馬羅亭","飲食店営業［一般飲食店］","沼袋一丁目３４番２５号","","3388-1429","3中健衛食第941号","令和3年7月12日","令和3年7月12日","令和3年7月12日","令和9年7月31日","","139.664029199811","35.7196110031912","食品等営業許可_届出一覧"
"","","","","","まこっちゃん","【～Ｒ３．５】飲食店営業（一般・大衆酒場）","沼袋一丁目３４番２５号","","03-6454-0390","28中環生食第731号","平成28年12月8日","平成28年12月8日","平成28年12月8日","令和5年12月31日","","139.664029199811","35.7196110031912","食品等営業許可_届出一覧"
"","","","","","肴や　誠","飲食店営業［一般飲食店］","沼袋一丁目３４番２５号","","03-6454-0390","3中健衛食第1378号","令和3年11月26日","令和3年11月26日","令和3年11月26日","令和9年11月30日","","139.664029199811","35.7196110031912","食品等営業許可_届出一覧"
"","","","","","フクンチ","飲食店営業［一般飲食店］","沼袋一丁目３４番２５号","２Ｆ","03-5942-8449","3中健衛食第1817号","令和4年1月31日","令和4年1月31日","令和4年1月31日","令和11年1月31日","","139.664029199811","35.7196110031912","食品等営業許可_届出一覧"
"","","","","","リエル","飲食店営業［一般飲食店］","沼袋一丁目３６番１号","２階","3385-2566","3中健衛食第1701号","令和3年12月8日","令和3年12月8日","令和3年12月8日","令和9年12月31日","","139.663599033802","35.7197070340282","食品等営業許可_届出一覧"
"","","","","","綿茶","【～Ｒ３．５】飲食店営業（一般・軽食喫茶）","沼袋一丁目３６番１号","森田ビル１Ｆ","","31中健衛食第908号","令和2年4月3日","令和2年4月3日","令和2年4月3日","令和9年4月30日","","139.663599033802","35.7197070340282","食品等営業許可_届出一覧"
"","","","","","沖縄酒場ちむぐくる","飲食店営業［一般飲食店］","沼袋一丁目３６番１号","森田ビル１Ｆ","","4中健衛食第326号","令和4年8月19日","令和4年8月19日","令和4年8月19日","令和11年8月31日","","139.663599033802","35.7197070340282","食品等営業許可_届出一覧"
"","","","","","カラオケ＆スナック　あんちゃん","【～Ｒ３．５】飲食店営業（一般・スナック）","沼袋一丁目３６番３号","タウンセンタービル沼袋　地下１階","3388-2326","29中環生食第1229号","平成12年3月2日","平成30年3月19日","平成30年4月1日","令和7年3月31日","","139.663417201432","35.7197117207322","食品等営業許可_届出一覧"
"","","","","","Ｂａｒ　ｍｏｏｎ","【～Ｒ３．５】飲食店営業（一般・その他）","沼袋一丁目３６番３号","沼袋タウンセンタービル西側１Ｆ","03-6454-0192","31中健衛食第360号","令和1年8月30日","令和1年8月30日","令和1年8月30日","令和8年8月31日","","139.663417201432","35.7197117207322","食品等営業許可_届出一覧"
"","","","","","Ｂａｒ　Ｌｏｏｐ","【～Ｒ３．５】飲食店営業（バー・キャバレー）","沼袋一丁目３６番３号","タウンセンタービル１０１","03-5860-0330","3中健衛食第48号","令和3年4月15日","令和3年4月15日","令和3年4月15日","令和10年4月30日","","139.663417201432","35.7197117207322","食品等営業許可_届出一覧"
"","","","","","猫丸","【～Ｒ３．５】飲食店営業（一般・軽食喫茶）","沼袋一丁目３６番５号","高山ビル　２Ｆ","3388-0723","30中環生食第1057号","平成10年4月30日","平成31年3月29日","令和1年5月1日","令和8年4月30日","","139.663280720748","35.7199611729868","食品等営業許可_届出一覧"
