施設の名称,施設所在地,施設所在地ビル名,営業者氏名,営業者住所,営業の種類,施設電話番号,届出日,営業者電話番号,代表者氏名
ららぽーと立川立飛　しろたんフレンズミュージアム,東京都立川市泉町９３５番地の１,ららぽーと立川立飛３５００区画,株式会社クリエイティブヨーコ,長野県長野市大字高田６６７番地１６,その他の食料・飲料販売業(店舗),042-512-7030,2023/7/5,026-226-2013,北原　武幸
E-COSTららぽーと立川催事店,東京都立川市泉町９３５番地の１,,株式会社ココドット,神奈川県足柄上郡中井町境１１３番地３号,その他の食料・飲料販売業(電子申請（未区分）),05037338497,2024/4/17,,
株式会社バンダイナムコアミューズメント　namcoららぽーと立川立飛１号店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛３F,株式会社バンダイナムコアミューズメント,港区芝浦３丁目１番３５号,その他の食料品製造・加工業(食料品製造・加工),042-512-5175,2022/10/17,03-6778-8317,川崎　寛
株式会社バンダイナムコアミューズメント　namcoららぽーと立川立飛２号店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛３F,株式会社バンダイナムコアミューズメント,港区芝浦３丁目１番３５号,その他の食料品製造・加工業(食料品製造・加工),042-512-5175,2022/10/17,03-6778-8317,川崎　寛
海鮮魚力　立川立飛店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛１階,株式会社魚力,東京都立川市曙町二丁目８番３号,その他の食料・飲料販売業(店舗),042-540-6620,2021/10/27,042-525-5600,?川　隆英
京王百貨店　ららぽーと立川立飛店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛１階,株式会社京王百貨店,東京都新宿区西新宿１丁目１番４号,その他の食料・飲料販売業(店舗),042-506-0840,2023/10/18,03-5354-2926,南　佳孝
アイボリッシュ立川,東京都立川市泉町９３５番地の１,ららぽーと立川立飛　２階　２０１０区画,株式会社九十九島グループ,長崎県佐世保市日宇町２５６６番地,その他の食料・飲料販売業(電子申請（未区分）),042-595-7003,2021/12/3,,
アカチャンホンポ　ららぽーと立川立飛店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛３Ｆ,株式会社赤ちゃん本舗,大阪府大阪市中央区南本町３丁目３番２１号,その他の食料・飲料販売業(電子申請（未区分）),042-540-6101,2023/10/2,,
FUJIYA CONFECTIONERY　ららぽーと立川立飛店,東京都立川市泉町９３５番地の１,,株式会社不二家,東京都文京区大塚２丁目１５番６号,その他の食料・飲料販売業(店舗),042-525-6101,2022/2/16,03-5978-8560,河村　宣行
有隣堂ららぽーと立川立飛店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛,株式会社有隣堂,神奈川県横浜市中区伊勢佐木町1-4-1,その他の食料・飲料販売業(店舗),042-595-9851,2022/3/28,,
無印良品ららぽーと立川立飛,東京都立川市泉町９３５番地の１,ららぽーと立川立飛１F,株式会社良品計画,東京都豊島区東池袋4丁目26番3号,その他の食料・飲料販売業(店舗),0425406175,2021/10/27,,
三菱食品株式会社　立川ＳＤＣ,東京都立川市泉町９３５番地の１,立飛リアルエステート２０２号棟,三菱食品株式会社,東京都文京区小石川一丁目1番1号,その他の食料・飲料販売業(包装),042-526-0641,2021/10/25,03-4553-5111,京谷　裕
ケンタッキーららぽーと立川立飛店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛1階,日本ケンタッキー・フライド・チキン株式会社,神奈川県横浜市西区みなとみらい４丁目４番５号,その他の食料・飲料販売業(電子申請（未区分）),042-540-0511,2021/11/24,,
星乃珈琲店　ららぽーと立川立飛店,東京都立川市泉町９３５番地の１,ららぽーと立川立飛１F　,日本レストランシステム株式会社,東京都渋谷区猿楽町10番11号,その他の食料・飲料販売業(店舗),042-512-5335,2021/11/4,03-6743-7010,大林　豁史
北海道うまいもの館　ららぽーと立川立飛店,東京都立川市泉町９３５番地の１,,北海道フードフロンティア株式会社,北海道札幌市中央区大通東一丁目２番地北海道電力株式会社内,その他の食料・飲料販売業(店舗),042-595-8617,2021/10/18,03-5577-2810,生熊　康延
株式会社サンフードジャパン,東京都立川市泉町９３５番地の２７,立飛２０４号棟１階,株式会社サンフードジャパン,東京都立川市栄町６丁目１番地の１,魚介類販売業（包装済みの魚介類のみの販売）(一般),042-506-1175,2001/6/1,,立林　一幸
応現院カフェテリア,東京都立川市泉町９３５番地の２７,,株式会社　一如社,東京都立川市富士見町二丁目１番９号,弁当販売業(自動車以外),042-538-3808,2021/11/29,042-527-0370,黒須　環
株式会社いなげや立川立飛青果・生鮮センター,東京都立川市泉町９３５番地の２７,立飛リアルエステート西地区２０４号棟,株式会社いなげや,東京都立川市栄町６丁目１番地の１,野菜果物販売業(自動車以外),042-521-6663,2021/11/19,042-537-5126,本杉　吉員
株式会社ケーアイ・フレッシュアクセス 東京立川サービスセンター,東京都立川市泉町９３５番地の２７,立飛204号棟1階いなげや立川立飛生鮮青果センター内,株式会社ケーアイ・フレッシュアクセス,東京都千代田区外神田６丁目１番８号,その他(その他),042-548-9475,2021/8/6,,
ウエルシア立川柏町店,東京都立川市柏町１丁目２０番地の２２,,ウエルシア薬局株式会社,東京都千代田区外神田二丁目２番１５号,食肉販売業（包装済みの食肉のみの販売）(一般),042-538-0301,2001/6/1,03-5209-5672,水野　秀晴
ウエルシア立川柏町店,東京都立川市柏町１丁目２０番地の２２,,ウエルシア薬局株式会社,東京都千代田区外神田二丁目２番１５号,乳類販売業(ショーケース売り),042-538-0301,2001/6/1,03-5209-5672,水野　秀晴
ウエルシア立川柏町店,東京都立川市柏町１丁目２０番地の２２,,ウエルシア薬局株式会社,東京都千代田区外神田２丁目２番１５号,百貨店、総合スーパー,042-538-0301,2021/9/3,,
デニーズ立川店,東京都立川市柏町１丁目５番地の１,,株式会社セブン＆アイ・フードシステムズ,東京都千代田区二番町８番地８,その他の食料・飲料販売業(電子申請（未区分）),,2021/10/26,,
ローソン立川柏町店,東京都立川市柏町２丁目１２番地の９,,,,コンビニエンスストア,042-537-0803,2021/11/9,,
セブンイレブン立川砂川七番店,東京都立川市柏町２丁目１５番地の２２,,株式会社７番,東京都立川市柏町２丁目１５番地の２２,魚介類販売業（包装済みの魚介類のみの販売）(一般),042-536-7074,2001/6/1,042-536-7074,田中　修一
セブンイレブン立川砂川七番店,東京都立川市柏町２丁目１５番地の２２,,株式会社７番,東京都立川市柏町２丁目１５番地の２２,食肉販売業（包装済みの食肉のみの販売）(一般),042-536-7074,2001/6/1,042-536-7074,田中　修一
セブンイレブン立川砂川七番店,東京都立川市柏町２丁目１５番地の２２,,株式会社７番,東京都立川市柏町２丁目１５番地の２２,乳類販売業(ショーケース売り),042-536-7074,2001/6/1,042-536-7074,田中　修一
フーズマーケットさえき　柏町店,東京都立川市柏町２丁目２５番地の３,,株式会社東京さえき,東京都国立市富士見台４丁目７番地の１１,百貨店、総合スーパー,,2022/3/30,042-577-3222,長谷川　徹
ベーカリーリオンドール,東京都立川市柏町３丁目３番地の５,ニュー柏ビル１０１,,,乳類販売業(ショーケース売り),042-535-4882,2021/6/1,,
立川市立柏保育園,東京都立川市柏町３丁目５２番地の９,,立川市,東京都立川市泉町１１５６番地９,集団給食施設(学校・幼稚園Ⅱ),042-536-2565,2021/10/28,042-523-2111,酒井　大史
ピーコックストア　玉川上水店,東京都立川市柏町４丁目１番地の２,,イオンマーケット株式会社,東京都杉並区阿佐谷南一丁目32番10号,百貨店、総合スーパー,042-538-3861,2021/12/7,03-6870-6601,乾　哲也
セブン‐イレブン　立川柏町４丁目店,東京都立川市柏町４丁目２８番地の１,,,,コンビニエンスストア,042-537-6810,2022/3/25,,
ファミリーマート玉川上水駅南口,東京都立川市柏町４丁目６２番地の４,,,,コンビニエンスストア,042-538-7747,2021/11/22,,
合同会社なずな保育園,東京都立川市柏町４丁目６３番地の１９,-１Ｆ,合同会社なずな保育園,東京都立川市柏町４丁目６３番地の１９-１Ｆ,集団給食施設(児童福祉施設Ⅰ),042-537-7411,2021/7/27,042-537-7411,森　真希
柏の葉,東京都立川市柏町４丁目６６番地の３,,社会福祉法人すみれ会,東京都立川市西砂町４丁目７５番地の２,その他の食料品製造・加工業(食料品製造・加工),042-537-8547,2022/6/13,042-531-0761,中里　茂
なかじま食品,東京都立川市柏町４丁目６６番地の３,-１０１,,,その他の食料・飲料販売業(店舗),042-535-1779,2021/7/12,,
ファミリーマート　玉川上水駅西店,東京都立川市柏町５丁目３番地の１,,株式会社ＹＳＯ,東京都渋谷区代々木３丁目３８番７号,コンビニエンスストア,042-538-0203,2021/10/15,03-3378-7711,昆　靖
国立音楽大学　７号館　売店,東京都立川市柏町５丁目５番地の１,,株式会社エム・ティー・フード,東京都港区南青山一丁目２６番１号,乳類販売業(ショーケース売り),042-537-9080,2001/6/1,03-3408-4101,鳥羽瀬　勇人
日産給食　国立音大新１号館売店,東京都立川市柏町５丁目５番地の１,国立音楽大学内新１号館,株式会社日産給食,神奈川県伊勢原市東成瀬３番地１号,弁当販売業(自動車以外),0425361943,2021/10/13,,
立川市立西立川保育園,東京都立川市富士見町１丁目１８番１６号,,立川市,東京都立川市泉町１１５６番地９,集団給食施設(児童福祉施設Ⅱ),042-524-7831,2021/10/28,042-523-2111,酒井　大史
さえき　西立食品館,東京都立川市富士見町１丁目２３番１３号,,株式会社東京さえき,東京都国立市富士見台４丁目７番地の１１,百貨店、総合スーパー,042-529-5333,2021/11/4,042-577-3222,長谷川徹
ファミリーマート立川富士見町店,東京都立川市富士見町１丁目２番１４号,,,,コンビニエンスストア,042-548-0917,2021/8/13,,
福島応援館,東京都立川市富士見町１丁目３２番１７号,みとやビル２０５,,,野菜果物販売業(自動車以外),042-523-0788,2021/8/19,,
三登屋商店,東京都立川市富士見町１丁目３２番１７号,,,,野菜果物販売業(自動車以外),042-522-3021,2023/7/6,,
ウエルシア西立川駅南口店,東京都立川市富士見町１丁目３５番１３号,１F,ウエルシア薬局株式会社,東京都千代田区外神田２丁目２番１５号,百貨店、総合スーパー,042-548-4311,2022/5/23,,
セブン－イレブン西立川駅前店,東京都立川市富士見町１丁目３６番,,,,コンビニエンスストア,042-527-5300,2023/9/5,,
味富,東京都立川市富士見町１丁目３番１７号,,,,その他の食料・飲料販売業(店舗),042-525-0475,2022/7/4,,
セブン-イレブン立川富士見町店,東京都立川市富士見町２丁目１０番３号,,,,コンビニエンスストア,042-527-8125,2021/6/4,,
２４ｈ無人ホルモン直売所　立川富士見町店,東京都立川市富士見町２丁目１０番９号,ニュー横井１０１,,,食肉販売業（包装済みの食肉のみの販売）(一般),,2022/10/26,,
上の原米店,東京都立川市富士見町２丁目１１番１９号,,富士見食糧販売企業組合,東京都立川市富士見町２丁目１１番１９号,米穀類販売業,042-522-3638,2021/9/14,042-522-3638,小林　正董
