単独・本所・支所の別階層,単独・本所・支所の別コード,単独・本所・支所の別,産業分類階層,大分類,中分類,産業分類名,従業者規模階層,従業者規模コード,従業者規模,民営事業所／総数／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／個人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／総数／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／総数／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合同会社／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／外国の会社／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社以外の法人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人でない団体／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）
1,3,支所・支社・支店,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,5,50～99人,6642,5179,719,333,262,65,84,2,2,-,-,-,-,-,6640,5177,719,333,262,65,84,5755,4510,605,275,231,54,80,5692,4459,596,274,230,54,79,1,1,-,-,-,-,-,33,32,1,-,-,-,-,29,18,8,1,1,-,1,885,667,114,58,31,11,4,-,-,-,-,-,-,-
1,3,支所・支社・支店,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,6,100～299人,3484,2405,380,195,283,93,128,-,-,-,-,-,-,-,3484,2405,380,195,283,93,128,3004,2082,296,162,262,82,120,2952,2037,295,160,260,81,119,2,2,-,-,-,-,-,34,33,-,-,-,-,1,16,10,1,2,2,1,-,480,323,84,33,21,11,8,-,-,-,-,-,-,-
1,3,支所・支社・支店,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,7,300人以上,1129,628,65,63,119,65,189,-,-,-,-,-,-,-,1129,628,65,63,119,65,189,937,528,48,45,93,49,174,933,525,48,45,93,48,174,-,-,-,-,-,-,-,1,1,-,-,-,-,-,3,2,-,-,-,1,-,192,100,17,18,26,16,15,-,-,-,-,-,-,-
1,3,支所・支社・支店,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,8,出向・派遣従業者のみ,1616,-,1144,254,164,30,24,6,-,5,1,-,-,-,1610,-,1139,253,164,30,24,1480,-,1029,244,155,30,22,1458,-,1016,239,152,30,21,1,-,-,1,-,-,-,8,-,2,4,2,-,-,13,-,11,-,1,-,1,130,-,110,9,9,-,2,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,0,0,総数,8,6,2,-,-,-,-,-,-,-,-,-,-,-,8,6,2,-,-,-,-,8,6,2,-,-,-,-,8,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,1,1～4人,4,3,1,-,-,-,-,-,-,-,-,-,-,-,4,3,1,-,-,-,-,4,3,1,-,-,-,-,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,2,5～9人,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,3,10～29人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,4,30～49人,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,C,00,鉱業，採石業，砂利採取業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,0,0,総数,8,6,2,-,-,-,-,-,-,-,-,-,-,-,8,6,2,-,-,-,-,8,6,2,-,-,-,-,8,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,1,1～4人,4,3,1,-,-,-,-,-,-,-,-,-,-,-,4,3,1,-,-,-,-,4,3,1,-,-,-,-,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,2,5～9人,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,3,10～29人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,4,30～49人,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,C,05,鉱業，採石業，砂利採取業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,0,0,総数,5469,4745,444,135,81,25,39,17,16,1,-,-,-,-,5452,4729,443,135,81,25,39,5442,4720,442,135,81,25,39,5435,4713,442,135,81,25,39,2,2,-,-,-,-,-,1,1,-,-,-,-,-,4,4,-,-,-,-,-,10,9,1,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,1,1～4人,2055,1966,73,11,5,-,-,13,13,-,-,-,-,-,2042,1953,73,11,5,-,-,2036,1948,72,11,5,-,-,2033,1945,72,11,5,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,6,5,1,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,2,5～9人,1247,1136,98,11,2,-,-,3,3,-,-,-,-,-,1244,1133,98,11,2,-,-,1243,1132,98,11,2,-,-,1240,1129,98,11,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,2,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,3,10～29人,1289,1070,145,47,22,5,-,-,-,-,-,-,-,-,1289,1070,145,47,22,5,-,1287,1068,145,47,22,5,-,1286,1067,145,47,22,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,4,30～49人,329,248,54,19,5,1,2,-,-,-,-,-,-,-,329,248,54,19,5,1,2,328,247,54,19,5,1,2,328,247,54,19,5,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,5,50～99人,328,231,41,28,18,5,5,-,-,-,-,-,-,-,328,231,41,28,18,5,5,328,231,41,28,18,5,5,328,231,41,28,18,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,6,100～299人,151,76,15,16,24,11,9,-,-,-,-,-,-,-,151,76,15,16,24,11,9,151,76,15,16,24,11,9,151,76,15,16,24,11,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,7,300人以上,50,18,-,1,5,3,23,-,-,-,-,-,-,-,50,18,-,1,5,3,23,50,18,-,1,5,3,23,50,18,-,1,5,3,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,1,D,00,建設業,1,8,出向・派遣従業者のみ,20,-,18,2,-,-,-,1,-,1,-,-,-,-,19,-,17,2,-,-,-,19,-,17,2,-,-,-,19,-,17,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,0,0,総数,2570,2248,205,54,29,10,24,7,7,-,-,-,-,-,2563,2241,205,54,29,10,24,2558,2237,204,54,29,10,24,2557,2236,204,54,29,10,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,5,4,1,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,1,1～4人,958,922,32,3,1,-,-,6,6,-,-,-,-,-,952,916,32,3,1,-,-,949,914,31,3,1,-,-,949,914,31,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,2,5～9人,596,539,53,4,-,-,-,1,1,-,-,-,-,-,595,538,53,4,-,-,-,594,537,53,4,-,-,-,593,536,53,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,3,10～29人,588,484,70,25,8,1,-,-,-,-,-,-,-,-,588,484,70,25,8,1,-,587,483,70,25,8,1,-,587,483,70,25,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,4,30～49人,142,110,24,4,3,-,1,-,-,-,-,-,-,-,142,110,24,4,3,-,1,142,110,24,4,3,-,1,142,110,24,4,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,5,50～99人,178,142,12,15,4,3,2,-,-,-,-,-,-,-,178,142,12,15,4,3,2,178,142,12,15,4,3,2,178,142,12,15,4,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,6,100～299人,67,41,6,2,11,5,2,-,-,-,-,-,-,-,67,41,6,2,11,5,2,67,41,6,2,11,5,2,67,41,6,2,11,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,7,300人以上,32,10,-,-,2,1,19,-,-,-,-,-,-,-,32,10,-,-,2,1,19,32,10,-,-,2,1,19,32,10,-,-,2,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,06,総合工事業,1,8,出向・派遣従業者のみ,9,-,8,1,-,-,-,-,-,-,-,-,-,-,9,-,8,1,-,-,-,9,-,8,1,-,-,-,9,-,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,0,0,総数,1085,1005,53,14,10,3,-,8,7,1,-,-,-,-,1077,998,52,14,10,3,-,1072,993,52,14,10,3,-,1068,989,52,14,10,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,1,1～4人,479,466,10,3,-,-,-,5,5,-,-,-,-,-,474,461,10,3,-,-,-,471,458,10,3,-,-,-,469,456,10,3,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,2,5～9人,273,252,17,2,2,-,-,2,2,-,-,-,-,-,271,250,17,2,2,-,-,271,250,17,2,2,-,-,270,249,17,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,3,10～29人,236,220,10,1,3,2,-,-,-,-,-,-,-,-,236,220,10,1,3,2,-,235,219,10,1,3,2,-,234,218,10,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,4,30～49人,41,34,2,4,1,-,-,-,-,-,-,-,-,-,41,34,2,4,1,-,-,40,33,2,4,1,-,-,40,33,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,5,50～99人,33,24,6,1,2,-,-,-,-,-,-,-,-,-,33,24,6,1,2,-,-,33,24,6,1,2,-,-,33,24,6,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,6,100～299人,17,9,2,3,2,1,-,-,-,-,-,-,-,-,17,9,2,3,2,1,-,17,9,2,3,2,1,-,17,9,2,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,07,職別工事業（設備工事業を除く）,1,8,出向・派遣従業者のみ,6,-,6,-,-,-,-,1,-,1,-,-,-,-,5,-,5,-,-,-,-,5,-,5,-,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,0,0,総数,1814,1492,186,67,42,12,15,2,2,-,-,-,-,-,1812,1490,186,67,42,12,15,1812,1490,186,67,42,12,15,1810,1488,186,67,42,12,15,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,1,1～4人,618,578,31,5,4,-,-,2,2,-,-,-,-,-,616,576,31,5,4,-,-,616,576,31,5,4,-,-,615,575,31,5,4,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,2,5～9人,378,345,28,5,-,-,-,-,-,-,-,-,-,-,378,345,28,5,-,-,-,378,345,28,5,-,-,-,377,344,28,5,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,3,10～29人,465,366,65,21,11,2,-,-,-,-,-,-,-,-,465,366,65,21,11,2,-,465,366,65,21,11,2,-,465,366,65,21,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,4,30～49人,146,104,28,11,1,1,1,-,-,-,-,-,-,-,146,104,28,11,1,1,1,146,104,28,11,1,1,1,146,104,28,11,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,5,50～99人,117,65,23,12,12,2,3,-,-,-,-,-,-,-,117,65,23,12,12,2,3,117,65,23,12,12,2,3,117,65,23,12,12,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,6,100～299人,67,26,7,11,11,5,7,-,-,-,-,-,-,-,67,26,7,11,11,5,7,67,26,7,11,11,5,7,67,26,7,11,11,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,7,300人以上,18,8,-,1,3,2,4,-,-,-,-,-,-,-,18,8,-,1,3,2,4,18,8,-,1,3,2,4,18,8,-,1,3,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,支所・支社・支店,2,D,08,設備工事業,1,8,出向・派遣従業者のみ,5,-,4,1,-,-,-,-,-,-,-,-,-,-,5,-,4,1,-,-,-,5,-,4,1,-,-,-,5,-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
