産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,0,00,総数（資本金階級）,1011,2925,22,33,56,276,120,415,53,100,60,91,68,118,42,130,49,239,71,344,42,99,25,31,70,356
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,01,資本金300万円未満,101,128,5,10,7,7,13,23,8,9,6,6,8,10,6,6,10,10,7,7,11,20,5,5,12,12
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,02,資本金300万～500万円未満,296,356,8,10,20,23,42,47,17,21,27,38,29,36,20,22,13,15,30,38,16,19,9,12,31,39
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,03,資本金500万～1000万円未満,100,151,3,5,9,9,15,20,9,10,6,8,12,24,2,2,11,20,7,20,3,4,7,9,9,12
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,04,資本金1000万～3000万円未満,202,668,4,4,13,33,40,182,16,54,19,35,17,41,10,73,11,13,23,126,8,12,4,5,12,23
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,05,資本金3000万～5000万円未満,14,115,-,-,1,3,2,6,1,4,-,-,1,6,1,1,1,1,1,48,3,43,-,-,1,1
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,06,資本金5000万～1億円未満,21,593,1,3,4,123,4,88,-,-,1,3,-,-,3,26,1,178,1,103,-,-,-,-,3,61
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,07,資本金1億～3億円未満,3,124,-,-,1,77,1,46,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,08,資本金3億～10億円未満,1,207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,207
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,09,資本金10億～50億円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,9,91,（再掲）資本金1000万円以下,674,1184,20,29,47,54,105,250,45,54,56,85,63,89,37,101,43,54,66,189,37,51,25,31,63,85
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,9,92,（再掲）資本金5000万円以下,722,1625,21,32,51,104,114,362,51,98,58,87,67,117,41,129,46,59,68,239,41,98,25,31,67,147
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,9,93,（再掲）資本金1億円以下,736,2058,21,32,54,198,117,412,51,98,59,90,67,117,42,130,48,238,69,342,41,98,25,31,68,148
4,N,78,789,000,その他の洗濯・理容・美容・浴場業,9,94,（再掲）資本金3億円以下,737,2135,21,32,55,275,117,412,51,98,59,90,67,117,42,130,48,238,69,342,41,98,25,31,68,148
3,N,79,000,000,その他の生活関連サービス業,0,00,総数（資本金階級）,2731,7979,85,116,131,293,574,2899,161,229,159,302,203,420,154,200,180,281,261,586,104,437,71,108,294,1557
3,N,79,000,000,その他の生活関連サービス業,1,01,資本金300万円未満,161,238,7,7,7,7,34,36,15,15,6,7,14,14,11,11,15,16,14,14,7,7,5,6,16,87
3,N,79,000,000,その他の生活関連サービス業,1,02,資本金300万～500万円未満,540,636,19,20,30,36,84,86,35,36,42,48,45,60,49,52,63,70,59,100,24,27,9,10,39,41
3,N,79,000,000,その他の生活関連サービス業,1,03,資本金500万～1000万円未満,289,417,15,15,17,19,45,123,29,43,29,39,24,28,19,23,14,14,22,36,12,12,12,12,33,35
3,N,79,000,000,その他の生活関連サービス業,1,04,資本金1000万～3000万円未満,993,1690,30,42,63,100,198,565,64,91,63,98,85,115,59,65,77,99,110,161,43,55,34,57,111,196
3,N,79,000,000,その他の生活関連サービス業,1,05,資本金3000万～5000万円未満,177,737,6,7,3,3,60,496,7,8,7,23,15,28,6,20,2,11,23,98,5,6,9,21,30,53
3,N,79,000,000,その他の生活関連サービス業,1,06,資本金5000万～1億円未満,206,1137,7,14,4,10,89,698,6,11,9,29,13,66,9,27,6,10,19,79,7,18,1,1,33,161
3,N,79,000,000,その他の生活関連サービス業,1,07,資本金1億～3億円未満,87,998,-,-,5,58,36,259,4,24,3,58,6,108,1,2,-,-,9,93,2,6,-,-,22,450
3,N,79,000,000,その他の生活関連サービス業,1,08,資本金3億～10億円未満,27,402,-,-,2,60,14,166,-,-,-,-,-,-,-,-,1,59,2,2,1,2,-,-,7,171
3,N,79,000,000,その他の生活関連サービス業,1,09,資本金10億～50億円未満,10,566,1,11,-,-,7,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,362
3,N,79,000,000,その他の生活関連サービス業,1,10,資本金50億円以上,4,575,-,-,-,-,2,272,-,-,-,-,-,-,-,-,-,-,-,-,1,302,-,-,1,1
3,N,79,000,000,その他の生活関連サービス業,9,91,（再掲）資本金1000万円以下,1671,2510,56,67,98,138,296,653,122,156,118,163,144,176,126,138,148,176,170,267,65,80,53,72,156,305
3,N,79,000,000,その他の生活関連サービス業,9,92,（再掲）資本金5000万円以下,2214,4331,79,97,120,165,446,1801,152,197,148,216,185,268,148,175,173,213,234,465,92,109,69,106,238,431
3,N,79,000,000,その他の生活関連サービス業,9,93,（再掲）資本金1億円以下,2413,5437,84,105,127,186,531,2179,156,204,157,255,199,415,154,200,177,220,251,507,99,126,70,107,277,850
3,N,79,000,000,その他の生活関連サービス業,9,94,（再掲）資本金3億円以下,2454,5860,84,105,129,233,547,2270,160,228,159,302,202,419,154,200,177,220,256,581,100,131,70,107,284,1023
4,N,79,791,000,旅行業,0,00,総数（資本金階級）,1015,3261,40,48,48,56,274,1090,47,57,54,66,69,82,38,46,37,38,87,119,43,361,33,39,175,1178
4,N,79,791,000,旅行業,1,01,資本金300万円未満,12,12,2,2,-,-,6,6,1,1,-,-,-,-,2,2,-,-,1,1,-,-,-,-,1,1
4,N,79,791,000,旅行業,1,02,資本金300万～500万円未満,40,41,2,2,2,2,7,7,5,5,6,6,1,1,3,4,3,3,3,3,1,1,1,1,3,3
4,N,79,791,000,旅行業,1,03,資本金500万～1000万円未満,126,130,7,7,9,10,21,21,7,8,9,9,12,13,4,5,7,7,7,7,6,6,5,5,22,22
4,N,79,791,000,旅行業,1,04,資本金1000万～3000万円未満,470,525,18,18,30,30,101,118,25,29,28,30,41,46,19,20,24,24,45,55,22,23,20,21,73,88
4,N,79,791,000,旅行業,1,05,資本金3000万～5000万円未満,100,139,4,5,3,3,28,33,4,5,4,6,6,8,4,9,-,-,12,14,5,6,6,11,24,39
4,N,79,791,000,旅行業,1,06,資本金5000万～1億円未満,146,381,7,14,2,2,65,196,4,7,7,15,6,11,6,6,2,3,12,17,6,16,1,1,27,92
4,N,79,791,000,旅行業,1,07,資本金1億～3億円未満,57,667,-,-,2,9,27,202,1,2,-,-,2,2,-,-,-,-,4,19,1,5,-,-,20,442
4,N,79,791,000,旅行業,1,08,資本金3億～10億円未満,14,284,-,-,-,-,9,152,-,-,-,-,-,-,-,-,-,-,2,2,1,2,-,-,2,128
4,N,79,791,000,旅行業,1,09,資本金10億～50億円未満,7,523,-,-,-,-,5,161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,362
4,N,79,791,000,旅行業,1,10,資本金50億円以上,3,493,-,-,-,-,1,190,-,-,-,-,-,-,-,-,-,-,-,-,1,302,-,-,1,1
4,N,79,791,000,旅行業,9,91,（再掲）資本金1000万円以下,451,489,19,19,29,30,94,107,25,28,29,29,38,43,24,26,23,23,38,45,14,15,23,23,65,71
4,N,79,791,000,旅行業,9,92,（再掲）資本金5000万円以下,778,906,35,40,44,45,177,216,43,49,48,52,60,68,34,42,35,36,71,84,34,36,32,38,129,165
4,N,79,791,000,旅行業,9,93,（再掲）資本金1億円以下,927,1626,40,48,48,56,243,502,46,55,54,66,68,81,38,46,36,37,82,111,40,52,33,39,164,515
4,N,79,791,000,旅行業,9,94,（再掲）資本金3億円以下,952,1902,40,48,48,56,256,590,47,57,54,66,68,81,38,46,36,37,84,116,41,57,33,39,170,687
4,N,79,793,000,衣服裁縫修理業,0,00,総数（資本金階級）,120,509,3,3,1,46,15,276,6,15,8,57,8,10,12,13,13,22,10,26,2,5,5,12,4,5
4,N,79,793,000,衣服裁縫修理業,1,01,資本金300万円未満,12,16,1,1,-,-,1,3,2,2,1,2,-,-,1,1,3,4,-,-,1,1,1,1,-,-
4,N,79,793,000,衣服裁縫修理業,1,02,資本金300万～500万円未満,42,45,1,1,-,-,6,7,2,2,2,2,3,3,3,3,9,9,4,5,-,-,2,2,3,4
4,N,79,793,000,衣服裁縫修理業,1,03,資本金500万～1000万円未満,9,12,-,-,-,-,2,3,-,-,1,2,1,1,3,4,-,-,1,1,-,-,-,-,-,-
4,N,79,793,000,衣服裁縫修理業,1,04,資本金1000万～3000万円未満,29,325,-,-,-,-,6,263,2,11,3,5,4,6,5,5,1,9,4,19,1,4,1,4,-,-
4,N,79,793,000,衣服裁縫修理業,1,05,資本金3000万～5000万円未満,2,6,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-
4,N,79,793,000,衣服裁縫修理業,1,06,資本金5000万～1億円未満,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1
4,N,79,793,000,衣服裁縫修理業,1,07,資本金1億～3億円未満,1,46,-,-,1,46,-,-,-,-,1,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,793,000,衣服裁縫修理業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,793,000,衣服裁縫修理業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,793,000,衣服裁縫修理業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,793,000,衣服裁縫修理業,9,91,（再掲）資本金1000万円以下,90,346,2,2,-,-,13,224,6,15,7,11,8,10,12,13,13,22,9,25,2,5,4,7,3,4
4,N,79,793,000,衣服裁縫修理業,9,92,（再掲）資本金5000万円以下,96,406,3,3,-,-,15,276,6,15,7,11,8,10,12,13,13,22,10,26,2,5,5,12,4,5
4,N,79,793,000,衣服裁縫修理業,9,93,（再掲）資本金1億円以下,96,406,3,3,-,-,15,276,6,15,7,11,8,10,12,13,13,22,10,26,2,5,5,12,4,5
4,N,79,793,000,衣服裁縫修理業,9,94,（再掲）資本金3億円以下,97,452,3,3,1,46,15,276,6,15,8,57,8,10,12,13,13,22,10,26,2,5,5,12,4,5
4,N,79,794,000,物品預り業,0,00,総数（資本金階級）,23,80,-,-,1,1,4,51,3,3,-,-,2,2,3,5,1,1,4,7,-,-,-,-,1,1
4,N,79,794,000,物品預り業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,02,資本金300万～500万円未満,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,03,資本金500万～1000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,04,資本金1000万～3000万円未満,14,20,-,-,1,1,2,3,3,3,-,-,2,2,2,4,-,-,2,5,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,05,資本金3000万～5000万円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,07,資本金1億～3億円未満,2,48,-,-,-,-,1,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,N,79,794,000,物品預り業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,794,000,物品預り業,9,91,（再掲）資本金1000万円以下,17,20,-,-,1,1,2,3,3,3,-,-,2,2,3,5,1,1,3,3,-,-,-,-,-,-
4,N,79,794,000,物品預り業,9,92,（再掲）資本金5000万円以下,19,25,-,-,1,1,3,4,3,3,-,-,2,2,3,5,1,1,4,7,-,-,-,-,-,-
4,N,79,794,000,物品預り業,9,93,（再掲）資本金1億円以下,20,72,-,-,1,1,4,51,3,3,-,-,2,2,3,5,1,1,4,7,-,-,-,-,-,-
4,N,79,794,000,物品預り業,9,94,（再掲）資本金3億円以下,21,73,-,-,1,1,4,51,3,3,-,-,2,2,3,5,1,1,4,7,-,-,-,-,1,1
4,N,79,795,000,火葬・墓地管理業,0,00,総数（資本金階級）,48,100,1,2,1,1,13,45,2,2,2,4,5,14,4,4,1,1,3,3,2,3,4,5,2,2
4,N,79,795,000,火葬・墓地管理業,1,01,資本金300万円未満,7,7,-,-,-,-,3,3,-,-,-,-,-,-,1,1,-,-,1,1,1,1,1,1,-,-
4,N,79,795,000,火葬・墓地管理業,1,02,資本金300万～500万円未満,10,20,-,-,1,1,1,1,-,-,2,4,1,9,1,1,-,-,1,1,-,-,-,-,2,2
4,N,79,795,000,火葬・墓地管理業,1,03,資本金500万～1000万円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,795,000,火葬・墓地管理業,1,04,資本金1000万～3000万円未満,15,18,1,2,-,-,3,3,1,1,-,-,3,4,2,2,1,1,1,1,1,2,2,2,-,-
4,N,79,795,000,火葬・墓地管理業,1,05,資本金3000万～5000万円未満,3,5,-,-,-,-,1,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,2,-,-
4,N,79,795,000,火葬・墓地管理業,1,06,資本金5000万～1億円未満,4,5,-,-,-,-,2,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,795,000,火葬・墓地管理業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,795,000,火葬・墓地管理業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,795,000,火葬・墓地管理業,1,09,資本金10億～50億円未満,2,32,-,-,-,-,2,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,795,000,火葬・墓地管理業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,795,000,火葬・墓地管理業,9,91,（再掲）資本金1000万円以下,28,39,-,-,1,1,8,8,-,-,2,4,3,11,4,4,1,1,2,2,2,3,2,2,2,2
4,N,79,795,000,火葬・墓地管理業,9,92,（再掲）資本金5000万円以下,36,51,1,2,1,1,9,10,1,1,2,4,5,14,4,4,1,1,3,3,2,3,4,5,2,2
4,N,79,795,000,火葬・墓地管理業,9,93,（再掲）資本金1億円以下,40,56,1,2,1,1,11,13,2,2,2,4,5,14,4,4,1,1,3,3,2,3,4,5,2,2
4,N,79,795,000,火葬・墓地管理業,9,94,（再掲）資本金3億円以下,40,56,1,2,1,1,11,13,2,2,2,4,5,14,4,4,1,1,3,3,2,3,4,5,2,2
4,N,79,796,000,冠婚葬祭業,0,00,総数（資本金階級）,662,1213,11,11,25,38,100,229,52,90,60,125,52,116,58,88,72,98,73,90,28,31,15,31,50,124
4,N,79,796,000,冠婚葬祭業,1,01,資本金300万円未満,35,35,-,-,1,1,4,4,2,2,2,2,3,3,3,3,7,7,5,5,3,3,2,2,2,2
4,N,79,796,000,冠婚葬祭業,1,02,資本金300万～500万円未満,222,241,4,4,10,12,27,27,14,15,19,21,23,27,27,29,31,36,22,22,13,13,2,2,17,18
4,N,79,796,000,冠婚葬祭業,1,03,資本金500万～1000万円未満,68,73,3,3,1,1,10,10,11,14,12,14,2,2,6,6,2,2,7,7,3,3,5,5,5,5
4,N,79,796,000,冠婚葬祭業,1,04,資本金1000万～3000万円未満,238,372,3,3,12,20,45,71,20,33,23,48,17,33,18,20,26,35,34,47,6,8,5,19,17,33
4,N,79,796,000,冠婚葬祭業,1,05,資本金3000万～5000万円未満,26,107,1,1,-,-,7,19,2,2,2,16,3,12,1,8,2,11,1,1,-,-,1,3,4,12
4,N,79,796,000,冠婚葬祭業,1,06,資本金5000万～1億円未満,19,117,-,-,1,4,5,13,1,3,1,13,3,38,2,20,3,6,1,1,1,2,-,-,1,17
4,N,79,796,000,冠婚葬祭業,1,07,資本金1億～3億円未満,10,50,-,-,-,-,-,-,2,21,1,11,1,1,1,2,-,-,3,7,1,1,-,-,1,7
4,N,79,796,000,冠婚葬祭業,1,08,資本金3億～10億円未満,4,33,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,30
4,N,79,796,000,冠婚葬祭業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,796,000,冠婚葬祭業,1,10,資本金50億円以上,1,82,-,-,-,-,1,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,79,796,000,冠婚葬祭業,9,91,（再掲）資本金1000万円以下,506,625,10,10,23,32,73,86,40,51,50,75,42,52,48,52,61,73,60,72,24,26,14,28,35,50
4,N,79,796,000,冠婚葬祭業,9,92,（再掲）資本金5000万円以下,596,852,11,11,24,34,94,137,50,69,58,101,49,87,56,67,69,92,70,83,26,29,15,31,45,70
4,N,79,796,000,冠婚葬祭業,9,93,（再掲）資本金1億円以下,614,971,11,11,25,38,98,144,50,69,60,125,51,115,58,88,71,97,72,88,27,30,15,31,47,94
4,N,79,796,000,冠婚葬祭業,9,94,（再掲）資本金3億円以下,618,995,11,11,25,38,98,144,52,90,60,125,52,116,58,88,71,97,73,90,27,30,15,31,47,94
5,N,79,796,79A,葬儀業,0,00,総数（資本金階級）,569,821,9,9,23,29,73,101,50,67,56,104,48,94,52,75,63,82,71,88,27,30,14,28,31,32
5,N,79,796,79A,葬儀業,1,01,資本金300万円未満,30,30,-,-,1,1,2,2,2,2,2,2,3,3,3,3,6,6,5,5,2,2,2,2,1,1
5,N,79,796,79A,葬儀業,1,02,資本金300万～500万円未満,211,228,3,3,9,11,24,24,14,15,19,21,23,27,25,27,29,32,22,22,13,13,2,2,15,16
5,N,79,796,79A,葬儀業,1,03,資本金500万～1000万円未満,64,69,2,2,1,1,9,9,11,14,11,13,2,2,6,6,2,2,7,7,3,3,5,5,4,4
5,N,79,796,79A,葬儀業,1,04,資本金1000万～3000万円未満,211,312,3,3,11,12,35,59,20,33,22,44,16,28,15,17,22,30,34,47,6,8,5,19,10,10
5,N,79,796,79A,葬儀業,1,05,資本金3000万～5000万円未満,11,24,1,1,-,-,2,5,2,2,-,-,2,7,-,-,1,6,1,1,-,-,-,-,1,1
5,N,79,796,79A,葬儀業,1,06,資本金5000万～1億円未満,9,72,-,-,1,4,1,2,-,-,1,13,1,26,2,20,2,5,-,-,1,2,-,-,-,-
5,N,79,796,79A,葬儀業,1,07,資本金1億～3億円未満,7,22,-,-,-,-,-,-,1,1,1,11,1,1,1,2,-,-,2,6,1,1,-,-,-,-
5,N,79,796,79A,葬儀業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79A,葬儀業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79A,葬儀業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79A,葬儀業,9,91,（再掲）資本金1000万円以下,472,564,8,8,21,23,60,73,40,51,49,74,41,47,45,49,58,68,60,72,23,25,14,28,27,28
5,N,79,796,79A,葬儀業,9,92,（再掲）資本金5000万円以下,529,666,9,9,22,25,72,99,49,66,54,80,46,67,50,54,60,76,69,82,25,28,14,28,31,32
5,N,79,796,79A,葬儀業,9,93,（再掲）資本金1億円以下,540,753,9,9,23,29,73,101,49,66,56,104,47,93,52,75,62,81,70,86,26,29,14,28,31,32
5,N,79,796,79A,葬儀業,9,94,（再掲）資本金3億円以下,543,757,9,9,23,29,73,101,50,67,56,104,48,94,52,75,62,81,71,88,26,29,14,28,31,32
5,N,79,796,79B,結婚式場業,0,00,総数（資本金階級）,64,312,1,1,-,-,21,116,2,23,2,6,3,12,2,2,4,9,2,2,-,-,-,-,16,85
5,N,79,796,79B,結婚式場業,1,01,資本金300万円未満,3,3,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
5,N,79,796,79B,結婚式場業,1,02,資本金300万～500万円未満,5,5,-,-,-,-,2,2,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1
5,N,79,796,79B,結婚式場業,1,03,資本金500万～1000万円未満,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
5,N,79,796,79B,結婚式場業,1,04,資本金1000万～3000万円未満,18,42,-,-,-,-,8,8,-,-,1,4,1,5,1,1,1,2,-,-,-,-,-,-,6,22
5,N,79,796,79B,結婚式場業,1,05,資本金3000万～5000万円未満,10,48,-,-,-,-,4,9,-,-,1,2,1,5,-,-,1,5,-,-,-,-,-,-,2,6
5,N,79,796,79B,結婚式場業,1,06,資本金5000万～1億円未満,8,34,-,-,-,-,3,10,1,3,-,-,1,2,-,-,1,1,1,1,-,-,-,-,1,17
5,N,79,796,79B,結婚式場業,1,07,資本金1億～3億円未満,3,28,-,-,-,-,-,-,1,20,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,7
5,N,79,796,79B,結婚式場業,1,08,資本金3億～10億円未満,4,33,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,30
5,N,79,796,79B,結婚式場業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79B,結婚式場業,1,10,資本金50億円以上,1,82,-,-,-,-,1,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79B,結婚式場業,9,91,（再掲）資本金1000万円以下,22,40,1,1,-,-,10,10,-,-,-,-,1,5,2,2,1,1,-,-,-,-,-,-,7,21
5,N,79,796,79B,結婚式場業,9,92,（再掲）資本金5000万円以下,42,111,1,1,-,-,17,27,1,3,2,6,2,10,2,2,4,9,1,1,-,-,-,-,11,31
5,N,79,796,79B,結婚式場業,9,93,（再掲）資本金1億円以下,48,142,1,1,-,-,19,31,1,3,2,6,3,12,2,2,4,9,2,2,-,-,-,-,13,55
5,N,79,796,79B,結婚式場業,9,94,（再掲）資本金3億円以下,49,162,1,1,-,-,19,31,2,23,2,6,3,12,2,2,4,9,2,2,-,-,-,-,13,55
5,N,79,796,79C,冠婚葬祭互助会,0,00,総数（資本金階級）,29,80,1,1,2,9,6,12,-,-,2,15,1,10,4,11,5,7,-,-,1,1,1,3,3,7
5,N,79,796,79C,冠婚葬祭互助会,1,01,資本金300万円未満,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,1,02,資本金300万～500万円未満,6,8,1,1,1,1,1,1,-,-,-,-,-,-,1,1,1,3,-,-,-,-,-,-,1,1
5,N,79,796,79C,冠婚葬祭互助会,1,03,資本金500万～1000万円未満,2,2,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,1,04,資本金1000万～3000万円未満,9,18,-,-,1,8,2,4,-,-,-,-,-,-,2,2,3,3,-,-,-,-,-,-,1,1
5,N,79,796,79C,冠婚葬祭互助会,1,05,資本金3000万～5000万円未満,5,35,-,-,-,-,1,5,-,-,1,14,-,-,1,8,-,-,-,-,-,-,1,3,1,5
5,N,79,796,79C,冠婚葬祭互助会,1,06,資本金5000万～1億円未満,2,11,-,-,-,-,1,1,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,79,796,79C,冠婚葬祭互助会,9,91,（再掲）資本金1000万円以下,12,21,1,1,2,9,3,3,-,-,1,1,-,-,1,1,2,4,-,-,1,1,-,-,1,1
5,N,79,796,79C,冠婚葬祭互助会,9,92,（再掲）資本金5000万円以下,25,75,1,1,2,9,5,11,-,-,2,15,1,10,4,11,5,7,-,-,1,1,1,3,3,7
5,N,79,796,79C,冠婚葬祭互助会,9,93,（再掲）資本金1億円以下,26,76,1,1,2,9,6,12,-,-,2,15,1,10,4,11,5,7,-,-,1,1,1,3,3,7
5,N,79,796,79C,冠婚葬祭互助会,9,94,（再掲）資本金3億円以下,26,76,1,1,2,9,6,12,-,-,2,15,1,10,4,11,5,7,-,-,1,1,1,3,3,7
4,N,79,799,000,他に分類されない生活関連サービス業,0,00,総数（資本金階級）,863,2816,30,52,55,151,168,1208,51,62,35,50,67,196,39,44,56,121,84,341,29,37,14,21,62,247
4,N,79,799,000,他に分類されない生活関連サービス業,1,01,資本金300万円未満,95,168,4,4,6,6,20,20,10,10,3,3,11,11,4,4,5,5,7,7,2,2,1,2,13,84
