産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,民営の合計／事業所数（事業所）,民営の合計／従業者数／民営の合計（人）,民営の合計／従業者数／男（人）,民営の合計／従業者数／女（人）,民営の合計／従業者数／うち常用雇用者／民営の合計（人）,民営の合計／従業者数／うち常用雇用者／男（人）,民営の合計／従業者数／うち常用雇用者／女（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数／総数（人）,民営／個人／従業者数／男（人）,民営／個人／従業者数／女（人）,民営／個人／従業者数／うち常用雇用者数／総数（人）,民営／個人／従業者数／うち常用雇用者数／男（人）,民営／個人／従業者数／うち常用雇用者数／女（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数／総数（人）,民営／法人／従業者数／男（人）,民営／法人／従業者数／女（人）,民営／法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／従業者数／うち常用雇用者数／男（人）,民営／法人／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数／総数（人）,民営／法人／会社／従業者数／男（人）,民営／法人／会社／従業者数／女（人）,民営／法人／会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／女（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合名・合資会社／事業所数（事業所）,民営／法人／会社／合名・合資会社／従業者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／女（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数／総数（人）,民営／法人／会社／合同会社／従業者数／男（人）,民営／法人／会社／合同会社／従業者数／女（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数／総数（人）,民営／法人／会社／外国の会社／従業者数／男（人）,民営／法人／会社／外国の会社／従業者数／女（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数／総数（人）,民営／法人／会社以外の法人／従業者数／男（人）,民営／法人／会社以外の法人／従業者数／女（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数／総数（人）,民営／法人でない団体／従業者数／男（人）,民営／法人でない団体／従業者数／女（人）,民営／法人でない団体／従業者数／うち常用雇用者数／総数（人）,民営／法人でない団体／従業者数／うち常用雇用者数／男（人）,民営／法人でない団体／従業者数／うち常用雇用者数／女（人）,国・地方公共団体の合計／事業所数（事業所）,国・地方公共団体の合計／従業者数（人）,国・地方公共団体の合計／従業者数／男（人）,国・地方公共団体の合計／従業者数／女（人）,国・地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／国／従業者数／男（人）,国・地方公共団体／国／従業者数／女（人）,国・地方公共団体／国／従業者数／うち常用雇用者（人）,国・地方公共団体／国／従業者数／うち常用雇用者／男（人）,国・地方公共団体／国／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体の合計／事業所数（事業所）,国・地方公共団体／地方公共団体の合計／業者数（人）,国・地方公共団体／地方公共団体の合計／従業者数／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／女（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／業者数（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／女（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／区市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／区市町村／業者数（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／女（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／女（人）
4,O,82,82A,公民館,93,734,323,411,704,320,384,7,70,27,43,69,26,43,-,-,-,-,-,-,-,6,59,25,34,58,24,34,4,40,13,27,39,12,27,4,40,13,27,39,12,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,19,12,7,19,12,7,1,11,2,9,11,2,9,86,664,296,368,635,294,341,-,-,-,-,-,-,-,86,664,296,368,635,294,341,-,-,-,-,-,-,-,86,664,296,368,635,294,341,-,-,-,-,-,-,-
4,O,82,82B,図書館,397,8184,2551,5633,7712,2474,5238,155,3155,1039,2116,3103,1017,2086,-,-,-,-,-,-,-,155,3155,1039,2116,3103,1017,2086,125,2481,821,1660,2457,812,1645,125,2481,821,1660,2457,812,1645,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,674,218,456,646,205,441,-,-,-,-,-,-,-,242,5029,1512,3517,4609,1457,3152,17,1010,450,560,1009,450,559,225,4019,1062,2957,3600,1007,2593,4,202,61,141,202,61,141,221,3817,1001,2816,3398,946,2452,-,-,-,-,-,-,-
4,O,82,82C,博物館，美術館,311,4078,1645,2433,3498,1485,2013,222,3292,1225,2067,2763,1071,1692,12,30,12,18,9,4,5,208,3234,1204,2030,2734,1060,1674,60,577,171,406,525,144,381,59,574,170,404,523,144,379,1,3,1,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,2657,1033,1624,2209,916,1293,2,28,9,19,20,7,13,89,786,420,366,735,414,321,4,110,72,38,110,72,38,85,676,348,328,625,342,283,5,45,29,16,45,29,16,79,624,315,309,573,309,264,1,7,4,3,7,4,3
4,O,82,82D,動物園，植物園，水族館,28,1432,555,877,1346,538,808,22,1410,539,871,1324,522,802,-,-,-,-,-,-,-,22,1410,539,871,1324,522,802,16,411,151,260,329,138,191,16,411,151,260,329,138,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,999,388,611,995,384,611,-,-,-,-,-,-,-,6,22,16,6,22,16,6,-,-,-,-,-,-,-,6,22,16,6,22,16,6,1,2,1,1,2,1,1,5,20,15,5,20,15,5,-,-,-,-,-,-,-
4,O,82,82E,その他の社会教育,132,2047,980,1067,1472,698,774,92,1646,759,887,1090,485,605,2,6,2,4,3,-,3,85,1616,747,869,1064,476,588,42,718,348,370,469,189,280,42,718,348,370,469,189,280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,898,399,499,595,287,308,5,24,10,14,23,9,14,40,401,221,180,382,213,169,-,-,-,-,-,-,-,40,401,221,180,382,213,169,-,-,-,-,-,-,-,40,401,221,180,382,213,169,-,-,-,-,-,-,-
3,O,82,822,職業・教育支援施設,682,16604,11691,4913,15538,11080,4458,587,9918,6609,3309,8884,6013,2871,9,48,12,36,35,4,31,573,9839,6574,3265,8840,6006,2834,449,7528,5089,2439,6774,4624,2150,443,7514,5084,2430,6764,4623,2141,-,-,-,-,-,-,-,5,11,4,7,8,1,7,1,3,1,2,2,-,2,124,2311,1485,826,2066,1382,684,5,31,23,8,9,3,6,95,6686,5082,1604,6654,5067,1587,28,3406,2814,592,3403,2814,589,67,3280,2268,1012,3251,2253,998,11,2189,1763,426,2189,1763,426,55,1065,493,572,1036,478,558,1,26,12,14,26,12,14
3,O,82,823,学習塾,4984,56076,31085,24985,43667,24199,19462,4984,56076,31085,24985,43667,24199,19462,1890,8428,3175,5253,5207,1864,3343,3089,47618,27898,19714,38438,22329,16103,3077,47514,27847,19661,38347,22288,16053,3048,47337,27721,19610,38218,22194,16018,8,50,27,23,25,14,11,21,127,99,28,104,80,24,-,-,-,-,-,-,-,12,104,51,53,91,41,50,5,30,12,18,22,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,824,教養・技能教授業,8859,52897,19310,33587,38169,13709,24460,8859,52897,19310,33587,38169,13709,24460,4751,10137,2988,7149,3756,937,2819,4066,42593,16276,26317,34289,12750,21539,3812,40122,15296,24826,32412,12037,20375,3766,39961,15211,24750,32307,11981,20326,15,44,23,21,23,9,14,30,116,62,54,82,47,35,1,1,-,1,-,-,-,254,2471,980,1491,1877,713,1164,42,167,46,121,124,22,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82F,音楽教授業,1791,6134,1650,4484,3688,806,2882,1791,6134,1650,4484,3688,806,2882,1266,2352,503,1849,752,125,627,524,3781,1147,2634,2936,681,2255,498,3371,1027,2344,2566,579,1987,495,3366,1023,2343,2564,577,1987,1,2,1,1,-,-,-,2,3,3,-,2,2,-,-,-,-,-,-,-,-,26,410,120,290,370,102,268,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82G,書道教授業,593,1142,336,806,393,97,296,593,1142,336,806,393,97,296,530,782,230,552,135,33,102,59,342,105,237,243,64,179,44,291,87,204,203,52,151,44,291,87,204,203,52,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,51,18,33,40,12,28,4,18,1,17,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82H,生花・茶道教授業,306,659,158,501,287,80,207,306,659,158,501,287,80,207,258,373,47,326,74,6,68,47,281,106,175,212,73,139,32,161,64,97,107,38,69,31,158,63,95,105,37,68,-,-,-,-,-,-,-,1,3,1,2,2,1,1,-,-,-,-,-,-,-,15,120,42,78,105,35,70,1,5,5,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82J,そろばん教授業,404,892,358,534,387,100,287,404,892,358,534,387,100,287,362,754,330,424,281,83,198,42,138,28,110,106,17,89,40,135,27,108,104,17,87,40,135,27,108,104,17,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82K,外国語会話教授業,1144,9208,3376,5832,7486,2687,4799,1144,9208,3376,5832,7486,2687,4799,343,871,290,581,385,123,262,800,8336,3085,5251,7101,2564,4537,792,8163,3031,5132,6964,2522,4442,784,8117,3010,5107,6929,2506,4423,3,18,9,9,16,7,9,5,28,12,16,19,9,10,-,-,-,-,-,-,-,8,173,54,119,137,42,95,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82L,スポーツ・健康教授業,1279,13735,7098,6637,10787,5485,5302,1279,13735,7098,6637,10787,5485,5302,313,811,489,322,352,191,161,952,12875,6589,6286,10397,5281,5116,868,12224,6211,6013,9901,5004,4897,854,12166,6167,5999,9860,4971,4889,2,7,4,3,-,-,-,12,51,40,11,41,33,8,-,-,-,-,-,-,-,84,651,378,273,496,277,219,14,49,20,29,38,13,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82M,その他の教養・技能教授業,3342,21127,6334,14793,15141,4454,10687,3342,21127,6334,14793,15141,4454,10687,1679,4194,1099,3095,1777,376,1401,1642,16840,5216,11624,13294,4070,9224,1538,15777,4849,10928,12567,3825,8742,1518,15728,4834,10894,12542,3821,8721,9,17,9,8,7,2,5,10,31,6,25,18,2,16,1,1,-,1,-,-,-,104,1063,367,696,727,245,482,21,93,19,74,70,8,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,829,他に分類されない教育，学習支援業,878,15158,8106,7052,12705,6703,6002,859,14993,8040,6953,12540,6637,5903,49,173,68,105,96,31,65,800,14776,7943,6833,12404,6579,5825,658,13461,7213,6248,11442,6028,5414,648,13435,7195,6240,11430,6019,5411,2,6,4,2,1,-,1,7,19,14,5,11,9,2,1,1,-,1,-,-,-,142,1315,730,585,962,551,411,10,44,29,15,40,27,13,19,165,66,99,165,66,99,-,-,-,-,-,-,-,19,165,66,99,165,66,99,1,70,34,36,70,34,36,18,95,32,63,95,32,63,-,-,-,-,-,-,-
1,P,00,000,医療，福祉,50026,861346,252730,607514,769131,208279,559771,47575,788337,239041,548194,699864,194957,503826,21288,99837,32298,67539,70135,12994,57141,26200,687686,206461,480123,629022,181730,446211,10849,182038,54105,127571,163077,48066,114670,10599,180260,53506,126392,161707,47643,113723,43,335,90,245,266,61,205,205,1437,504,933,1100,358,742,2,6,5,1,4,4,-,15351,505648,152356,352552,465945,133664,331541,87,814,282,532,707,233,474,2451,73009,13689,59320,69267,13322,55945,10,1537,626,911,1537,626,911,2441,71472,13063,58409,67730,12696,55034,59,12893,4058,8835,12893,4058,8835,2379,56952,8544,48408,53210,8177,45033,3,1627,461,1166,1627,461,1166
2,P,83,000,医療業,33121,457097,148745,307729,395032,111689,282734,33079,441488,144040,296825,379523,107050,271864,20990,97238,31922,65316,68081,12747,55334,12056,343908,111967,231318,311153,94181,216363,4122,38836,19194,19624,33659,16089,17566,4048,38532,19045,19469,33462,16005,17453,17,42,24,18,20,9,11,56,257,120,137,173,71,102,1,5,5,-,4,4,-,7934,305072,92773,211694,277494,78092,198797,33,342,151,191,289,122,167,42,15609,4705,10904,15509,4639,10870,8,1444,580,864,1444,580,864,34,14165,4125,10040,14065,4059,10006,10,9359,2860,6499,9359,2860,6499,21,3179,804,2375,3079,738,2341,3,1627,461,1166,1627,461,1166
3,P,83,830,管理，補助的経済活動を行う事業所,67,3660,1314,2346,3509,1183,2326,67,3660,1314,2346,3509,1183,2326,3,4,2,2,2,1,1,64,3656,1312,2344,3507,1182,2325,15,74,44,30,59,34,25,15,74,44,30,59,34,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,3582,1268,2314,3448,1148,2300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,831,病院,662,220318,67714,151999,211540,62567,148368,640,204938,63074,141259,196259,57993,137661,28,2497,792,1705,2387,713,1674,612,202441,62282,139554,193872,57280,135987,8,3687,1010,2677,3613,957,2656,8,3687,1010,2677,3613,957,2656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,604,198754,61272,136877,190259,56323,133331,-,-,-,-,-,-,-,22,15380,4640,10740,15281,4574,10707,3,1389,566,823,1389,566,823,19,13991,4074,9917,13892,4008,9884,10,9359,2860,6499,9359,2860,6499,6,3005,753,2252,2906,687,2219,3,1627,461,1166,1627,461,1166
3,P,83,832,一般診療所,10949,120593,34861,85714,96569,21939,74626,10933,120400,34806,85576,96377,21884,74489,6125,41193,10301,30892,31434,4623,26811,4781,78907,24384,54505,64693,17168,47521,103,2493,1571,904,2408,1538,866,102,2490,1569,903,2405,1536,865,-,-,-,-,-,-,-,1,3,2,1,3,2,1,-,-,-,-,-,-,-,4678,76414,22813,53601,62285,15630,46655,27,300,121,179,250,93,157,16,193,55,138,192,55,137,4,51,12,39,51,12,39,12,142,43,99,141,43,98,-,-,-,-,-,-,-,12,142,43,99,141,43,98,-,-,-,-,-,-,-
3,P,83,833,歯科診療所,10064,59968,18186,41782,44651,8577,36074,10062,59963,18184,41779,44646,8575,36071,7768,37694,11675,26019,26885,4393,22492,2290,22238,6487,15751,17732,4160,13572,30,167,91,76,133,77,56,30,167,91,76,133,77,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2260,22071,6396,15675,17599,4083,13516,4,31,22,9,29,22,7,2,5,2,3,5,2,3,1,4,2,2,4,2,2,1,1,-,1,1,-,1,-,-,-,-,-,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-
3,P,83,834,助産・看護業,489,6182,1201,4981,5501,1023,4478,488,6169,1201,4968,5488,1023,4465,31,110,2,108,57,2,55,457,6059,1199,4860,5431,1021,4410,218,3264,829,2435,2910,723,2187,215,3240,826,2414,2888,722,2166,-,-,-,-,-,-,-,3,24,3,21,22,1,21,-,-,-,-,-,-,-,239,2795,370,2425,2521,298,2223,-,-,-,-,-,-,-,1,13,-,13,13,-,13,-,-,-,-,-,-,-,1,13,-,13,13,-,13,-,-,-,-,-,-,-,1,13,-,13,13,-,13,-,-,-,-,-,-,-
4,P,83,83A,助産所,36,183,17,166,110,12,98,36,183,17,166,110,12,98,31,110,2,108,57,2,55,5,73,15,58,53,10,43,3,33,12,21,27,10,17,3,33,12,21,27,10,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,40,3,37,26,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83B,看護業,453,5999,1184,4815,5391,1011,4380,452,5986,1184,4802,5378,1011,4367,-,-,-,-,-,-,-,452,5986,1184,4802,5378,1011,4367,215,3231,817,2414,2883,713,2170,212,3207,814,2393,2861,712,2149,-,-,-,-,-,-,-,3,24,3,21,22,1,21,-,-,-,-,-,-,-,237,2755,367,2388,2495,298,2197,-,-,-,-,-,-,-,1,13,-,13,13,-,13,-,-,-,-,-,-,-,1,13,-,13,13,-,13,-,-,-,-,-,-,-,1,13,-,13,13,-,13,-,-,-,-,-,-,-
3,P,83,835,療術業,10096,34497,19191,15306,22479,10895,11584,10096,34497,19191,15306,22479,10895,11584,6820,15302,8846,6456,7137,2922,4215,3275,19189,10340,8849,15337,7969,7368,3214,18873,10181,8692,15062,7836,7226,3148,18628,10052,8576,14918,7767,7151,16,40,23,17,20,9,11,49,200,101,99,120,56,64,1,5,5,-,4,4,-,61,316,159,157,275,133,142,1,6,5,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,836,医療に附帯するサービス業,794,11879,6278,5601,10783,5505,5278,793,11861,6270,5591,10765,5497,5268,215,438,304,134,179,93,86,577,11418,5963,5455,10581,5401,5180,534,10278,5468,4810,9474,4924,4550,530,10246,5453,4793,9446,4912,4534,1,2,1,1,-,-,-,3,30,14,16,28,12,16,-,-,-,-,-,-,-,43,1140,495,645,1107,477,630,1,5,3,2,5,3,2,1,18,8,10,18,8,10,-,-,-,-,-,-,-,1,18,8,10,18,8,10,-,-,-,-,-,-,-,1,18,8,10,18,8,10,-,-,-,-,-,-,-
4,P,83,83C,歯科技工所,542,2591,1738,853,1850,1187,663,542,2591,1738,853,1850,1187,663,212,433,301,132,177,92,85,330,2158,1437,721,1673,1095,578,327,2098,1386,712,1614,1045,569,324,2083,1380,703,1603,1042,561,1,2,1,1,-,-,-,2,13,5,8,11,3,8,-,-,-,-,-,-,-,3,60,51,9,59,50,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83D,その他の医療に附帯するサービス業,252,9288,4540,4748,8933,4318,4615,251,9270,4532,4738,8915,4310,4605,3,5,3,2,2,1,1,247,9260,4526,4734,8908,4306,4602,207,8180,4082,4098,7860,3879,3981,206,8163,4073,4090,7843,3870,3973,-,-,-,-,-,-,-,1,17,9,8,17,9,8,-,-,-,-,-,-,-,40,1080,444,636,1048,427,621,1,5,3,2,5,3,2,1,18,8,10,18,8,10,-,-,-,-,-,-,-,1,18,8,10,18,8,10,-,-,-,-,-,-,-,1,18,8,10,18,8,10,-,-,-,-,-,-,-
2,P,84,000,保健衛生,593,21435,7560,13875,18105,6568,11537,442,13107,5293,7814,11073,4482,6591,63,205,58,147,80,17,63,374,12847,5219,7628,10940,4449,6491,217,5501,2708,2793,4852,2431,2421,215,5500,2707,2793,4852,2431,2421,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,157,7346,2511,4835,6088,2018,4070,5,55,16,39,53,16,37,151,8328,2267,6061,7032,2086,4946,2,93,46,47,93,46,47,149,8235,2221,6014,6939,2040,4899,25,1432,580,852,1432,580,852,124,6803,1641,5162,5507,1460,4047,-,-,-,-,-,-,-
3,P,84,840,管理，補助的経済活動を行う事業所,5,75,43,32,59,29,30,5,75,43,32,59,29,30,-,-,-,-,-,-,-,5,75,43,32,59,29,30,2,2,1,1,-,-,-,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,73,42,31,59,29,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,84,841,保健所,40,3107,1071,2036,2850,1026,1824,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,3107,1071,2036,2850,1026,1824,-,-,-,-,-,-,-,40,3107,1071,2036,2850,1026,1824,11,781,222,559,781,222,559,29,2326,849,1477,2069,804,1265,-,-,-,-,-,-,-
3,P,84,842,健康相談施設,472,16428,5408,11020,13468,4534,8934,375,11717,4527,7190,9790,3789,6001,63,205,58,147,80,17,63,307,11457,4453,7004,9657,3756,5901,163,4690,2271,2419,4116,2037,2079,161,4689,2270,2419,4116,2037,2079,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,144,6767,2182,4585,5541,1719,3822,5,55,16,39,53,16,37,97,4711,881,3830,3678,745,2933,-,-,-,-,-,-,-,97,4711,881,3830,3678,745,2933,4,260,93,167,260,93,167,93,4451,788,3663,3418,652,2766,-,-,-,-,-,-,-
3,P,84,849,その他の保健衛生,76,1825,1038,787,1728,979,749,62,1315,723,592,1224,664,560,-,-,-,-,-,-,-,62,1315,723,592,1224,664,560,52,809,436,373,736,394,342,52,809,436,373,736,394,342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,506,287,219,488,270,218,-,-,-,-,-,-,-,14,510,315,195,504,315,189,2,93,46,47,93,46,47,12,417,269,148,411,269,142,10,391,265,126,391,265,126,2,26,4,22,20,4,16,-,-,-,-,-,-,-
2,P,85,000,社会保険・社会福祉・介護事業,16312,382814,96425,285910,355994,90022,265500,14054,333742,89708,243555,309268,83425,225371,235,2394,318,2076,1974,230,1744,13770,330931,89275,241177,306929,83100,223357,6510,137701,32203,105154,124566,29546,94683,6336,136228,31754,104130,123393,29207,93849,26,293,66,227,246,52,194,147,1179,383,796,927,287,640,1,1,-,1,-,-,-,7260,193230,57072,136023,182363,53554,128674,49,417,115,302,365,95,270,2258,49072,6717,42355,46726,6597,40129,-,-,-,-,-,-,-,2258,49072,6717,42355,46726,6597,40129,24,2102,618,1484,2102,618,1484,2234,46970,6099,40871,44624,5979,38645,-,-,-,-,-,-,-
3,P,85,850,管理，補助的経済活動を行う事業所,87,1888,731,1157,1631,635,996,87,1888,731,1157,1631,635,996,-,-,-,-,-,-,-,87,1888,731,1157,1631,635,996,58,1553,572,981,1345,511,834,58,1553,572,981,1345,511,834,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,335,159,176,286,124,162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,851,社会保険事業団体,547,14373,7727,6646,13687,7143,6544,547,14373,7727,6646,13687,7143,6544,-,-,-,-,-,-,-,547,14373,7727,6646,13687,7143,6544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,547,14373,7727,6646,13687,7143,6544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
