産業分類階層,大分類,中分類,小分類,分類名,東京都／総数（民営＋国、地方公共団体）／事業所数（事業所）,東京都／総数（民営＋国、地方公共団体）／従業者数（人）,区部／経営組織／民営／事業所数（事業所）,区部／経営組織／民営／従業者数（人）,千代田区／経営組織／民営／事業所数（事業所）,千代田区／経営組織／民営／従業者数（人）,中央区／経営組織／民営／事業所数（事業所）,中央区／経営組織／民営／従業者数（人）,港区／経営組織／民営／事業所数（事業所）,港区／経営組織／民営／従業者数（人）,新宿区／経営組織／民営／事業所数（事業所）,新宿区／経営組織／民営／従業者数（人）,文京区／経営組織／民営／事業所数（事業所）,文京区／経営組織／民営／従業者数（人）,台東区／経営組織／民営／事業所数（事業所）,台東区／経営組織／民営／従業者数（人）,墨田区／経営組織／民営／事業所数（事業所）,墨田区／経営組織／民営／従業者数（人）,江東区／経営組織／民営／事業所数（事業所）,江東区／経営組織／民営／従業者数（人）,品川区／経営組織／民営／事業所数（事業所）,品川区／経営組織／民営／従業者数（人）,目黒区／経営組織／民営／事業所数（事業所）,目黒区／経営組織／民営／従業者数（人）,大田区／経営組織／民営／事業所数（事業所）,大田区／経営組織／民営／従業者数（人）,世田谷区／経営組織／民営／事業所数（事業所）,世田谷区／経営組織／民営／従業者数（人）,渋谷区／経営組織／民営／事業所数（事業所）,渋谷区／経営組織／民営／従業者数（人）,中野区／経営組織／民営／事業所数（事業所）,中野区／経営組織／民営／従業者数（人）,杉並区／経営組織／民営／事業所数（事業所）,杉並区／経営組織／民営／従業者数（人）,豊島区／経営組織／民営／事業所数（事業所）,豊島区／経営組織／民営／従業者数（人）,北区／経営組織／民営／事業所数（事業所）,北区／経営組織／民営／従業者数（人）,荒川区／経営組織／民営／事業所数（事業所）,荒川区／経営組織／民営／従業者数（人）,板橋区／経営組織／民営／事業所数（事業所）,板橋区／経営組織／民営／従業者数（人）,練馬区／経営組織／民営／事業所数（事業所）,練馬区／経営組織／民営／従業者数（人）,足立区／経営組織／民営／事業所数（事業所）,足立区／経営組織／民営／従業者数（人）,葛飾区／経営組織／民営／事業所数（事業所）,葛飾区／経営組織／民営／従業者数（人）,江戸川区／経営組織／民営／事業所数（事業所）,江戸川区／経営組織／民営／従業者数（人）,境界未定地域／経営組織／民営／事業所数（事業所）,境界未定地域／経営組織／民営／従業者数（人）,市部／経営組織／民営／事業所数（事業所）,市部／経営組織／民営／従業者数（人）,八王子市／経営組織／民営／事業所数（事業所）,八王子市／経営組織／民営／従業者数（人）,立川市／経営組織／民営／事業所数（事業所）,立川市／経営組織／民営／従業者数（人）,武蔵野市／経営組織／民営／事業所数（事業所）,武蔵野市／経営組織／民営／従業者数（人）,三鷹市／経営組織／民営／事業所数（事業所）,三鷹市／経営組織／民営／従業者数（人）,青梅市／経営組織／民営／事業所数（事業所）,青梅市／経営組織／民営／従業者数（人）,府中市／経営組織／民営／事業所数（事業所）,府中市／経営組織／民営／従業者数（人）,昭島市／経営組織／民営／事業所数（事業所）,昭島市／経営組織／民営／従業者数（人）,調布市／経営組織／民営／事業所数（事業所）,調布市／経営組織／民営／従業者数（人）,町田市／経営組織／民営／事業所数（事業所）,町田市／経営組織／民営／従業者数（人）,小金井市／経営組織／民営／事業所数（事業所）,小金井市／経営組織／民営／従業者数（人）,小平市／経営組織／民営／事業所数（事業所）,小平市／経営組織／民営／従業者数（人）,日野市／経営組織／民営／事業所数（事業所）,日野市／経営組織／民営／従業者数（人）,東村山市／経営組織／民営／事業所数（事業所）,東村山市／経営組織／民営／従業者数（人）,国分寺市／経営組織／民営／事業所数（事業所）,国分寺市／経営組織／民営／従業者数（人）,国立市／経営組織／民営／事業所数（事業所）,国立市／経営組織／民営／従業者数（人）,福生市／経営組織／民営／事業所数（事業所）,福生市／経営組織／民営／従業者数（人）,狛江市／経営組織／民営／事業所数（事業所）,狛江市／経営組織／民営／従業者数（人）,東大和市／経営組織／民営／事業所数（事業所）,東大和市／経営組織／民営／従業者数（人）,清瀬市／経営組織／民営／事業所数（事業所）,清瀬市／経営組織／民営／従業者数（人）,東久留米市／経営組織／民営／事業所数（事業所）,東久留米市／経営組織／民営／従業者数（人）,武蔵村山市／経営組織／民営／事業所数（事業所）,武蔵村山市／経営組織／民営／従業者数（人）,多摩市／経営組織／民営／事業所数（事業所）,多摩市／経営組織／民営／従業者数（人）,稲城市／経営組織／民営／事業所数（事業所）,稲城市／経営組織／民営／従業者数（人）,羽村市／経営組織／民営／事業所数（事業所）,羽村市／経営組織／民営／従業者数（人）,あきる野市／経営組織／民営／事業所数（事業所）,あきる野市／経営組織／民営／従業者数（人）,西東京市／経営組織／民営／事業所数（事業所）,西東京市／経営組織／民営／従業者数（人）,町村部／経営組織／民営／事業所数（事業所）,町村部／経営組織／民営／従業者数（人）,西多摩郡／経営組織／民営／事業所数（事業所）,西多摩郡／経営組織／民営／従業者数（人）,瑞穂町／経営組織／民営／事業所数（事業所）,瑞穂町／経営組織／民営／従業者数（人）,日の出町／経営組織／民営／事業所数（事業所）,日の出町／経営組織／民営／従業者数（人）,檜原村／経営組織／民営／事業所数（事業所）,檜原村／経営組織／民営／従業者数（人）,奥多摩町／経営組織／民営／事業所数（事業所）,奥多摩町／経営組織／民営／従業者数（人）,島部／経営組織／民営／事業所数（事業所）,島部／経営組織／民営／従業者数（人）,大島支庁／経営組織／民営／事業所数（事業所）,大島支庁／経営組織／民営／従業者数（人）,大島町／経営組織／民営／事業所数（事業所）,大島町／経営組織／民営／従業者数（人）,利島村／経営組織／民営／事業所数（事業所）,利島村／経営組織／民営／従業者数（人）,新島村／経営組織／民営／事業所数（事業所）,新島村／経営組織／民営／従業者数（人）,神津島村／経営組織／民営／事業所数（事業所）,神津島村／経営組織／民営／従業者数（人）,三宅支庁／経営組織／民営／事業所数（事業所）,三宅支庁／経営組織／民営／従業者数（人）,三宅村／経営組織／民営／事業所数（事業所）,三宅村／経営組織／民営／従業者数（人）,御蔵島村／経営組織／民営／事業所数（事業所）,御蔵島村／経営組織／民営／従業者数（人）,八丈支庁／経営組織／民営／事業所数（事業所）,八丈支庁／経営組織／民営／従業者数（人）,八丈町／経営組織／民営／事業所数（事業所）,八丈町／経営組織／民営／従業者数（人）,青ヶ島村／経営組織／民営／事業所数（事業所）,青ヶ島村／経営組織／民営／従業者数（人）,小笠原支庁／経営組織／民営／事業所数（事業所）,小笠原支庁／経営組織／民営／従業者数（人）,小笠原村／経営組織／民営／事業所数（事業所）,小笠原村／経営組織／民営／従業者数（人）
3,O,81,813,中学校,772,28862,116,5059,9,405,1,27,8,553,3,159,17,610,-,-,2,88,-,-,7,383,4,121,2,63,20,900,6,314,5,226,6,241,8,331,7,236,1,67,6,255,-,-,-,-,2,33,2,47,-,-,35,1369,7,229,-,-,3,98,1,37,-,-,1,44,1,29,2,146,4,229,4,158,2,70,-,-,3,81,1,54,2,97,-,-,-,-,-,-,1,22,1,31,-,-,1,28,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,496,34362,229,15529,16,999,2,101,11,800,17,826,27,1649,2,143,2,153,5,290,11,777,8,676,8,524,29,2061,12,753,7,591,14,1070,16,984,18,1222,3,143,7,608,5,442,2,211,4,171,3,335,-,-,70,4393,15,885,5,286,5,355,5,241,-,-,1,97,2,49,4,316,7,480,3,327,5,349,-,-,3,171,2,109,2,177,-,-,-,-,-,-,1,21,-,-,1,112,2,88,1,60,-,-,3,118,3,152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,67,7096,4,269,-,-,-,-,-,-,-,-,2,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,63,1,56,-,-,-,-,-,-,-,-,3,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,404,138535,312,104436,50,11373,10,3409,37,15960,26,14788,29,18480,4,1376,1,17,5,1433,11,4248,4,3381,6,575,29,8020,21,4600,10,1000,10,2014,28,5350,6,382,3,533,10,3519,4,1265,5,1553,2,1108,1,52,-,-,90,34095,20,10079,1,669,10,1852,6,1842,1,61,4,1691,-,-,6,2533,11,4316,3,2520,8,2100,4,2400,-,-,1,494,2,1497,-,-,-,-,-,-,2,368,-,-,1,2,4,637,3,337,-,-,-,-,3,697,2,4,2,4,-,-,1,1,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,817,専修学校，各種学校,667,27406,561,23107,53,2439,8,173,19,413,95,4386,21,770,14,406,13,566,9,314,14,323,10,251,15,582,28,957,63,3936,23,970,20,629,63,2376,14,1094,15,626,17,513,5,105,6,94,8,229,28,955,-,-,86,2992,12,489,13,360,9,195,4,106,1,1,2,30,1,14,3,289,16,527,4,196,4,301,3,21,-,-,3,105,2,54,-,-,1,18,1,1,1,58,2,165,-,-,3,51,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,818,学校教育支援機関,11,993,10,839,5,108,-,-,-,-,2,423,-,-,-,-,-,-,1,99,-,-,2,209,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,16414,158752,10767,109174,424,7722,354,2735,590,6986,731,11824,365,6319,226,2715,239,1761,296,2797,396,3499,375,3750,534,4620,1042,8603,713,10309,343,3950,685,4780,531,6653,272,1792,164,1341,476,2905,793,5354,435,3320,338,1979,443,3439,2,21,5000,35571,661,3867,252,1942,330,3245,157,1051,156,683,275,1927,147,729,262,1867,561,3617,125,976,237,1850,243,1719,131,869,186,1375,156,1362,76,441,66,497,110,659,77,410,127,811,67,299,130,2708,81,538,81,385,65,277,241,1467,70,254,35,133,20,90,12,24,1,1,2,18,35,121,18,62,13,49,-,-,2,6,3,7,2,6,2,6,-,-,12,23,12,23,-,-,3,30,3,30
3,O,82,820,管理，補助的経済活動を行う事業所,50,1542,43,1217,4,448,2,29,9,266,8,269,3,70,1,1,-,-,2,5,1,-,1,41,-,-,3,36,1,2,-,-,-,-,4,21,-,-,-,-,1,6,3,23,-,-,-,-,-,-,-,-,7,325,1,1,-,-,2,262,-,-,-,-,-,-,-,-,-,-,1,46,-,-,-,-,-,-,-,-,2,10,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,821,社会教育,961,16475,426,8327,39,876,16,127,38,452,35,734,34,579,27,974,7,226,26,651,10,117,16,232,3,57,25,539,38,514,14,192,13,158,13,377,12,131,3,17,15,233,21,426,11,381,3,22,7,312,-,-,68,1217,10,152,3,111,6,134,8,62,7,26,3,110,1,2,2,13,4,33,2,26,1,6,5,305,1,25,2,8,5,89,-,-,2,4,-,-,1,4,1,2,-,-,1,13,1,27,1,19,-,-,1,46,4,29,2,18,-,-,-,-,-,-,2,18,2,11,2,11,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82A,公民館,93,734,6,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,2,9,-,-,-,-,-,-,-,-,1,14,-,-,1,11,1,17,-,-,-,-,-,-,1,10,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82B,図書館,397,8184,141,2973,17,383,3,13,5,74,11,310,14,369,2,38,-,-,12,180,1,7,9,143,3,57,4,87,4,40,10,178,9,142,2,7,6,64,-,-,9,167,12,352,2,231,-,-,6,131,-,-,14,182,5,45,-,-,-,-,-,-,-,-,-,-,-,-,2,13,1,14,1,17,-,-,-,-,-,-,-,-,2,59,-,-,1,3,-,-,1,4,-,-,-,-,-,-,1,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82C,博物館，美術館,311,4078,182,2894,14,422,9,74,23,223,10,110,15,129,19,501,5,176,9,245,6,50,5,87,-,-,17,431,13,113,4,14,2,14,6,89,5,60,2,3,5,53,7,57,4,22,2,21,-,-,-,-,37,376,4,100,2,14,3,14,5,26,7,26,2,75,1,2,-,-,3,19,1,9,1,6,2,8,-,-,1,4,2,12,-,-,-,-,-,-,-,-,1,2,-,-,1,13,-,-,-,-,-,-,1,46,3,22,2,18,-,-,-,-,-,-,2,18,1,4,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82D,動物園，植物園，水族館,28,1432,16,900,1,8,-,-,3,75,-,-,1,27,2,411,1,31,1,38,1,54,-,-,-,-,-,-,3,13,-,-,-,-,2,62,-,-,-,-,-,-,-,-,-,-,-,-,1,181,-,-,5,503,1,7,1,97,1,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,1,7,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82E,その他の社会教育,132,2047,81,1500,7,63,4,40,7,80,14,314,4,54,4,24,1,19,3,179,2,6,2,2,-,-,4,21,16,339,-,-,2,2,3,219,1,7,-,-,1,13,1,6,4,111,1,1,-,-,-,-,11,146,-,-,-,-,2,11,2,26,-,-,1,35,-,-,-,-,-,-,-,-,-,-,2,26,1,25,1,4,1,18,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,822,職業・教育支援施設,682,16604,502,8847,75,1285,51,312,78,971,53,728,23,243,5,161,9,125,11,153,26,757,10,68,15,1239,27,231,47,754,11,948,5,19,26,717,4,15,3,20,6,12,5,18,4,15,3,5,5,51,-,-,85,1071,12,117,5,33,7,25,2,4,2,16,7,94,4,50,6,30,12,56,2,6,5,429,2,81,3,30,-,-,4,24,-,-,1,1,2,41,-,-,-,-,1,1,5,15,-,-,-,-,-,-,3,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,823,学習塾,4984,56076,3099,38812,46,940,39,341,63,886,128,2416,100,4061,58,602,86,664,122,1202,106,1109,86,1182,211,1727,311,4366,117,1724,102,1841,222,2332,131,2927,90,858,54,626,197,1760,325,2662,193,1742,118,955,194,1889,-,-,1868,17187,235,2120,86,861,102,1413,52,387,57,410,109,913,55,375,99,1112,212,1826,48,400,87,651,99,873,52,486,68,849,56,617,23,178,25,211,51,393,25,292,54,467,27,127,52,591,34,356,30,213,30,188,100,878,17,77,13,71,10,66,3,5,-,-,-,-,4,6,2,2,1,1,-,-,1,1,-,-,-,-,-,-,-,-,2,4,2,4,-,-,-,-,-,-
3,O,82,824,教養・技能教授業,8859,52897,5969,39209,179,2361,200,1448,323,3584,392,5260,181,917,113,672,128,631,125,574,231,1181,242,1941,295,1468,648,2967,414,5079,200,810,425,1947,310,2014,149,548,97,631,248,872,426,1871,219,860,199,631,223,921,2,21,2846,13580,385,1272,137,647,200,1178,94,592,87,172,152,767,85,295,151,594,312,1400,69,397,140,629,129,299,74,246,113,507,86,612,47,141,36,226,57,225,50,104,71,312,39,171,69,1942,46,155,49,119,34,86,134,492,44,108,19,35,9,15,9,19,1,1,-,-,25,73,11,22,7,10,-,-,1,5,3,7,2,6,2,6,-,-,9,15,9,15,-,-,3,30,3,30
4,O,82,82F,音楽教授業,1791,6134,1070,4175,21,137,15,82,34,118,47,318,35,121,16,60,26,60,25,104,38,104,34,349,49,180,116,305,63,468,42,102,100,278,62,278,34,108,15,157,52,135,104,317,49,110,40,107,53,177,-,-,714,1952,91,243,28,71,36,135,20,34,28,46,42,134,28,92,39,73,73,321,17,47,34,73,38,79,21,83,33,57,15,55,12,23,6,13,22,42,14,33,26,57,12,19,9,38,17,44,12,36,11,33,30,71,7,7,1,1,-,-,1,1,-,-,-,-,6,6,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,-,-,1,1,1,1
4,O,82,82G,書道教授業,593,1142,346,786,9,50,9,31,5,19,11,31,4,7,14,64,9,15,5,25,12,54,6,11,20,22,29,68,9,52,14,17,23,30,11,22,11,20,12,23,27,46,41,52,24,46,20,32,21,49,-,-,245,354,44,52,11,14,10,14,8,13,18,38,12,18,11,15,3,3,27,35,3,4,14,20,11,12,7,8,6,7,4,4,4,6,4,4,5,6,3,4,7,25,6,8,4,10,6,12,5,9,3,4,9,9,2,2,-,-,-,-,-,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82H,生花・茶道教授業,306,659,197,528,3,12,5,16,19,95,14,73,12,21,7,13,5,9,2,7,5,11,5,7,8,36,25,62,13,40,9,22,15,22,13,33,7,13,2,3,9,12,7,7,3,4,6,7,3,3,-,-,104,125,18,26,6,6,8,9,3,3,1,1,3,4,2,2,4,4,10,17,5,5,8,8,6,6,3,3,5,8,5,5,2,2,1,1,1,1,1,1,3,3,-,-,1,1,2,3,5,5,-,-,1,1,5,6,2,2,-,-,2,2,-,-,-,-,3,4,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,3,-,-,-,-,-,-
4,O,82,82J,そろばん教授業,404,892,286,623,2,4,1,4,1,1,6,14,4,9,7,11,10,19,9,24,17,44,5,14,21,60,14,37,6,11,8,15,12,21,11,17,10,25,12,32,22,41,24,56,33,63,26,46,25,55,-,-,117,268,23,35,6,15,5,9,2,3,5,9,7,16,5,7,10,42,9,27,1,3,5,14,3,5,5,12,5,15,2,4,2,7,3,10,1,4,3,5,1,2,2,5,-,-,2,2,-,-,4,6,6,11,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82K,外国語会話教授業,1144,9208,774,7583,37,491,29,325,55,1005,76,1534,20,116,12,64,18,126,20,65,27,159,33,315,34,282,71,470,57,925,19,105,52,332,40,533,13,55,6,60,30,111,46,219,25,121,23,77,31,93,-,-,365,1617,47,133,17,140,31,215,11,50,10,16,17,93,11,23,19,136,45,193,13,39,13,45,11,23,4,7,12,32,12,43,6,36,3,50,5,29,6,8,9,97,6,24,13,78,10,23,8,22,4,5,22,57,5,8,3,5,2,2,1,3,-,-,-,-,2,3,2,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82L,スポーツ・健康教授業,1279,13735,916,9663,23,266,35,260,74,1134,76,704,23,260,10,53,16,185,15,108,46,360,38,415,46,353,113,810,69,1241,24,256,54,638,51,456,21,168,11,178,28,228,66,788,26,281,19,150,32,371,-,-,352,4021,43,391,18,149,25,261,19,348,5,28,26,339,6,98,21,168,41,451,7,235,21,347,13,34,6,52,18,306,7,69,6,17,7,108,7,68,8,24,5,73,2,51,10,103,4,55,5,21,1,11,21,214,11,51,1,1,1,1,-,-,-,-,-,-,10,50,3,7,2,2,-,-,-,-,1,5,2,6,2,6,-,-,3,8,3,8,-,-,2,29,2,29
4,O,82,82M,その他の教養・技能教授業,3342,21127,2380,15851,84,1401,106,730,135,1212,162,2586,83,383,47,407,44,217,49,241,86,449,121,830,117,535,280,1215,197,2342,84,293,169,626,122,675,53,159,39,178,80,299,138,432,59,235,65,212,58,173,2,21,949,5243,119,392,51,252,85,535,31,141,20,34,45,163,22,58,55,168,107,356,23,64,45,122,47,140,28,81,34,82,41,432,15,50,12,40,16,75,15,29,20,55,11,64,32,1712,5,16,14,26,11,27,45,129,13,33,11,25,5,11,5,13,1,1,-,-,2,8,2,8,1,3,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,829,他に分類されない教育，学習支援業,878,15158,728,12762,81,1812,46,478,79,827,115,2417,24,449,22,305,9,115,10,212,22,335,20,286,10,129,28,464,96,2236,16,159,20,324,47,597,17,240,7,47,9,22,13,354,8,322,15,366,14,266,-,-,126,2191,18,205,21,290,13,233,1,6,3,59,4,43,2,7,4,118,20,256,4,147,4,135,8,161,1,82,1,1,4,14,6,122,2,55,-,-,1,10,1,30,-,-,3,147,-,-,1,34,1,3,3,33,5,40,1,9,1,9,-,-,-,-,-,-,4,31,3,27,3,27,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-,-,-,-
1,P,00,000,医療，福祉,50026,861346,34617,550947,1214,30408,1377,19972,1878,33441,1767,36350,891,19260,940,10507,947,12547,1228,18714,1411,19265,1000,16277,2188,33740,3032,39809,1466,19819,1152,15781,2058,25758,1349,15418,1096,16544,727,10487,1791,45249,2317,33219,1772,33788,1332,19971,1672,24448,12,175,12721,230853,1803,36688,600,12208,708,10278,552,10881,379,10932,719,11458,333,6392,729,10407,1293,23513,373,5414,545,10680,560,8884,449,9511,455,5136,329,3945,187,3062,190,3412,248,4435,235,6254,307,4493,147,3528,404,9324,178,3590,160,2549,200,4097,638,9782,237,6537,165,5462,76,2019,65,2744,8,212,16,487,72,1075,33,605,25,457,1,8,4,81,3,59,5,92,5,92,-,-,27,259,27,259,-,-,7,119,7,119
2,P,83,000,医療業,33121,457097,25042,325438,945,16374,1062,12245,1482,23282,1304,25095,676,15060,672,5869,644,6424,836,9178,1065,12536,773,9216,1583,20537,2238,21890,1200,13286,840,8782,1431,12470,1050,9487,768,9369,475,5854,1160,31041,1513,14485,1197,18694,934,10827,1187,13382,7,55,7937,114582,991,19181,393,6282,529,5899,328,6246,221,5518,473,5314,208,3047,504,5365,802,10709,235,2809,334,5312,329,3826,265,4904,285,2327,239,1554,118,1230,123,1970,151,1846,135,3833,182,1610,85,1936,253,5088,112,1366,117,1339,120,1348,405,4723,100,1468,66,1351,41,584,19,725,1,1,5,41,34,117,13,33,11,30,-,-,1,2,1,1,2,6,2,6,-,-,16,74,16,74,-,-,3,4,3,4
3,P,83,830,管理，補助的経済活動を行う事業所,67,3660,53,3441,5,63,3,6,16,2318,6,72,-,-,-,-,-,-,-,-,3,20,-,-,-,-,2,5,3,3,1,507,-,-,3,267,1,8,-,-,3,99,-,-,4,54,2,11,1,8,-,-,14,219,1,7,1,55,1,12,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,9,-,-,1,4,1,4,-,-,-,-,-,-,2,80,2,20,-,-,-,-,2,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,831,病院,662,220318,432,148357,21,5861,5,3908,15,9818,20,14488,10,10693,7,2080,12,2762,13,2965,15,5789,9,4496,28,10246,22,7090,14,4648,13,3642,18,4382,17,2056,21,4091,14,2978,43,22191,21,5086,50,9785,18,4108,26,5194,-,-,204,55661,39,9914,7,2922,8,2638,8,4165,16,3911,12,2319,8,1674,8,1999,21,4489,5,1387,8,2884,5,810,11,3266,2,309,2,161,3,470,2,1233,1,727,12,2909,4,430,4,1401,7,2667,2,617,2,317,3,452,4,1590,4,920,4,920,2,385,2,535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,832,一般診療所,10949,120593,8315,89689,323,5854,364,3963,507,5767,462,5847,223,2272,196,1808,181,1739,314,3382,353,3447,272,2376,528,4998,762,7444,419,4746,288,2390,454,3792,358,3861,233,2704,146,1525,356,3671,490,4907,378,4988,326,3954,380,4241,2,13,2595,30474,325,4909,130,1693,186,1722,112,979,74,998,156,1555,58,665,169,1619,281,3134,71,753,109,1438,107,1406,79,863,105,1174,70,631,38,460,43,397,42,547,35,515,54,627,21,262,102,1486,39,414,30,420,35,441,124,1366,23,237,19,222,10,84,5,107,1,1,3,30,4,15,2,7,1,5,-,-,1,2,-,-,-,-,-,-,-,-,2,8,2,8,-,-,-,-,-,-
3,P,83,833,歯科診療所,10064,59968,7825,44786,324,1995,393,2219,527,3281,391,2114,231,1204,218,1020,183,964,265,1603,338,1793,255,1271,523,3033,700,3974,382,2005,249,1346,413,2269,294,1546,234,1513,137,765,340,1946,442,2596,365,2281,259,1512,360,2509,2,27,2204,14987,276,2068,103,859,140,837,90,553,59,383,140,850,59,420,153,1023,215,1544,64,391,98,593,80,532,67,434,74,493,74,406,31,158,36,209,42,283,36,237,53,339,25,171,61,590,37,234,32,331,39,281,120,768,33,190,19,120,11,55,6,54,-,-,2,11,14,70,6,20,5,19,-,-,-,-,1,1,1,5,1,5,-,-,6,44,6,44,-,-,1,1,1,1
3,P,83,834,助産・看護業,489,6182,328,3807,7,165,4,144,12,210,11,94,10,71,9,120,17,140,12,147,7,96,14,179,24,314,34,478,8,62,12,109,26,295,13,150,11,121,9,54,22,215,26,205,19,225,11,122,10,91,-,-,157,2333,20,197,8,115,7,47,6,230,3,58,9,85,4,35,7,87,12,161,5,38,9,85,11,116,8,78,7,63,5,116,2,12,2,22,4,58,4,37,4,27,3,23,5,41,1,14,5,52,2,42,4,494,3,29,3,29,2,20,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83A,助産所,36,183,20,119,-,-,-,-,2,10,-,-,-,-,-,-,1,4,1,5,-,-,-,-,1,5,2,18,1,1,2,12,3,16,1,27,1,6,1,1,1,3,3,11,-,-,-,-,-,-,-,-,16,64,2,3,1,9,-,-,-,-,-,-,1,1,-,-,1,3,1,3,-,-,-,-,2,9,1,4,3,16,-,-,1,5,-,-,1,4,-,-,1,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
