"施設情報／No.","施設情報／事業所名","施設情報／法人名","施設情報／区市町村","施設情報／電話","施設情報／担当者名","施設情報／ホームページ","施設情報／Email","販売・受注可能な作業／製品・サービスの内容／内容","販売・受注可能な作業／分類","販売・受注可能な作業／提供可能総量／最小","販売・受注可能な作業／提供可能総量／最大","販売・受注可能な作業／納期","販売・受注可能な作業／販売・契約参考単価","販売・受注可能な作業／納品方法","受注実績／東京都","受注実績／官公庁(東京都以外)","受注実績／その他(民間企業等)","受注実績／（活用例等）"
"792","ベーカリーショップどんぐり","社会福祉私法人椎の木会","清瀬市","042-492-8009","熊谷","http://donguri-k.com/group/b-donguri.html","donguri-msrkuma@ymail.plala.or.jp","総菜パン","食品","200","2000","１０ｄａｙ","150~250","自力での納品可","","","有","祭事"
"793","ベーカリーショップどんぐり","社会福祉私法人椎の木会","清瀬市","042-492-8009","熊谷","http://donguri-k.com/group/b-donguri.html","donguri-msrkuma@ymail.plala.or.jp","サンドイッチ・セット","食品","30","300","１０ｄａｙ","500~1000","自力での納品可","","","有","旅行・祭事・学校父母会"
"794","ベーカリーショップどんぐり","社会福祉私法人椎の木会","清瀬市","042-492-8009","熊谷","http://donguri-k.com/group/b-donguri.html","donguri-msrkuma@ymail.plala.or.jp","サンドイッチオードブル","食品","10","100","１０ｄａｙ","2500~3500","自力での納品可","","","有","祝賀会。送別会など"
"795","えいぶる","社会福祉法人すぎのこ","東久留米市","042-471-4883","中尾","","qq367839n@tulip.ocn.ne.jp","お弁当の販売","食品","3食","15食","当日","500円/食","自力での納品可","無","無","有","事業所から配達が可能な場所、毎日違うメニューで提供しています。"
"796","えいぶる","社会福祉法人すぎのこ","東久留米市","042-471-4883","中尾","","qq367839n@tulip.ocn.ne.jp","チラシ封入","封入・封緘","1000セット","3000セット","10日","2円/袋","発注元による回収希望","無","無","有","数量により納期の対応はできます"
"797","えいぶる","社会福祉法人すぎのこ","東久留米市","042-471-4883","中尾","","qq367839n@tulip.ocn.ne.jp","箸の袋入れ","箱・袋詰め","1000セット","5000セット","10日","1円/袋","発注元による回収希望","無","無","有","数量により納期の対応はできます"
"798","えいぶる","社会福祉法人すぎのこ","東久留米市","042-471-4883","中尾","","qq367839n@tulip.ocn.ne.jp","ポスティング","その他","30枚","5000枚","5日","5円/枚","自力での納品可","無","有","有","一戸建て、集合住宅のどちらでも対応します。"
"799","くるめパソコン作業所","特定非営利活動法人武蔵野の里","東久留米市","042-471-4995","","http://musashinonosato.com/","mpc@cello.ocn.ne.jp","製本","印刷","","１日２５０冊","内容により","","自力での納品可","","","有",""
"800","くるめパソコン作業所","特定非営利活動法人武蔵野の里","東久留米市","042-471-4995","","http://musashinonosato.com/","mpc@cello.ocn.ne.jp","各種印刷（チラシ、名刺など）","印刷","","１日２５０００枚","","","自力での納品可","","有","有",""
"801","くるめパソコン作業所","特定非営利活動法人武蔵野の里","東久留米市","042-471-4995","","http://musashinonosato.com/","mpc@cello.ocn.ne.jp","アンケート、名簿入力","データ入力","","１日２００件","","","自力での納品可","","","有",""
"802","くるめパソコン作業所","特定非営利活動法人武蔵野の里","東久留米市","042-471-4995","","http://musashinonosato.com/","mpc@cello.ocn.ne.jp","チラシ封入・宛名貼り","封入・封緘","","１日１０００部","3日","","自力での納品可","","","有",""
"803","ぶどうの郷","特定非営利活動法人武蔵野の里","東久留米市","042-471-6388","","http://musashinonosato.com/","budo@aroma.ocn.ne.jp","メモ症作成","事務用品","20","60","30日間","120円/冊","自力での納品可","無","無","有","利用者が描いた表紙イラストを使用。イラスト内容を指定できます"
"804","ぶどうの郷","特定非営利活動法人武蔵野の里","東久留米市","042-471-6388","","http://musashinonosato.com/","budo@aroma.ocn.ne.jp","クッキー製造","食品","50","200","30日間","200円/冊","自力での納品可","無","無","有","種類や個数は調整できます"
"805","ぶどうの郷","特定非営利活動法人武蔵野の里","東久留米市","042-471-6388","","http://musashinonosato.com/","budo@aroma.ocn.ne.jp","布ぞうり製造","生活用品","5","10","30日間","1800円/足","自力での納品可","無","無","無",""
"806","第二どんぐりの家","社会福祉法人椎の木会","東久留米市","042-479-1251","","","daini-donguri@coda.ocn.ne.jp","屋外簡易清掃","清掃","","","相談","","","","","有","駐車場、広場、空き地の空缶・ペットボトル・ゴミ等の収集作業"
"807","第二どんぐりの家","社会福祉法人椎の木会","東久留米市","042-479-1251","","","daini-donguri@coda.ocn.ne.jp","資源（リサイクル品）回収","その他","","3.5トン/日","相談","","","","","有","紙類（新聞、段ボール、書籍、雑誌、雑紙、牛乳パック）衣類（古着、古布、着物、タオル）アルミ缶等の回収"
"808","どんぐりの家","社会福祉法人椎の木会","東久留米市","042-475-9559","熊谷大","http://donguri-k.com/group/h-donguri.html","donguri-msrkuma@ymail.plala.or.jp","サンドイッチ・セット","食品","50","300","１０ｄａｙ","160~500","自力での納品可","","","有","旅行・祭事・学校父母会"
"809","どんぐりの家","社会福祉法人椎の木会","東久留米市","042-475-9559","熊谷大","http://donguri-k.com/group/h-donguri.html","donguri-msrkuma@ymail.plala.or.jp","サンドイッチオードブル","食品","10","100","１０ｄａｙ","2000~3000","自力での納品可","","","有","祝賀会。送別会など"
"810","どんぐりの家","社会福祉法人椎の木会","東久留米市","042-475-9559","熊谷大","http://donguri-k.com/group/h-donguri.html","donguri-msrkuma@ymail.plala.or.jp","お弁当","食品","50","200","１4ｄａｙ","500~1500","自力での納品可","","","有","祝賀会。送別会など"
"811","どんぐりの家","社会福祉法人椎の木会","東久留米市","042-475-9559","熊谷大","http://donguri-k.com/group/h-donguri.html","donguri-msrkuma@ymail.plala.or.jp","オードブル","食品","20","200","１２ｄａｙ","1500~4000","自力での納品可","","","有","祝賀会。送別会など"
"812","あかつき授産所","社会福祉法人あかつきコロニー","武蔵村山市","042-560-7840","永井","http://akatuki.or.jp","nagai@akatuki.or.jp","オフセット印刷","印刷","50冊","1000冊","5日間印刷製本のみの場合","内容によるため見積もり後応相談","自力での納品可","有","有","有","名刺から封筒、パンフレット、冊子までなんでも受注しおります。営業も配置しておりますので安心してご相談ください。"
"813","あかつき授産所","社会福祉法人あかつきコロニー","武蔵村山市","042-560-7840","永井","http://akatuki.or.jp","nagai@akatuki.or.jp","ウエス販売","その他","20kg","1500Kg","最大月産","別途価格表量により見積もり後応相談","自力での納品可","有","無","有","古着を仕入れシーツ・メリヤス等約13種類のウエスにして販売しおります。大手企業様から定期的に発注を頂いており、営業も配置しておりますので安心してご相談ください。"
"814","あかつき授産所","社会福祉法人あかつきコロニー","武蔵村山市","042-560-7840","永井","http://akatuki.or.jp","nagai@akatuki.or.jp","革製品","生活用品","1個","100個","最大月産","300円～","自力での納品可","無","無","有","現在、ＫＵＲＵＭＩＲＵでも販売しております。キーホルダーや小ロットの鉛筆立てなど数種類の製品がありますのでお気軽にお問い合わせください。"
"815","あかつき授産所","社会福祉法人あかつきコロニー","武蔵村山市","042-560-7840","永井","http://akatuki.or.jp","nagai@akatuki.or.jp","Ｔシャツ・ジャンバーユニフォーム等プリント","その他","１枚","１０００枚","最大月産","900円～","自力での納品可","無","無","有","印刷のデザイン力や技術を生かし、写真も高品質でプリントできます。営業も配置しており、衣類は専用カタログよりお選びいただけます。洗濯等級5級確保。"
"816","えのき園","ＮＰＯ法人えのき","武蔵村山市","042-565-6062","小尾","http://enoki-group.or.jp/","enoki-info@enoki-group.or.jp","ＤＭ・チラシの封入や発送、宛名シール貼り","封入・封緘","100","10000","即日～2週間程度","2500円／1000枚","自力での納品可","無","無","有","封入、宛名シール貼りは少量から受注可能です。"
"817","えのき園","ＮＰＯ法人えのき","武蔵村山市","042-565-6062","小尾","http://enoki-group.or.jp/","enoki-info@enoki-group.or.jp","箱組み立て、菓子の袋詰め、部品の計量・箱詰め","箱・袋詰め","100","5000","即日～1か月程度","1～5円／1箱1～6円／1袋","自力での納品可","無","無","有","３～４日程度の短納期にも対応可能です。納期について是非ご相談ください。綿の計量、袋詰め等も行っています。"
"818","えのき園","ＮＰＯ法人えのき","武蔵村山市","042-565-6062","小尾","http://enoki-group.or.jp/","enoki-info@enoki-group.or.jp","メール便仕分け、ポスティング","その他","100","10000","即日","2～5円／仕分10～40円／通","自力での納品可","無","有","有","DMやチラシ等の配布、官公庁広報の配布、折込、クリーニング衣類のたたみを実施しています。"
"819","えのき園","ＮＰＯ法人えのき","武蔵村山市","042-565-6062","小尾","http://enoki-group.or.jp/","enoki-info@enoki-group.or.jp","屋外清掃（公園・駐車場等)","清掃","100m2","500m2","即日～1か月程度","2000円～10000円／100m2","自力での納品可","無","有","無","官公庁より委託を受けて、公園の清掃管理、公道の除草作業を行っています。"
