地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13211,小平市,2,293,民生用電気機械器具製造業,3,28,20,-,-,21,17,7,3,-,-,-,-,8910,9752,21197,21197,x,10597,10597
2,13211,小平市,2,296,電子応用装置製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,2,297,電気計測器製造業,1,6,4,-,-,4,3,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,300,情報通信機械器具製造業,2,1524,1367,-,-,1497,1364,23,-,25,19,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,301,通信機械器具・同関連機械器具製造業,1,1495,1363,-,-,1491,1360,-,-,25,19,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,302,映像・音響機械器具製造業,1,29,4,-,-,6,4,23,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,320,その他の製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,329,他に分類されない製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,0,000,総数,59,12015,10009,1,1,9822,8448,1391,1024,1345,1033,-,-,7218018,28548337,55956108,45992348,361117,23861209,25774136
2,13212,日野市,1,090,食料品製造業,1,76,26,-,-,56,26,20,-,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,097,パン・菓子製造業,1,76,26,-,-,56,26,20,-,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,1,100,飲料・たばこ・飼料製造業,1,7,4,-,-,6,3,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,101,清涼飲料製造業,1,7,4,-,-,6,3,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,1,110,繊維工業,1,4,1,-,-,1,-,3,1,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,2,116,外衣・シャツ製造業（和式を除く）,1,4,1,-,-,1,-,3,1,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,1,140,パルプ・紙・紙加工品製造業,2,17,9,-,-,8,8,9,1,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,144,紙製品製造業,1,11,4,-,-,4,4,7,-,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,145,紙製容器製造業,1,6,5,-,-,4,4,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,1,150,印刷・同関連業,7,156,118,-,-,116,105,39,13,1,-,-,-,68131,90053,257335,96583,160752,130650,154991
2,13212,日野市,2,151,印刷業,4,124,95,-,-,99,90,24,5,1,-,-,-,60165,86111,238154,x,146825,116539,140880
2,13212,日野市,2,152,製版業,1,9,6,-,-,5,4,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,153,製本業、印刷物加工業,2,23,17,-,-,12,11,11,6,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,1,180,プラスチック製品製造業（別掲を除く）,2,16,9,-,-,13,7,3,2,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,1,11,6,-,-,9,4,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,189,その他のプラスチック製品製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,210,窯業・土石製品製造業,2,38,32,-,-,31,29,7,3,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,212,セメント・同製品製造業,2,38,32,-,-,31,29,7,3,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,1,230,非鉄金属製造業,1,5,2,1,1,1,1,3,-,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,2,235,非鉄金属素形材製造業,1,5,2,1,1,1,1,3,-,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,1,240,金属製品製造業,4,43,27,-,-,25,17,18,10,-,-,-,-,13362,12678,40327,40327,-,25601,25601
2,13212,日野市,2,245,金属素形材製品製造業,3,37,24,-,-,22,16,15,8,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,249,その他の金属製品製造業,1,6,3,-,-,3,1,3,2,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,1,250,はん用機械器具製造業,2,13,9,-,-,4,3,9,6,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,253,一般産業用機械・装置製造業,1,6,4,-,-,2,2,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,259,その他のはん用機械・同部分品製造業,1,7,5,-,-,2,1,5,4,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,1,260,生産用機械器具製造業,4,58,38,-,-,41,34,17,4,-,-,-,-,22827,41614,100386,67430,15956,53598,54426
2,13212,日野市,2,264,生活関連産業用機械製造業,2,13,7,-,-,9,5,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,35,22,-,-,25,22,10,-,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,269,その他の生産用機械・同部分品製造業,1,10,9,-,-,7,7,3,2,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,1,270,業務用機械器具製造業,5,219,179,-,-,182,156,59,40,3,2,-,-,96464,169717,373180,305009,17890,191521,188587
2,13212,日野市,2,271,事務用機械器具製造業,1,16,14,-,-,15,13,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,4,203,165,-,-,167,143,58,39,3,2,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,280,電子部品・デバイス・電子回路製造業,11,1265,922,-,-,1066,873,146,53,176,107,-,-,993009,815298,984539,925886,58653,-33178,207550
2,13212,日野市,2,282,電子部品製造業,1,21,13,-,-,12,6,9,7,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,284,電子回路製造業,5,194,89,-,-,90,66,100,22,4,1,-,-,62671,179382,299067,245363,53704,100710,111422
2,13212,日野市,2,285,ユニット部品製造業,1,6,3,-,-,2,1,4,2,-,-,-,-,x,x,x,-,x,x,x
2,13212,日野市,2,289,その他の電子部品・デバイス・電子回路製造業,4,1044,817,-,-,962,800,33,22,172,106,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,290,電気機械器具製造業,8,2924,2374,-,-,2653,2231,292,164,10,9,-,-,2629875,7542218,18098612,8580047,4327,9718986,10051157
2,13212,日野市,2,291,発電用・送電用・配電用電気機械器具製造業,4,772,631,-,-,679,587,91,42,2,2,-,-,512550,2261590,2500755,2494569,4327,193530,228423
2,13212,日野市,2,292,産業用電気機械器具製造業,1,4,3,-,-,2,1,2,2,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,296,電子応用装置製造業,3,2148,1740,-,-,1972,1643,199,120,8,7,-,-,x,x,x,x,-,x,x
2,13212,日野市,1,300,情報通信機械器具製造業,1,25,23,-,-,25,23,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,2,301,通信機械器具・同関連機械器具製造業,1,25,23,-,-,25,23,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13212,日野市,1,310,輸送用機械器具製造業,4,7136,6228,-,-,5582,4925,764,725,1155,915,-,-,3309937,19686510,35723331,35638665,84666,13599302,14917607
2,13212,日野市,2,311,自動車・同附属品製造業,3,7131,6224,-,-,5578,4922,763,724,1155,915,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,312,鉄道車両・同部分品製造業,1,5,4,-,-,4,3,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,320,その他の製造業,3,13,8,-,-,12,7,1,1,-,-,-,-,6289,5677,16976,12228,2424,10462,10462
2,13212,日野市,2,328,畳等生活雑貨製品製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,2,329,他に分類されない製造業,2,9,6,-,-,8,5,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,0,000,総数,77,3034,1908,1,1,1766,1388,1068,397,219,135,49,21,1159294,3818560,7475147,6810732,280089,3512873,3409622
2,13213,東村山市,1,090,食料品製造業,11,726,423,-,-,370,289,356,134,1,1,32,11,291918,1148955,2318857,2200735,46,1027769,1086614
2,13213,東村山市,2,094,調味料製造業,2,85,30,-,-,33,25,52,5,-,-,5,-,x,x,x,x,x,x,x
2,13213,東村山市,2,096,精穀・製粉業,1,26,20,-,-,23,19,3,1,-,-,2,-,x,x,x,x,x,x,x
2,13213,東村山市,2,097,パン・菓子製造業,3,432,276,-,-,251,197,181,79,-,-,25,11,196392,654133,1560821,1560821,-,796109,842803
2,13213,東村山市,2,099,その他の食料品製造業,5,183,97,-,-,63,48,120,49,1,1,-,-,63163,212027,313761,313761,-,88342,94319
2,13213,東村山市,1,100,飲料・たばこ・飼料製造業,1,33,20,-,-,20,17,13,3,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,2,102,酒類製造業,1,33,20,-,-,20,17,13,3,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,1,110,繊維工業,2,23,2,-,-,18,2,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,2,116,外衣・シャツ製造業（和式を除く）,1,19,1,-,-,14,1,5,-,-,-,-,-,x,x,x,-,x,x,x
2,13213,東村山市,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,1,4,1,-,-,4,1,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,140,パルプ・紙・紙加工品製造業,2,57,51,-,-,53,47,3,3,1,1,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,145,紙製容器製造業,2,57,51,-,-,53,47,3,3,1,1,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,150,印刷・同関連業,10,298,210,-,-,153,129,145,81,-,-,-,-,73430,170515,332123,264501,67322,142518,149925
2,13213,東村山市,2,151,印刷業,6,258,184,-,-,126,106,132,78,-,-,-,-,60711,165122,296461,x,39965,114490,121897
2,13213,東村山市,2,152,製版業,2,24,19,-,-,19,16,5,3,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,2,153,製本業、印刷物加工業,2,16,7,-,-,8,7,8,-,-,-,-,-,x,x,x,-,x,x,x
2,13213,東村山市,1,160,化学工業,7,346,174,-,-,180,135,117,14,49,25,-,-,133472,574203,1051039,903126,-,438133,442478
2,13213,東村山市,2,162,無機化学工業製品製造業,1,17,14,-,-,15,14,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,3,115,69,-,-,91,67,24,2,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,165,医薬品製造業,3,214,91,-,-,74,54,91,12,49,25,-,-,86803,359168,705318,563913,-,323798,321182
2,13213,東村山市,1,180,プラスチック製品製造業（別掲を除く）,7,86,34,-,-,42,31,44,3,-,-,-,-,25874,24731,105234,103970,1264,74541,74541
2,13213,東村山市,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,1,21,9,-,-,12,9,9,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,183,工業用プラスチック製品製造業,5,53,22,-,-,24,19,29,3,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,2,189,その他のプラスチック製品製造業,1,12,3,-,-,6,3,6,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,210,窯業・土石製品製造業,1,41,33,-,-,19,14,21,18,1,1,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,212,セメント・同製品製造業,1,41,33,-,-,19,14,21,18,1,1,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,230,非鉄金属製造業,2,11,8,-,-,7,6,4,2,-,-,-,-,x,x,x,-,x,x,x
2,13213,東村山市,2,235,非鉄金属素形材製造業,2,11,8,-,-,7,6,4,2,-,-,-,-,x,x,x,-,x,x,x
2,13213,東村山市,1,240,金属製品製造業,5,110,90,-,-,79,68,23,14,8,8,-,-,57517,81998,161208,87802,72993,65517,73358
2,13213,東村山市,2,242,洋食器・刃物・手道具・金物類製造業,1,48,41,-,-,27,25,16,11,5,5,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,3,57,46,-,-,48,40,6,3,3,3,-,-,x,x,x,x,x,x,x
2,13213,東村山市,2,249,その他の金属製品製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,250,はん用機械器具製造業,2,640,497,-,-,457,384,47,26,136,87,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,252,ポンプ・圧縮機器製造業,2,640,497,-,-,457,384,47,26,136,87,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,260,生産用機械器具製造業,2,22,18,-,-,19,17,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,264,生活関連産業用機械製造業,1,16,14,-,-,16,14,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,266,金属加工機械製造業,1,6,4,-,-,3,3,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,270,業務用機械器具製造業,4,29,18,-,-,24,17,3,1,2,-,-,-,13353,26318,63727,57028,-,34738,34738
2,13213,東村山市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,1,17,11,-,-,16,11,-,-,1,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,274,医療用機械器具・医療用品製造業,2,8,4,-,-,5,3,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,275,光学機械器具・レンズ製造業,1,4,3,-,-,3,3,-,-,1,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,280,電子部品・デバイス・電子回路製造業,7,444,226,-,-,187,135,255,91,21,12,14,8,141709,530205,808979,722643,84627,258479,261225
2,13213,東村山市,2,282,電子部品製造業,3,254,95,-,-,40,24,219,77,14,6,3,1,49725,52652,80869,7840,71404,25773,26283
2,13213,東村山市,2,284,電子回路製造業,2,62,44,-,-,45,37,10,1,7,6,1,-,x,x,x,x,x,x,x
2,13213,東村山市,2,289,その他の電子部品・デバイス・電子回路製造業,2,128,87,-,-,102,74,26,13,-,-,10,7,x,x,x,x,x,x,x
2,13213,東村山市,1,290,電気機械器具製造業,10,114,80,1,1,100,75,13,4,-,-,1,1,43174,54412,108678,62574,11217,50247,50247
2,13213,東村山市,2,291,発電用・送電用・配電用電気機械器具製造業,2,8,5,-,-,8,5,-,-,-,-,1,1,x,x,x,x,x,x,x
2,13213,東村山市,2,292,産業用電気機械器具製造業,2,23,16,-,-,23,16,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,294,電球・電気照明器具製造業,1,28,20,-,-,25,19,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,296,電子応用装置製造業,1,11,8,-,-,9,8,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13213,東村山市,2,297,電気計測器製造業,4,44,31,1,1,35,27,8,3,-,-,-,-,14320,21632,43336,12483,6117,20095,20095
2,13213,東村山市,1,300,情報通信機械器具製造業,1,13,4,-,-,6,2,7,2,-,-,-,-,x,x,x,-,x,x,x
2,13213,東村山市,2,302,映像・音響機械器具製造業,1,13,4,-,-,6,2,7,2,-,-,-,-,x,x,x,-,x,x,x
2,13213,東村山市,1,310,輸送用機械器具製造業,1,11,5,-,-,10,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,2,311,自動車・同附属品製造業,1,11,5,-,-,10,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13213,東村山市,1,320,その他の製造業,2,30,15,-,-,22,15,8,-,-,-,2,1,x,x,x,x,x,x,x
2,13213,東村山市,2,321,貴金属・宝石製品製造業,1,17,11,-,-,17,11,-,-,-,-,2,1,x,x,x,-,x,x,x
2,13213,東村山市,2,329,他に分類されない製造業,1,13,4,-,-,5,4,8,-,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,0,000,総数,24,988,717,-,-,836,661,154,69,21,10,7,5,605848,916502,1784411,1536047,14553,833768,825210
2,13214,国分寺市,1,110,繊維工業,2,13,3,-,-,6,2,7,1,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,2,116,外衣・シャツ製造業（和式を除く）,1,8,1,-,-,5,1,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,2,119,その他の繊維製品製造業,1,5,2,-,-,1,1,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,1,150,印刷・同関連業,6,67,40,-,-,54,39,13,1,-,-,-,-,25954,31067,89498,65226,3888,54133,54133
2,13214,国分寺市,2,151,印刷業,5,62,36,-,-,49,35,13,1,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,153,製本業、印刷物加工業,1,5,4,-,-,5,4,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13214,国分寺市,1,160,化学工業,1,7,4,-,-,7,4,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,1,7,4,-,-,7,4,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,240,金属製品製造業,2,47,27,-,-,30,24,17,3,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,242,洋食器・刃物・手道具・金物類製造業,1,43,23,-,-,26,20,17,3,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),1,4,4,-,-,4,4,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,260,生産用機械器具製造業,2,24,19,-,-,21,18,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,265,基礎素材産業用機械製造業,1,9,8,-,-,9,8,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,2,269,その他の生産用機械・同部分品製造業,1,15,11,-,-,12,10,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,270,業務用機械器具製造業,4,624,475,-,-,554,435,71,52,20,9,-,-,446378,677328,1213759,1160661,1310,522718,515151
2,13214,国分寺市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,3,618,472,-,-,550,432,69,52,20,9,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,274,医療用機械器具・医療用品製造業,1,6,3,-,-,4,3,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,280,電子部品・デバイス・電子回路製造業,2,64,57,-,-,62,57,2,-,1,1,7,5,x,x,x,x,x,x,x
2,13214,国分寺市,2,284,電子回路製造業,1,59,53,-,-,58,53,1,-,1,1,7,5,x,x,x,x,-,x,x
2,13214,国分寺市,2,289,その他の電子部品・デバイス・電子回路製造業,1,5,4,-,-,4,4,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13214,国分寺市,1,290,電気機械器具製造業,1,70,64,-,-,65,60,5,4,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,2,296,電子応用装置製造業,1,70,64,-,-,65,60,5,4,-,-,-,-,x,x,x,x,-,x,x
2,13214,国分寺市,1,300,情報通信機械器具製造業,1,4,1,-,-,2,1,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,302,映像・音響機械器具製造業,1,4,1,-,-,2,1,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,320,その他の製造業,3,68,27,-,-,35,21,33,6,-,-,-,-,26217,110050,173757,25537,x,59417,60968
2,13214,国分寺市,2,328,畳等生活雑貨製品製造業,2,56,19,-,-,31,18,25,1,-,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,2,329,他に分類されない製造業,1,12,8,-,-,4,3,8,5,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,0,000,総数,22,388,238,1,1,259,199,118,28,10,10,-,-,127212,222027,479613,411743,27249,240342,241077
2,13215,国立市,1,090,食料品製造業,6,144,55,-,-,48,32,88,15,8,8,-,-,39873,56768,134168,127167,-,70644,71702
2,13215,国立市,2,097,パン・菓子製造業,3,47,23,-,-,32,17,15,6,-,-,-,-,15388,6284,27294,20293,-,19453,19453
2,13215,国立市,2,099,その他の食料品製造業,3,97,32,-,-,16,15,73,9,8,8,-,-,24485,50484,106874,106874,-,51191,52249
2,13215,国立市,1,150,印刷・同関連業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,2,151,印刷業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,1,180,プラスチック製品製造業（別掲を除く）,1,9,7,-,-,8,7,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,2,189,その他のプラスチック製品製造業,1,9,7,-,-,8,7,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,1,260,生産用機械器具製造業,1,10,9,-,-,10,9,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,2,269,その他の生産用機械・同部分品製造業,1,10,9,-,-,10,9,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,1,270,業務用機械器具製造業,4,128,95,-,-,120,92,8,3,-,-,-,-,45840,60380,149496,149496,-,85221,84898
2,13215,国立市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,2,88,66,-,-,87,66,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,2,274,医療用機械器具・医療用品製造業,2,40,29,-,-,33,26,7,3,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,1,290,電気機械器具製造業,2,20,15,-,-,16,13,2,-,2,2,-,-,x,x,x,x,x,x,x
2,13215,国立市,2,291,発電用・送電用・配電用電気機械器具製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,2,297,電気計測器製造業,1,16,12,-,-,12,10,2,-,2,2,-,-,x,x,x,x,-,x,x
2,13215,国立市,1,300,情報通信機械器具製造業,2,30,19,-,-,18,14,12,5,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,2,302,映像・音響機械器具製造業,1,21,11,-,-,10,7,11,4,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,2,303,電子計算機・同附属装置製造業,1,9,8,-,-,8,7,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,1,310,輸送用機械器具製造業,3,30,24,1,1,22,18,7,5,-,-,-,-,10797,30538,59453,11627,14300,26774,26774
2,13215,国立市,2,311,自動車・同附属品製造業,1,5,3,-,-,5,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,2,314,航空機・同附属品製造業,2,25,21,1,1,17,15,7,5,-,-,-,-,x,x,x,x,x,x,x
2,13215,国立市,1,320,その他の製造業,2,13,11,-,-,13,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,2,323,時計・同部分品製造業,1,8,6,-,-,8,6,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13215,国立市,2,329,他に分類されない製造業,1,5,5,-,-,5,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13218,福生市,0,000,総数,39,1133,780,1,1,714,607,380,138,38,34,11,1,503863,1031034,2099821,1897393,136847,960728,981301
2,13218,福生市,1,090,食料品製造業,3,103,57,-,-,44,35,58,21,1,1,8,-,24276,53326,107516,97649,x,47728,50209
2,13218,福生市,2,091,畜産食料品製造業,2,93,52,-,-,41,33,51,18,1,1,8,-,x,x,x,x,-,x,x
2,13218,福生市,2,099,その他の食料品製造業,1,10,5,-,-,3,2,7,3,-,-,-,-,x,x,x,x,x,x,x
2,13218,福生市,1,100,飲料・たばこ・飼料製造業,2,47,30,1,1,34,27,12,2,-,-,2,-,x,x,x,x,-,x,x
2,13218,福生市,2,102,酒類製造業,2,47,30,1,1,34,27,12,2,-,-,2,-,x,x,x,x,-,x,x
2,13218,福生市,1,110,繊維工業,1,9,6,-,-,6,6,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13218,福生市,2,119,その他の繊維製品製造業,1,9,6,-,-,6,6,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13218,福生市,1,150,印刷・同関連業,4,429,282,-,-,227,209,192,63,10,10,-,-,242913,374649,936127,934864,1263,521833,519881
2,13218,福生市,2,151,印刷業,4,429,282,-,-,227,209,192,63,10,10,-,-,242913,374649,936127,934864,1263,521833,519881
2,13218,福生市,1,180,プラスチック製品製造業（別掲を除く）,1,8,2,-,-,3,1,5,1,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,2,183,工業用プラスチック製品製造業,1,8,2,-,-,3,1,5,1,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,1,210,窯業・土石製品製造業,1,27,21,-,-,19,16,7,4,1,1,-,-,x,x,x,x,-,x,x
2,13218,福生市,2,212,セメント・同製品製造業,1,27,21,-,-,19,16,7,4,1,1,-,-,x,x,x,x,-,x,x
2,13218,福生市,1,230,非鉄金属製造業,1,9,2,-,-,3,2,6,-,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,2,234,電線・ケーブル製造業,1,9,2,-,-,3,2,6,-,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,1,240,金属製品製造業,4,76,62,-,-,54,46,12,6,10,10,-,-,30978,103606,206769,183827,22942,91545,96137
2,13218,福生市,2,243,暖房・調理等装置、配管工事用附属品製造業,1,52,46,-,-,35,32,7,4,10,10,-,-,x,x,x,x,-,x,x
2,13218,福生市,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),2,13,9,-,-,10,8,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13218,福生市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,1,11,7,-,-,9,6,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,1,250,はん用機械器具製造業,1,8,7,-,-,8,7,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,2,253,一般産業用機械・装置製造業,1,8,7,-,-,8,7,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13218,福生市,1,260,生産用機械器具製造業,4,91,61,-,-,62,52,29,9,-,-,-,-,35473,68594,141290,127001,13806,61906,67459
2,13218,福生市,2,265,基礎素材産業用機械製造業,1,29,11,-,-,2,2,27,9,-,-,-,-,x,x,x,x,x,x,x
2,13218,福生市,2,266,金属加工機械製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13218,福生市,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,38,30,-,-,37,30,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13218,福生市,2,269,その他の生産用機械・同部分品製造業,1,20,18,-,-,19,18,1,-,-,-,-,-,x,x,x,-,x,x,x
