"ゴミの分類
番号","データ
提出組織",地区名,ゴミの品目,分別区分1,分別区分2,分別区分3,分別区分4,"粗大ごみ
回収料金",備考
1198,あきる野市,全域,ボタン電池,有害ごみ,,,,,水銀、鉛等の有害な金属を含むものだけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1199,あきる野市,全域,補聴器（充電式を含む）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1200,あきる野市,全域,ホッチキス,不燃ごみ,,,,,
1201,あきる野市,全域,ホッチキス針,可燃ごみ,,,,,
1202,あきる野市,全域,ポット（魔法瓶）（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1203,あきる野市,全域,ポット（魔法瓶）（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1204,あきる野市,全域,ホットカーペット,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1205,あきる野市,全域,ホットプレート（不燃ごみ専用袋に入り、口がしばれるもの）［プレートは資源］,不燃ごみ,,,,,
1206,あきる野市,全域,ホットプレート（不燃ごみ専用袋に入らないもの）［プレートは長さ50cm以下は資源、長さ50cmを超えるものは粗大ごみ］,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1207,あきる野市,全域,ホッピング（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1208,あきる野市,全域,ホッピング（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1209,あきる野市,全域,哺乳びん（プラスチック製）,可燃ごみ,,,,,
1210,あきる野市,全域,哺乳びん（ガラス製）,不燃ごみ,,,,,
1211,あきる野市,全域,ポリタンク（ポリ容器）（飲料用）（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1212,あきる野市,全域,ポリタンク（ポリ容器）（飲料用）（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1213,あきる野市,全域,ポリタンク（ポリ容器）（燃料用）（可燃ごみ専用袋に入り、口がしばれるもの）（容器の燃料を空にする）,可燃ごみ,,,,,
1214,あきる野市,全域,ポリタンク（ポリ容器）（燃料用）（可燃ごみ専用袋にはいらないもの）（容器の燃料を空にする）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1215,あきる野市,全域,ポリバケツ（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1216,あきる野市,全域,ポリバケツ（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1217,あきる野市,全域,ポリ袋,可燃ごみ,,,,,
1218,あきる野市,全域,保冷庫・保温庫（冷却や制御に電気を使用するもの）,処理不能,,,,,家電リサイクル法で定められた製品です。郵便局でリサイクル料金をお支払い頂き、搬入先に自己搬入するか、収集運搬業者にご連絡ください。あきる野市資源とごみの出し方カレンダー「収集不可能なものについて」をご参照ください。
1219,あきる野市,全域,保冷剤,可燃ごみ,,,,,
1220,あきる野市,全域,本,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1221,あきる野市,全域,本棚（木製・プラスチック製）（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1222,あきる野市,全域,本棚（木製・プラスチック製）（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1223,あきる野市,全域,本棚（金属製）（長さ50cm以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1224,あきる野市,全域,本棚（金属製）（長さ50cmを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1225,あきる野市,全域,ポンプ（家庭用）（プラスチック製）（5kg以下のもの）,可燃ごみ,,,,,
1226,あきる野市,全域,ポンプ（家庭用）（金属製）（5kg以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1227,あきる野市,全域,ポンプ（家庭用）（5kgを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1228,あきる野市,全域,ボンベ（カセットボンベより大型のもの）,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
1229,あきる野市,全域,ボンベ（カセットボンベ）（必ず中身を使い切って）,有害ごみ,,,,,可燃性ガス、爆発の危険のあるもののみを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1230,あきる野市,全域,マーガリンの容器,可燃ごみ,,,,,
1231,あきる野市,全域,麻雀卓,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1232,あきる野市,全域,麻雀パイ,可燃ごみ,,,,,
1233,あきる野市,全域,マイク,不燃ごみ,,,,,
1234,あきる野市,全域,マウス,可燃ごみ,,,,,
1235,あきる野市,全域,まきストーブ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1236,あきる野市,全域,まくら（もみがら・綿・ウレタン・ビーズ等プラスチック素材のもの）（可燃ごみ専用袋に入り口が縛れるもの）,可燃ごみ,,,,,
1237,あきる野市,全域,まくら（セラミック製の素材のもの）（不燃ごみ専用袋に入り、口が縛れるもの）,不燃ごみ,,,,,
1238,あきる野市,全域,まくら（可燃・不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1239,あきる野市,全域,まくらカバー,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
1240,あきる野市,全域,枕木（長さ１m以下）（1日5本まで）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1241,あきる野市,全域,枕木（長さ１mを超えるもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（長さ80ｃｍ以下の場合は粗大ごみ扱い）
1242,あきる野市,全域,マグカップ（陶磁器）,不燃ごみ,,,,,
1243,あきる野市,全域,マグカップ（金属）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1244,あきる野市,全域,マグネット,不燃ごみ,,,,,
